Review,keyword
편하게 입으려고 산건데 저한텐 오버핏을 넘어서 밀레니엄 힙합보이핏이긴 합니다 하지만 그건 제 문제이기 때문에 티샤쓰는 점 입니다 후줄근 방지용 목걸이도 차보았습니다 ,"문제 이기, 밀레니엄, 목걸이, 방지"
소버먼트 역시 맛집입니다 깔 별로 사고싶을 만큼 핏 재질 색감 너무 마음에 들어요 ,"버먼 트, 별로, 재질, 색감"
빼입 하기에 제 스펙에 L이 좋다고 보고 넣입 할거면 M이 이쁠것 같습니다 소재는 탄하고 생각보다 무겁단 생각은 안드는것 같습니다 딱 스탠다드에 충실하면서 또 일반적인 소재 느낌은 아니라 꾸안꾸 티셔츠네요 손이 많이 갈것같습니다 ,"충실하다, 일반, 탄하, 티셔츠, 무겁다, 손"
핏이 오버핏으로 나왔습니다 그래서 와이드 슬랙스랑 빼입으로 매칭했습니다 가장큰 장점은 색감입니다 정말 이뻐요 흔한 차콜아니구 워싱된 느낌이라 더욱 좋았습니다 ,"색감, 차콜 아니다, 슬랙스, 가장 크다, 더욱, 장점, 와이드, 매칭"
워싱감이 딱 좋아서 여기저기 잘 묻네요 코디하기 편해요,"여기저기, 코디, 편하다, 워싱감, 묻다"
넘모 편하고 스타일 좋고 색깔도 예뻐서 자주 입게 되네요 파란색도 샀어요,"편하다, 파란색, 스타일, 넘다, 색깔"
좋어요 여러상황에서 잘 매칭 되네요 부담없이 스타일 잡을수 있어서 좋았어요,"상황, 매칭, 잡다, 스타일, 부담, 되다"
블루색상 구매 후 너무 만족해서 더 구매했습니다 샌드 색상도 곧 코디 올릴게요 감사합니다 ,"만족하다, 블루 색상, 색상, 올리다, 샌드, 코디"
킹쁩니다 기대 안하고 샀는데 스트릿한 핏감 제가 찾던 느낌이네요 다른 색상도 고민중임다 제 스펙에 힙하게 입는거 좋아하시면 xl 하세여,"고민, 색상, 힙하, 스펙, 기대"
소버먼트 너무 좋아요 여름 반팔 겨울 맨투맨 다 여기서 살 거 같아요 소버먼트 짱,"버먼 트, 투맨, 겨울, 팔, 여름"
옷 색감 이쁘고 코디하기에도 편해요 잘 입겠습니당,"코디, 편하다, 색감, 니당다"
피그먼트 워싱 입문으로 좋습니다 제 스펙이 오버사이즈로 잘 맞아요,"오버 사이즈, 피그먼트, 입문, 스펙, 워싱, 맞다"
피그먼트 색감 정말 예쁘게 빠졌고 재질도 탄하고 좋아요 근데 세탁하니까 살짝 돌아가네요,"피그먼트, 돌아가다, 탄하, 재질, 색감, 세탁"
적당히 찌비침 없을 두께감에 과하지않은 워싱감이 마음에 들었어요 특히 절묘하게 과하지않은 오버핏 실측이 좋았어요,"적당하다, 실, 절묘하다, 워싱감, 찌 비치다, 오버핏, 없다"
티가 탄해서 너무 좋았어요 체형 보완도 되고 피그먼트 덕분에 흔하지 않아요,"피그먼트, 체형, 덕분, 보완, 흔하다, 티"
 에 키로 평소 크게입는거 좋아해서 엑라 시켰어요 색감 핏 모두 좋아서 다른 컬러도 사고싶어요 ,"크게, 컬러, 평소, 엑, 색감, 좋아하다"
생각보다 무겁긴한데 핏도 좋고 재질이 엄청 좋습니다 차콜이라 땀나면 자국생길것도 걱정됐는데 자국 티도 안나고 좋아요,"무겁다, 재질, 차콜, 안나, 티, 자국"
헬스 년차 입니다 운동 주 회 하는 사람으로써 정말 딱 마음에드는 오버핏 티셔츠 입니다 색깔 마음에 드는거 몇장 더 살까 합니다 길이랑 다 너무좋아요,"에드, 사람, 년차, 운동, 길이"
피그먼트는 소버먼트 그냥 모든티들이 다이쁘고 편하고 그러네여 티셔츠 맛집이네여,"피그 멀다 틀다, 버먼 트, 티, 편하다, 티셔츠, 그렇다, 맛집, 그냥"
두께감 좋고 착 핏도 이뻐요 다른분들한테도 추천합니다,"추천, 핏, 두께"
여행 때 입었는데 무난하게 입기 너무 좋네요 사이즈는 오버입니다,"오버, 사이즈, 여행"
원단 매우 탄하고 좋습니다 워싱 덕분에 힙한 느낌에도 잘 붙습니다,"탄하, 워싱, 덕분, 힙, 원단, 붙다"
여러 옷 들 택할 때 피그먼트 처음 입문용으로 좋은거 같습니다 ,"입문, 피그먼트, 여러, 택할, 처음"
이건 색감이 뒤지게이쁨 요긴하게 입고다닙니다,"색감, 요긴, 이건, 뒤지다"
생각보다 얇고 시원하네요 워싱도 이뻐요 근데 어깨 사이즈가 저한텐 살짝 더 오버했으면 좋았겠네요,"워싱, 사이즈, 시원하다, 오버, 어깨"
지금부터 입기 좋아요 편하고 이쁘고 데일리 각 강추강추,"강추 강추, 편하다, 지금, 일리"
피시방가능 학교가능 당구장 쌉가능 재질 좋음 소매 길이 좋음 총장 살짝 김 색감 이쁨 두께감 살짝 있지만 시원함,"피시방 가능, 구장, 총장, 시원하다, 학교 가능, 색감, 재질, 싸다 가능, 길이, 소매"
핏도 괜찮고 어깨도 넓어보여서 좋은거 같습니다 ,"핏, 어깨, 넓다 보"
카고 팬츠에 잘 어울리고 가볍게 악세서리로 목거리 하시는걸 추천드려요,"악세다 서리, 추천 드리다, 어울리다, 가볍다, 팬츠, 목 거리, 카"
살짝 크긴한데 이 맛에 입는 거 같네요 넣입하면 괜찮은 거 같아요,"크다, 맛, 넣다 입하"
오버핏 보다는 적당한 핏감을 원해서 M으로 주문했는데 원하는 핏이 나오네요 질감이나 두께는 일반 면티랑 똑같은데 시원한 건 아니더라도 당연히 반팔이라 한여름에 입어도 문제는 없습니다 ,"아니다, 질감, 원하다, 나오다, 시원하다, 원하다, 문제, 적당하다"
무채색으로 후드베스트랑 함께해도 조합이 좋았어요 다음엔 첼시부츠 사서 긴바지에도 입어보려구요,"입어보다, 첼시 부츠, 무채색, 후드 베스트, 조합, 바지, 사서, 해도"
원래 소버먼트 옷 품질은 되게 좋은데 배송이 느릴때가 많아서 아쉬웠는데 이번엔 다 하루만에 왔어요 산거 전부 다 대만족입니다 제 스팩이신분들 반팔은 L 맨투맨은 XL가면 딱 좋아요,"스팩 이신, 투맨, 버먼 트, 배송, 만족, 가면, 팔, 품질"
L사이즈가 정도 되는 듯합니다 품이 큰건 오버핏이라 쳐도 기장이 길어서 이상해요 ,"이상하다, 기장, 사이즈, 크다, 치다, 품, 오버핏"
할인해서 만원대에 샀는데 가성비가 너무 좋습니다 소재도 얇고 아주 시원하네용 L로 한벌 샀다가 더 힙하게 입고 싶어서 Xl로도 한벌 더 샀어요 그 L은 어머니가 만족스러워하며 입고 계십니다 팔찌 반지같은 악세사리 추가해서 더 힙하게 입고 다녀도 좋을것 같아요,"만족스럽다, 할인, 추가, 시원하다, 어머니, 악세사리, 만원, 소재"
색상도 이쁘고 핏도 이쁘게 떨어지네요 다른 색상에 이어서 몇번째 구매인줄 모르겠습니다 ,"색상, 색상, 줄, 핏, 모르다, 몇번"
이쁘지만 매우 커서 편하게 입고 다니는 용으로 적합니다,"적합, 커서, 편하다"
루즈핏 그자체에요 생각보다 편하고 두께감도 좋네요,"자체, 편하다, 루즈 핏, 두께 감다"
소버먼트 맨투맨도 잘 입었어서 반팔티도 구매했어요 얇은 두께가 아니라서 좋아요,"버먼 트, 티, 투맨, 아니다, 얇다, 두께"
후기보고 샀는데 정말 튼하고 좋네요 매년 구입해야겠습니다 ,"매년, 틀다, 후기 보고"
한사이즈 더 크게 샀으면 너무 클뻔했어요 두께는 한여름에 입기에는 조금 무리일듯,"사이즈, 한여름, 크게, 크다 뻔하다, 무리, 두께"
와이프가 입었는데도 오버핏이라고 좋아하네요,"와이프, 좋아하다, 오버핏"
핏 예쁘고 맘에 쏙 들어요 한여름에 입기에는 조금 두꺼워요,"한여름, 두껍다"
이번여름동안 너무너무 잘 입었어요 맨투맨도 좋고 기본템으로 소버먼트 최고,"여름, 버먼 트, 투맨, 최고"
무지 피그먼트 반팔중에서는 퀄리티 제일 좋아요 소버먼트 장점인 목시보리는 엄청 쫀하고 박음질도 튼해서 좋아요 사이즈는 정사이즈 가시면 될거 같습니다 ,"중, 목시 보리, 정사 이즈, 버먼 트, 피그먼트, 장점, 사이즈, 무지, 박음질"
기본티중에도 특별합니다 정말 편하고 편해서 전 몇벌 더살거같습니다,"티, 편하다, 특별하다, 편하다, 벌, 살다"
뭔가 티셔츠가 묵직해서 핏을 잡아주는 느낌이 있네용 너무 좋아요 ,"묵직하다, 티셔츠, 잡다, 뭔가, 핏"
색감 쥑입니다 워싱된 차콜의 색감 자체가 뽀인트인 옷이에요 오버핏이라 넣거나 접어입어야 이쁘구요 꼭사세요 짱이쁩미다 ,"차콜, 색감, 자체, 밉다, 쥑입니, 접다, 워싱된, 오버핏"
세미오버느낌이고 색감은 잘 빠졌어요 원단감은 짱하고 넥라인도 쫀해요 만족합니다,"단감, 만족하다, 색감, 넥라인, 쫀해, 짱하다, 세미 오버, 빠지다"
평소 사이즈 입는데 L사이즈 딱 좋습니다,"사이즈, 평소, 사이즈"
고민 많이하고 주문핶는데 아깝지 않은 소비였습니다,"고민, 핶 늘다, 아깝다, 소비, 많다"
남자친구 선물로 줬는데 이쁘고 편하다고 좋아했어요 할인때 사서 더 좋아요 스티치 포인트가 진짜 넘 예뻐요,"남자친구, 포인트, 선물, 스티치, 편하다, 사서, 주다, 좋아하다"
피그먼트의 맛집은 역시 소버먼트가 최고인 거 같습니다 살짝 오버핏으로 나왔고 편하게 아무때나 자주 입고 다닐 거 같습니다 ,"피그먼트, 버먼 트, 편하다, 최고, 오버핏"
핏도 좋고 색깔도 마음에 들어요 사이즈도 딱인 거 같아요 두께는 한여름 대낮에 입기에는 더울 수도 있어요 전반적으로 추천합니다,"추천, 사이즈, 전반, 덥다, 한여름, 수도, 대낮"
원단이 두툼해서 살짝 더울 수 있는데 그만큼 탄해서 각을 잘 잡아주고 좋습니다 cm kg 근육형 체형인데 오버핏 느낌 제대로입니다 소버먼트 제품은 실망한 적이 없네요 ,"근육, 체형, 실망하다, 버먼 트, 잡다, 두툼해"
원단이 도톰하고 핏이 이상적인 핏으로 나와서 좋았어요,"원단, 나오다, 도톰하다, 핏, 핏"
좀 두껍고 크긴 한데 색감 예쁘고 핏도 괜찮은 것 같아서 조아욤,"조아욤, 색감, 크다, 핏, 두껍다"
피그먼트 티셔츠 살때 더 싸게 구매 할수도 있겠지만 그래도 가격을 보다 지불하는게 만족도 퀄리티에서 좋을 것 같아서 구매하게됐어요 재질 좋고 퀄리티도 좋네요 ,"퀄리티, 퀄리티, 피그먼트, 티셔츠, 지불, 만족도, 가격, 재질"
목 부분이 너무 쫀한게 너무 마음에 들고 생각보다 시원하고 좋아요,"시원하다, 부분, 쫀한"
지금도 입고 있는 제품인데요 총장이 타이트 한 편은 아니다 보니 편하게 빼입거나 넣어서 스타일링 하거나 원하는 대로 입을 수 있어서 좋고요 디자인 품질 범용성 모두 만족이 되는 아주 좋은 제품인 것 같아요 ,"만족, 총장, 아니다, 원하다, 스타 일링, 범용, 디자인"
세미오버핏이고 재질은 소버먼트답게 엄청 탄하네요,"버먼 트답, 재질, 세미 오버핏"
옷 맘에 듭니다 적당한 오버핏도 좋고 워싱도 맘에 듭니다,"듭니, 워싱, 적당하다, 오버핏"
물 빠진 느낌이 좋아서 손이 많이 가는 것 같아요 좋습니다,"가다, 손, 빠지다"
색감 미쳤고 두께도 딱 적당한 정도입니다 비침 없음,"적당하다, 색감, 비치다, 미치다, 두께, 없다"
너무너무이쁘고 스타일맛집입니다 번창하세요,"번창, 스타일 맛집"
피그먼트 티셔츠가 유행하길래 하나 구입했습니다 우선 마감이 마음에 들었고 두께감은 사진처럼 약간 있습니다 착용감도 나쁘지않았고 색감도 이뻐요 이 가격에 이정도 퀄리티면 나쁘지 않다고 생각합니다 ,"마감, 티셔츠, 사진, 유행, 착용 감다, 이정, 피그먼트"
소버먼트 벌써 장구매 그냥 고민하지 말고 사세요 튼햐요,"벌써, 버먼 트, 고민, 튼햐, 그냥"
특유의 색감이 있는 옷이에요 맨투맨에 이어서 반팔티도 샀네요,"투맨, 티, 특유, 색감"
 어두워요 피그먼트라 빨면 색깔 예뻐질거 같습니다,"피그먼트, 어둡다, 색깔"
두꺼워서 더울 줄 알았지만 안더움 팔 접어서 입으면 이쁨,"접다, 덥다, 안다, 알다, 두껍다"
진짜 너무너무 이쁩니다 대박이에요 이번 여름에 제일 자주 활용할거같아요,"대박, 여름, 제일, 활용"
사이즈 크다는 후기보고 s랑m 엄청 고민했는데 m하기 잘했네요 s했으면 옷 정체성에안맞았을거같아요 오버하게 입는맛 피그먼트워싱티 찾으시면 추천추,"피그먼트워싱티, 추천 추, 사이즈, 오버, 후기 보고, 크다, 찾다"
만족합니다 사이즈는 L 샀었어도 괜찮았을 것 같아요 많이 오버핏이지만 예뻐요 색감은 상세페이지랑 비슷해요 마감도 잘되어 있고 여름에 입기 살짝 두껍지만 제품의 질은 좋습니다 잘 안 늘어날것같아요 ,"만족하다, 사이즈, 마감, 색감, 상세 페이지, 질, 여름, 제품"
반팔도 핏좋고 두툼하니 즐겨입을거같아요 역시 소버먼트,"버먼 트, 툼, 팔도, 핏좋, 즐기다"
편하고 시원해요 색깔이 이뻐서 무난하게 입고 다니기 좋은듯,"시원하다, 편하다, 색깔"
무난한데 뒷면에 요크 절개 포인트가 있어서 맘에 듭니다 기장도 M사이즈가 딱 좋은 것 같아요 ,"사이즈, 기장, 포인트, 절개, 듭니, 요크"
오버핏이라 사이즈 작게 시켰는데 딱 맞고 좋아요 색 이뻐요,"사이즈, 작다, 오버핏, 맞다"
소버먼트 티셔츠 입어보고 싶었는데 튼하고 핏도 예쁘네요 ,"입어보다, 버먼 트, 티셔츠, 틀다, 싶다, 핏"
배송빨라요 옷 이쁘고 원하던 핏이라 만족합니다 ,"만족하다, 원하다, 핏, 배송 빨르다"
아주좋고 핏감좋고 고급져보여요 다음에또 살꺼같아요,"고급 지다 보이다, 핏감좋, 살다"
배나온 아재 뱃살 감추기 딱 적당한 세미오버핏 깔별로 사입어요,"적당하다, 감추다, 재, 배 나오다, 세미 오버핏, 뱃살, 깔다 별로"
피그먼트 색감이 잘 보여지는튼한 소재입니다 ,"보이다 틀다, 소재, 피그먼트, 색감"
마감도 완벽 포인트로 들어가는 뒷라인과 소매부분의 봉재라인도 좋아요 기본스럽지만 고급스러운 기본느낌 원단은 조금 두툼해서 한여름에 이너랑 같이입으면 살짝 더울 느낌 근육있는편이면 정사이즈사는거 추천,"정사 이즈 살다, 추천, 기본, 들어가다, 봉재 라인, 고급스럽다, 두툼해, 부분, 원단"
