Review,Star
"이뻐요 완전
사이즈잘맞고
소재고 좋아요  탄탄
주변에서 보고 다 사고싶어해요",5.0
"대만족 스커트였습니다.
제 취향은 짧은거긴 하지만 갑자기 긴 스커트가 입고 싶어 찾아보던중에 밑으로 뚝 떨어지는 라인 너무 이뻐서 주문했고요
그래서 인지 허리가 더 날씬 해보이는 느낌이 들었습니다.
긴 치마라서 무게는 좀 있고요
한 여름에 입기는 좀 더운 재질입니다.
초 여름까지는 입을만 한거 같아요
여행때 이쁘게 잘 입었어요",5.0
"착용자 정보 (여자), 착용 사이즈: L
[키: 167cm, 몸무게: 60kg, 평소 사이즈: 66]
처음에 M 사이즈로 구매했다가 허리가 작아서 L 사이즈로 교환했었습니다! 저는 원래 골반이 있는 편이라서, M 사이즈가 너무 작더라고요! L 사이즈는 딱 적당히 편하기한데, 통이 약간 큰 감이 있지만 키가 있어서 괜찮았습니다.
착용감은 편하고, 기본 아이템이라서 잘 입을 것 같아요!",5.0
너무 얇지 않고 길이감도 적당해서 좋아요. 만족합니다!,5.0
"무탠픽업하면서 바로 피팅룸에서 입었는데
사이즈는 딱인데
바로입고나가기엔 주름이ㅜ",5.0
길이감이 좀 길긴하지만 그래도 편하게 입기 좋아여~,5.0
"착용자 정보 (여자), 착용 사이즈: L
[키: 167cm, 몸무게: 60kg, 평소 사이즈: 66]
처음에 M 사이즈로 구매했다가 허리가 작아서 L 사이즈로 교환했었습니다! 저는 원래 골반이 있는 편이라서, M 사이즈가 너무 작더라고요! L 사이즈는 딱 적당히 편하기한데, 통이 약간 큰 감이 있지만 키가 있어서 괜찮았습니다.
착용감은 편하고, 기본 아이템이라서 잘 입을 것 같아요!",5.0
너무 얇지 않고 길이감도 적당해서 좋아요. 만족합니다!,5.0
"무탠픽업하면서 바로 피팅룸에서 입었는데
사이즈는 딱인데
바로입고나가기엔 주름이ㅜ",5.0
길이감이 좀 길긴하지만 그래도 편하게 입기 좋아여~,5.0
"스몰로 샀더니 허리가 살짝 끼긴하지만 예뻐요!!!
엠사이즈로 샀으면 또 허리가 컸을거 같아서 만족합니다!",5.0
"너무너무 마음에 들어서 블로그에도 후기 올렸어요 .. 키 150대이신 분들은 이 스커트 사시면 계단오를 때 치마 부여잡지 않아도 되는 롱스커트 처럼 입으실 수 있어요!!!!! 150대분들께는 미디 아니고 딱 예쁜 기장감의 롱스커트에 가까워요 ㅎㅎ 너무 마음에 들어서 다른 컬러도 구매할 생각 있고, 두꺼운 원단으로 겨울버전도 나왔으면 좋겠어요. 나오면 살 의사 100% 
다만 플리츠 주름이 너무 쭈굴하게 와서 플리츠스커트는 칼 주름이 생명인데 이 부분은 정말 아쉬워요 집에 스팀다리미로는 칼주름 안잡히거든요 ㅠㅠ 이 부분만 신경 좀 써주시면 좋겠어요 …!!!",5.0
쫀쫀하고 탄탄해요!! 핏도 예뻐서 여러므로 입기 좋아요,5.0
하비인지라 롱스커트를 선호하는데 약간만 더 길었으면 좋겠어욥 아 그리고 허리 되게 널널하게 나왔어요,5.0
"저는 뱃살부자라 다들 크다해서 M으로 갔는데도 넉넉하게 입을수있을정도에요
골반이 너무 크신분들은 불편할듯 싶어요",4.0
원단이 두꺼워서 겨울에 스타킹 신고 입어도 그다지 춥지 않아요 딱 가을 겨울에 입기 좋은 스커트 입니다,5.0
