Review,Star
생각보다 빨리왔고 크기도 괜찮긴한데 허리부분은 약간 큰것같아요 예뻐요 얇아서 좋아요,5.0
160에 발목까지 오는 길이여서 굽있는 구두나 운동화 신으면 좋을것 같음 베이직 블레이저랑 셋업으로 입으려고 구매한거라 재질 똑같아서 매우 만족,5.0
"그레이와 고민하다 블랙으로 샀습니다
163기준 발목덮구요 여유있는 허리였습니다",5.0
"긴 기장 스커트 찾고 있으면 가격대비 완전 만족하실듯
핏이 정말 맘에 듭니다 .
처음에 s병에 걸려서 (외국계 브랜드는 s xs입음) s시켰다가 빵댕이 껴서 m으로 교환했습니다 빵댕이 있으신분들은 이점 유의해주세요 사이즈가 작으면 오리궁뎅이가 됩니다. 허리가 아니라 빵댕이 사이즈에 맞춰야 해요 .스판있어서 잘늘어나고 트임도 딱 좋아서 벌어지는거 신경 안쓰고  입기 좋아요 통풍은 좀 안됩니다 그래도 간지 납니다 .대만족
평소 무신사 와이드 청바지27입어요.
평소 허리 스커트 33cm까지는 맞아요.",5.0
"제 몸에 정말 딱 맞아요
키가 작은데 작아보이지 않아요",5.0
"치마 핏이 딱 떨어져서 너무 예쁘고, 이거 입으면 말라보인다는 소리를 들어서 행복하게 입고 있습니다~뒤쪽이 부담스럽지 않게 트여있어서 걸을때도 불편함 없는 h라인 치마라 너무 귀하네요 ㅎㅎ 원래 회색 사고 싶었는데 역시 검정색이 매치하기 편하긴 해요",5.0
"그레이와 고민하다 블랙으로 샀습니다
163기준 발목덮구요 여유있는 허리였습니다",5.0
"긴 기장 스커트 찾고 있으면 가격대비 완전 만족하실듯
핏이 정말 맘에 듭니다 .
처음에 s병에 걸려서 (외국계 브랜드는 s xs입음) s시켰다가 빵댕이 껴서 m으로 교환했습니다 빵댕이 있으신분들은 이점 유의해주세요 사이즈가 작으면 오리궁뎅이가 됩니다. 허리가 아니라 빵댕이 사이즈에 맞춰야 해요 .스판있어서 잘늘어나고 트임도 딱 좋아서 벌어지는거 신경 안쓰고  입기 좋아요 통풍은 좀 안됩니다 그래도 간지 납니다 .대만족
평소 무신사 와이드 청바지27입어요.
평소 허리 스커트 33cm까지는 맞아요.",5.0
"제 몸에 정말 딱 맞아요
키가 작은데 작아보이지 않아요",5.0
"치마 핏이 딱 떨어져서 너무 예쁘고, 이거 입으면 말라보인다는 소리를 들어서 행복하게 입고 있습니다~뒤쪽이 부담스럽지 않게 트여있어서 걸을때도 불편함 없는 h라인 치마라 너무 귀하네요 ㅎㅎ 원래 회색 사고 싶었는데 역시 검정색이 매치하기 편하긴 해요",5.0
