Review,Star
"입어보니까 생각보다 너무 져지느낌이라 잘 늘어날까 걱정은 되지만.. 맥시한 기장감과 부드럽게 붙어서 퍼지는 디자인이라서 슬림해보이는 느낌입니다. 캐주얼보다 오히려 포멀할 때 더 예쁠지도 모르겠어요.

원단은 부드러워서 민감성 피부인 저에게도 큰 문제가 없네요, 잘 입고 망가지면 또 사겠습니다.. 이 가격이면 나쁘지 않아오",5.0
"문제가 생겼어요 너무 편해서 잠옷이 되옸습니다.. ㅠㅠ
위에 크롭 입어도 이쁘고 넣어입어도 잘 어울리는 휘뚜루마뚜루 템이에요
엄청 얇은데 싼티나는 소재가 아니라서 지금 더워 쓰러질거 같은 이 시점에도 밖에서 입기 충분합니더
아래 반바지는 집에서 입기 좀 흉하기도 해서 잠옷으로 입다가 빨고 외출복도 되고.. 난리났어요
하나 더 사야할거 같슴다
엉덩이 엄청 크고 운동안해서 안이쁘긴 한데 봐줄만한 뒤태가 돼요!! ㅎㅎ 앞에서 보면 더 말라보이고
에이블리에서 롱스커트 그만 사고 무탠다드거 사세요",5.0
인생 템 찾았어요 어디에나 너무예뻐요 강추!!!!! ㅎㅎ좋은제품 감사합니당,5.0
역시 무탠다드.. 이런거 에이블리에서 짘짜 많이 사봤는데 죄다 햇빛 비추면 속옷 라인 싹 보이고 허리 말도 안되게 작고 밴딩 굵어서 우글거리고 난리난리 생난리였는데;; 무탠다드는 기대릉 저버리지 않네요 비싸도 비싼 값해요 근데 팬티라인이라기보단 팬티 좀 작게 입으면(제가 좀 작게 입음) 엉덩이쪽 군살라인이 보여요 그래서 무봉제 입는거 추천하긴 한데 이정도야 뭐.. 엄청 얇아서 여름에도 걱정 없고 플레어처럼 살랑살랑 느낌은 아니지만 에이치처럼 부담스럽지도 않아서 진정한 휘뚜루마뚜루로 추천합니다❗️❗️❗️,5.0
편하고 탄탄합니다. 고무줄이 조금 두꺼웠으면 좋았겠지만 착용감 괜찮고 면도 매끄러워요. 여름에 휘뚤마뚤로 입고다니기 좋을듯!,4.0
핏넉넉하고 색감도 좋아서 편하게 잘 입을것같아요!엄청 편해요,5.0
막 입는 치마로 딱이에요! 작을까봐 m으로 구매했는데 s했어도 충분할 것 같아요! 움청 후들후들한 소재!,5.0
인생 템 찾았어요 어디에나 너무예뻐요 강추!!!!! ㅎㅎ좋은제품 감사합니당,5.0
역시 무탠다드.. 이런거 에이블리에서 짘짜 많이 사봤는데 죄다 햇빛 비추면 속옷 라인 싹 보이고 허리 말도 안되게 작고 밴딩 굵어서 우글거리고 난리난리 생난리였는데;; 무탠다드는 기대릉 저버리지 않네요 비싸도 비싼 값해요 근데 팬티라인이라기보단 팬티 좀 작게 입으면(제가 좀 작게 입음) 엉덩이쪽 군살라인이 보여요 그래서 무봉제 입는거 추천하긴 한데 이정도야 뭐.. 엄청 얇아서 여름에도 걱정 없고 플레어처럼 살랑살랑 느낌은 아니지만 에이치처럼 부담스럽지도 않아서 진정한 휘뚜루마뚜루로 추천합니다❗️❗️❗️,5.0
편하고 탄탄합니다. 고무줄이 조금 두꺼웠으면 좋았겠지만 착용감 괜찮고 면도 매끄러워요. 여름에 휘뚤마뚤로 입고다니기 좋을듯!,4.0
