Review,Star
"아무래도 키가 크다보니 살짝 짧은감은 있지만 입을만합니다
근데 진짜 너무..너무 잘비쳐요..그래서 좀 민망스... 속바지 필수인데 속바지입어도 다리라인 다보입니다",5.0
"173cm  상의 55반 하의 66 입는데 적당히 잘 맞습니다~
키가 큰 편이라 미니기장이고 그래도 많이 부담스러운 정도는 아니네요!

다리사이 비침이 조금 있지만 많이 신경쓰이진 않네요

마감 깔끔하고 소재도 시원해보여요😆",5.0
생각보다 이쁘긴한데 내가 과연 이걸 입을까...어디갈때 입을라고 산거지 충동구매는 지갑에 좋지않습니다 반성해 나ㅠ 한여름에 한번 입어볼게요 원래 그냥 사는거죠 입을라고 사는건가요,5.0
"일단 지금까지 사서 입었던 원피스 중에서 최고에요
평소 바지 L사이즈 입는 하비라서
M이랑 L 엄청 고민했는데  저랑 비슷하신분들은 엠 하셔도 충분하실겁니다! 키가 있어서 짧을 걱정했는데 길이도 딱 이쁘고 스판끼 입기도 편하네요😆😆
검정색도 바로 살거에욤 다들 고민하지말고 사세여~~",5.0
끝부분이 a라인일 줄 알았는데 살짝 붙는 편이에요 근데 핏 너무 예쁩니당,5.0
시원해요! 사이즈 딱 좋아요. 어깨가 조금 끼지만 엄청 불편하진 않아요. 생각보다 짧아요. 앉을때 쪼끔 신경쓰이는 정도.,4.0
생각보다 이쁘긴한데 내가 과연 이걸 입을까...어디갈때 입을라고 산거지 충동구매는 지갑에 좋지않습니다 반성해 나ㅠ 한여름에 한번 입어볼게요 원래 그냥 사는거죠 입을라고 사는건가요,5.0
"일단 지금까지 사서 입었던 원피스 중에서 최고에요
평소 바지 L사이즈 입는 하비라서
M이랑 L 엄청 고민했는데  저랑 비슷하신분들은 엠 하셔도 충분하실겁니다! 키가 있어서 짧을 걱정했는데 길이도 딱 이쁘고 스판끼 입기도 편하네요😆😆
검정색도 바로 살거에욤 다들 고민하지말고 사세여~~",5.0
끝부분이 a라인일 줄 알았는데 살짝 붙는 편이에요 근데 핏 너무 예쁩니당,5.0
시원해요! 사이즈 딱 좋아요. 어깨가 조금 끼지만 엄청 불편하진 않아요. 생각보다 짧아요. 앉을때 쪼끔 신경쓰이는 정도.,4.0
예뻐용 너무 핏할까봐 엠으로 갔는데 에스 했어도 괜찮았을것 같아요 다른 색도 사고시퍼용,5.0
대부분 폴로 원피스는 너무 짧아서 못 샀는데 길이가 딱 마음에 드네요,5.0
"s는 길 것 같아서 xs로 샀더니 길이는 딱 좋아요!
뱃살이 좀 신경쓰이긴 하지만 그래도 너무 편하고 마음에 드네요 남은 여름동안 알차게 입을 수 있을 것 같아요 이런 원피스 엄청 찾아다녔는데 드디어 딱 마음에 드는걸 찾아서 너무 좋아요 허리 라인이 너무 예쁘게 드러나서 더 좋은 것 같아요 :)",5.0
"소재가 얇아서 여름에두 시원하고 편하게 입을 수 있을거같아요! 네이비 너무 예쁘고 길이도 너무 짧지 않고 적당해서 맘에 쏙 들어용 ㅎ,ㅎ 다른 색도 구매하고싶어요!",5.0
"비침이 있어서 속치마랑 같이 입었더니 괜찮았어요!!
허리도 너무 꽉끼지 않고 적당히 잡아줘서 좋아요!",5.0
다른 사이트보다 기장 길어서 좋아요ㅠㅠ 근데 목부분이 쪼끔 답답해요,5.0
"허리랑 배는 넉넉한데 어깨랑 가슴이 껴용ㅎㅎ
궁뎅이도 껴서 걸으면 올라가서 미니기장이ㅠㅠ
애초에 어깨 작은거 알고 사서 괜찮구요. 라인은 진짜 예뻐용! 다리 사이 비치는 것도 생각보다 심하지 않네요!",5.0
"시원하고 예뻐요! 밝은데서는 다리가 좀 비치긴 하는데 그래도 예쁘고 편해서 마음에 들어요 ㅎㅎ 여름에 옷 입기 귀찮을 때 딱 좋을 것 같아요
길이도 너무 짧지않아서 좋아요",5.0
"블랙사고 맘에 들어서 네이비도 샀어요
블랙은 m 네이비는 s샀어요
사진 비교해보세요 ㅋ",5.0
"허리랑 배는 넉넉한데 어깨랑 가슴이 껴용ㅎㅎ
궁뎅이도 껴서 걸으면 올라가서 미니기장이ㅠㅠ
애초에 어깨 작은거 알고 사서 괜찮구요. 라인은 진짜 예뻐용! 다리 사이 비치는 것도 생각보다 심하지 않네요!",5.0
"시원하고 예뻐요! 밝은데서는 다리가 좀 비치긴 하는데 그래도 예쁘고 편해서 마음에 들어요 ㅎㅎ 여름에 옷 입기 귀찮을 때 딱 좋을 것 같아요
길이도 너무 짧지않아서 좋아요",5.0
"블랙사고 맘에 들어서 네이비도 샀어요
블랙은 m 네이비는 s샀어요
사진 비교해보세요 ㅋ",5.0
"매장에서 입어보고 집으로 배송했는데
시원한 소재에
치마가 너무 짧지 않아서 좋아요",5.0
핏이너무 깔끔하고 천이 시원한 천이라서 여름에 너무 잘 입을거같아요,5.0
길이 재질 핏 모두 만족합니다 키가 큰편이라 걱정했는데 딱 적당했어요 비침이 좀 있어서 속바지나 속치마는 꼭 입어줘야할 것 같아요,5.0
"편하게 입으려고 S산건데
XS이 핏은 더 이뻤을꺼같아요
그래도 믿고사는 무탠다드!!!!",5.0
생각보다 꽤 기장이 길어요 158인데 딱 무릎 위로 오는 길이었어요 저는 더 짧은 게 예쁠 것 같아서 수선해 입으려고요~ 핏은 정말 예뻤습니다 다만 옷이 정말정말정말 얇아서 자연광이나 조명 밑에서 다리 실루엣 다 비쳐요 속바지 필수인 듯,5.0
"허리가 좀 크긴하지만 핏은 전체적으로 마음에 들어요
가성비 좋은 옷입니다
근데.... 치명적인 단점은 얇아서 속옷이 비칩니다-_ㅠ",4.0
"여름에 휘뚜루마뜌루 잘 입을것 같아요
얇아서 시원해요
근데 입고벗을때 빡세요 ㅋㅋ
xs시켰으면 못입을뻔햤네 휴",5.0
핏도 예쁘고 굉장히 마음에 들었어요 여름에 꾸안꾸 스타일로 입기 좋은 것 같아요!! 가성비도 좋습니다 추천해요😌,5.0
인쇼에 비슷한 제품들은 모두 짧고 허리라인 끈달린거라 사기가 싫었는데 무신사껀 허리라인 살짝 들어가고 길이부터 너무 마음에 들어요 모든게 다 만족합니다 고민하면 시간아깝습니다 그냥 사시효 조금만 더 길었으면 깔별로 다샀는데 그래도 큰키에 만족합니다... 꾸..안...꾸.... 삽가능입니다,5.0
"휘뚜루마뚜루 가성비 짱이네요.
이런 브랜드 원피스 폴*랑 라**테 있는데...
그것들보다 핏이 훨씬 이쁘고 시원합니다!!",5.0
