Review,Star
일단 너무너무 예쁘고 가성비 갑에다가 유행하는 러블리 코어 그리고 발레 코어에 꼭 맞는 아이템이에요!! 레알 너무 예뻐요ㅜㅜ 저만 입게 사지 마세요 다들😅,5.0
"리본이랑 레이스가 넘 기여운 치마에요❤️🎀
치마가 많이 짧다고 해서 걱정했는데 저는 키가 작아서 길이도 딱 맞고 안에 속바지도 있어서 너무 편했어요!
처음 왔을때는 구김이 좀 있었는데 스팀 한번 하니까 하루종일 입고 다녀도 구김이 안가더라구여:) 아무 티에도 잘 어울리고 딱 붙지 않아서 여름에도 시원하게 잘 입을거같아요😝💕",5.0
우와 요새 유행하는 느낌의 치마 싸게ㅜ잘 샀아요 제가 키가 작은 편인데도 짧아서 엉덩이 다 보일걱 같아요 ㅎ 레이어드 용으로 입어야겠어요,5.0
키 156인데 길이가 안 길어서 좋아요 너무 퍼지지도 않고 밴딩도 편하고 디자인이 너무 예뻐요,5.0
생각보다 더 짧아서 팬츠랑 레이어드해서 입어요 ㅎㅎ 실물이 더 귀엽고 뽀짝해요,5.0
같이 산 시눈 블라우스랑 입었는데 찰떡이네요 추천,5.0
우와 요새 유행하는 느낌의 치마 싸게ㅜ잘 샀아요 제가 키가 작은 편인데도 짧아서 엉덩이 다 보일걱 같아요 ㅎ 레이어드 용으로 입어야겠어요,5.0
키 156인데 길이가 안 길어서 좋아요 너무 퍼지지도 않고 밴딩도 편하고 디자인이 너무 예뻐요,5.0
생각보다 더 짧아서 팬츠랑 레이어드해서 입어요 ㅎㅎ 실물이 더 귀엽고 뽀짝해요,5.0
같이 산 시눈 블라우스랑 입었는데 찰떡이네요 추천,5.0
요즘 유행하는 레이스 스커트 다 좋고 예쁜데 길이가 너무 짧아서 아쉬워요 안에 바지 내장이라 그래도 다행,5.0
"길이가 상당히 짧아요
전 키가작아서 괜춘해요
키크신분들은 비추입니다
블랙 화이트
둘다 구입했어요
리본이 포인트라
크롭 반팔에 어울릴듯",5.0
모델분 입으신 것처럼 상의를 그냥 무난한 티셔츠로 입어도 이 치마가 캐리해주는 것 같아요 너무 튀지 않으면서도 꾸민느낌이라 좋습니당,5.0
세탁 처음에 하고 나서 밴드가 말려서 아무리 해봐도 펴지지도 않고 입으면 안그래도 짧았던 치마가 밴드 말린 것때문에 엉덩이가 보일 정도가 됐어요 진짜 절대 사지 마세요 보세에서도 이정도 퀄 나오기 힘든데 생돈 날렸네요,1.0
세일할때 싸게 잘 샀어요. 리본이 귀엽고 이뻐요. 키작녀한테 어울려요,5.0
"아니이거 너무이쁨요 이런 스타일 안좋아하는데 헉 함..
그치만 뼈말라나 진짜 마른사람이 입으면 핵이쁠것같음요,, 
이가격에 안살이유없어요 167에 별로안짧음",5.0
원래 제가 입으려고 샀는데 키168이라서 너무 짧아서 148cm 딸 입혔네요. 근데 아이돌 같고 너무 이뻐요. 딸이 마음에 들어합니다. 키 148cm한테도 치마 길이는 많이 짧고요 안에 속바지가 붙어있는 스타일이지만 그것도 벙벙해서 그래도 없는것보단 낫네요. 암튼 이쁜건 넘넘 이뻐요!!,4.0
리본이 조그맣고 기엽고 주름이나 레이스가 과하지 않아서 입을맛이나요,5.0
생각보다 짧은데 속바지가 있어서 괜찮았어요. 너무 유치할까 걱정했는데 리본이 엄청 튀지는 않는거 같아요.,5.0
원래 제가 입으려고 샀는데 키168이라서 너무 짧아서 148cm 딸 입혔네요. 근데 아이돌 같고 너무 이뻐요. 딸이 마음에 들어합니다. 키 148cm한테도 치마 길이는 많이 짧고요 안에 속바지가 붙어있는 스타일이지만 그것도 벙벙해서 그래도 없는것보단 낫네요. 암튼 이쁜건 넘넘 이뻐요!!,4.0
리본이 조그맣고 기엽고 주름이나 레이스가 과하지 않아서 입을맛이나요,5.0
생각보다 짧은데 속바지가 있어서 괜찮았어요. 너무 유치할까 걱정했는데 리본이 엄청 튀지는 않는거 같아요.,5.0
"기다린 만큼 정말 마음에 드는 옷이에요.
안쪽이 바지로 되어 있어 편하기도 합니다.
면도 빳빳해서 옷 모양이 틀어지지 않아 좋습니다!",5.0
"이 코디 그대로 사세요
진짜 속바지 붙어있어서 편하고 완전 잘입었어요
디테일이 뽀짝뽀짝 진짜 귀여워요",5.0
착용감이 좋고 편해요. 좀만 작았으면 좋을텐데 그래도 핏이 괜찮아요! 원래 밴딩 있는 하의 안 좋아하는데 이건 왠지 맘에 듭니다,5.0
허리 고무줄이 좀 단단한 편이긴 했으나 전반적인 사이즈나 소재핏 다 괜찮았던 것 같습니다. 특히 가격이 괜찮아서 여름 한철 입기 좋아요. 다만 주문하고 배송이 좀 느려서 못 입나 했는데 그래도 아슬아슬하게 와서 다행이었어요. 큰 티셔츠랑 같이 입어도 괜찮고 슬리브리스랑 입어도 괜찮습니다,4.0
세일할 때 싸게 구매했는데 디자인이나 디테일이 너무 예쁘고 깔끔해요! 속바지가 있어서 안심되긴 하는데 그래도 길이가 신경쓰일만큼 짧긴 합니다 ㅜㅜ 바람에 잘 날려요~,5.0
너무 사랑스럽고 러블리해요 너무 귀엽고 세트로 잘사서 좋아요,5.0
"원단도 탄탄하고 저렴해 보이지도 않고
아주 예쁘고 맘에 듭니다.
작은 리본 디테일도 들어가있어요.! 추천",5.0
너무너무 이쁘고 핏도 딱 원하는 핏이여서 너무 이뻐요~,4.0
"5월 15일에 주문해서 21일 도착했어요 무신사톡으로는 6월에 도착한다했는데 생각보다 빨리 도착했던...
길이가 많이 짧아서 로우웨스트로 입는건가 했는데 하이웨스트로 올려입어야 속바지 밑위가 맞네요 내려입을려니 밴딩이 짱짱해서 잘 안되는... 진짜 엉덩이까지만 가려지는 길이라 딱붙는치마였음 못입었을텐데 품이 엄청 넓다보니 숙이지않는이상 보이진 않습니다
유행템이라 저렴한 걸루 사봤는데 기엽구 괜찮은듯...! 덜부담스럽게 검은색으로 할걸 그랬나 싶긴 하네여",5.0
5월 15일에 주문해서 21일 도착했어요 무신사톡으로 막 6월에 도착한다했는데 생각보다 빨리 도착했던... 옷은 넘 기엽네요,5.0
"어디에나 잘어울리는 찰떡 스커트에요🫶
안에 바지도 있어서 편하게 입을 수 있고
어느 룩에 매치해도 스타일리쉬하게
소화할 수 있는 스커트라 휘뚜루마뚜루 잘 입고 있답니다",5.0
너무너무 이쁘고 핏도 딱 원하는 핏이여서 너무 이뻐요~,4.0
