Star,Review
5.0,은근 따듯합니다  아디다스가 처음이여서 조마조마했는데 너무 이뻐요 실물이 엄청 이쁩니다 배송이 하루밖에 안걸려서 너무 좋았습니다 사이즈는 M입니다 기장 은근 길어요 옷이 크게나왓나봐요 저한테 잘 맞아서 좋습니당
5.0,이거 정말 휘뚜루마뚜루 입기 너무 좋습니다. 배송은 너무 빨라서 깜짝 놀랐습니다. 사이즈는 약간 크지만 접어서 입으면 딱 맞아서 행복합니당.
5.0," 트랙탑 구매 원하여 찾아보다가 가격, 색상, 사이즈 다 만족시키는 제품 잘 찾았습니다. "
5.0,오랜만에 아디다스 져지 생각나서 옛날생각에 샀는데 클래식하게 한 벌로 입기 좋은 거 같아요 ~
5.0,편하게 입으려고 샀읍니당 시보리가 많이 짱짱해요 기모는 없는 것 같아요 
5.0,아디홈보다저렴한가격입니다. 이쁘고좋네요감사
5.0,처음에 L했는데 너무 커서 M으로 교환하니 딱 입니당 입에는 엄청 조여요!
4.0,아주 마음에 들어요 잘 구매 한거같습니다 좋아요
5.0,워낙에 기본템이라 아무 옷에나 코디하기 좋고 매우 편함니다. 레이어드해서 입고다니기 좋아요. 굿입니다
5.0,클래식한 디자인이라 유해도 않타고 좋은 것 같아요! 겨울에는 네이어드하기 좋습니다
5.0,이뻐요 세일할때 구매해서 괜찮은거같아요 또 구매할게요
5.0,"역시 아디다스 트랙탑이네요 디자인,재질 모두 좋습니다~"
5.0,사이즈도 딱 좋고 핏도 이쁘게 딱 나와요 그리고 택배도 너무 빨리와서 좋아요
5.0,사이즈 정사이즈입니다 한치수 크게 주문하는거 추천드립니다.
5.0,예쁘구요 역시 아디다스는 뭘 사도 예쁘구요 사이즈는 정사이즈보다 한사이즈 작게 사시는걸 추천합니다!
5.0,정말 맛있는 아디다스 져지...기본인 블랙인데 기본이 역시 제일 중요한가봐요 보풀이 좀 생기긴하는데 괜첞습니당
5.0,핏도 이쁘고 기장감도 나쁘지 않아요 배가 좀 튀어나오긴 하는데 크게 신경쓸 필욘 없을 듯
5.0,드디어 나도 져지 샀땅!! 얏호!! 사이즈는 확실히 크긴 커요 그 점이 아쉽긴해도 그래도 굿~~👍👍
4.0,이쁩니다. 복고는 사랑이죠 편하게 입을꾸 같아요
5.0,너무 이쁘고 편합니다 다음에 또 재구매 할 의향 있어요ㅐ
5.0,밑단이 좁아서 한단 접어 입게 되네요 한 사이즈 크게 갔으면 어떨까 싶긴 하지만 팔 기장도 맞고.. 귀찮으니 입을게여 헤헤 동생이 생일선물로 사줬더욤 갯꿀
4.0,소재는 살짝 광이돌고 가벼운 편이며 길이감은 엉덩이 덮어요..근데 밑에 시보리가 좀 조이는 편이에요 그거빼곤 괜찮아요~
5.0,파이어버드 트랙탑 엄청 고민했는데 고민한 시간이 후회됨 완전 이뿜 평소에 크게 입으시는 분들은 L사이즈 딱 좋고 넉넉하게 느껴지실 거 같움
5.0,딱 모두가 알고 있는 져지 그대로입니다.. 간만에 입고 싶어서 샀는데 지금 날씨에 막 입기 좋아요!! 163기준 단정하게 지퍼내리면 엉덩이 가리게 내려오는 것 같습니다!! 저는 M샀는데 S샀으면 더 핏하게 떨어져서 예뻤을 것 같아요!
5.0,디자인적으로 너무 마음애 들고 핏또한 진짜 마음에 드네요... 사이즈도 진짜 굿 이예요.. 다른색상도 구매 하고싶네요~
5.0,착용감이 편해서 좋았고 사이즈는 L로 구매했습니다
5.0,제키에 엑스라지가 딱 맞는 거 같아요 제키랑 비슷하면 무조건 엑라로 사세요
5.0,디자인 예쁘고 배송도 나쁘지 않아요 편하게 입고다니기  좋아요 
5.0,너무 오버핏으로 입고 싶지 않아서 엠 샀는데 딱 좋아요
5.0,자크 풀면 엉덩이까지 오기는하는데 자크 잠그면 시보리때문에 안으로 한번 접어서 입는데 그러면 너무 딱 맞아요.. 걍 풀고다닐듯합다 그거말곤 만족해요
5.0,M이랑 l 중에 고민했는데 l사길 잘했네오 ㅎㅎ 오버하게 입고 싶은 분들은 한사이즈 크게 가도 될 것 같네요
5.0,사이즈가 넉넉하니 좋아여 정사이즈 로 하면 널널하니 젛아요
5.0,2xl 기준 엄청 루즈한 핏은 아니지만 편안한 룩 연출이 가능해 좋습니다 ㅎㅎ 복고풍 최고에용
5.0,겨울에 입기는 추울꺼 같고 여름이나 가을에 바람막이 정도로 입으면 좋을꺼 같고요 옷이 소재가 좋고 예뻐요
5.0,파이어버드 사고싶었는데 좋아요 배송도 일찍왔어요
5.0,밑단 시보리가 엄청 짱짱해요 한단 접어서 입어도 이쁜가 같아여 
5.0,깔끔한 기본 아디다스 져지입니다! 기장이랑 소매 길이도 적당하고 마음에 듭니다!
5.0,색감은 화면과 똑같아요 합리적인 가격인지는 모르겠어요 디자인은 완벽합니다 배송은 빠르고 포장도 깔끔했습니다
3.0,팔이 너무 길어요 그리고 옷에서 냄새가 나서 꼭 한 번 세탁하고 입어야 할 것 같아요 엑라 너무 큰거 같기도해요...😢
5.0,배송이 빠르고 좋아요! 품절이 빨랐는데 알람이와서 살수 있어서 좋았어요!
5.0,사이즈 오버하게 잘 떨어지고 핏 좋네요 많이 파세요!
5.0,아디다스 파이어버드 져지 이쁩니다. 이제 곧 가을이라 자주 입고 다닐거 같네요
5.0,예전의 멋이 다시 나네요. 너무 이쁘고 에전보다 좀더 사이즈가 커진것 같습니다. 
5.0,오버핏으로 샀는데 이쁘네요 가볍게 자주 입을 듯
5.0,잘 입을게요 감사합니다 무신사 짱 아디다스짱 더 나와줘요
5.0,배송이 빨라서 좋았어요. 제품 가격은 좀 비싸지만 편하게 자주 착용할수 있을 것 같습니다. 사이즈는 살짝 크게 입으려고 사이즈업 했습니다.
5.0,조금 오버하게 입고 싶어서 XL를 샀는데 역시 너무 이쁩니다 핏하게 입으실거면 L 사는게 좋을거 같아요
5.0,배송도 삐르고 저렴하게 구매해서 너무 좋았어용^^
5.0,항상 품절이여서 이번에 기대하고 주문했는데 역시 만족스럽습니다.
5.0,퀄리티 핏감 모두 만족스럽습니다 근본있는 브랜드는 이유가 있네요
5.0,빠르대 배송 잘 왔습니다! 가을에 입기 좋을 듯해요
5.0,깔끔하고 도톰하니 좋네요 가을레 딱입니다요 ㅎㅎ 흐흐
5.0,사이즈가 조금 크긴하지만 넉넉하게 입을만 합니다~
4.0,사이즈도 잘맞고 색상도 그대로 왔네요 추천합니다
5.0,사이즈도 잘맞고 색상도 그대로 왔네요 추천합니다
5.0,요즘아디다스 붐이라는데 올드스쿨맛 나서 좋고 착용감도 역시편합니다
5.0,슈주 김희철이 입은거 보고 구입했는데 정말 이쁘네요~ 사이즈가 맞는건 품절이라 일단 사이즈 맞지는 않지만 이쁘긴 이쁘네요^^ 사이즈 잇을때 구입 추천 드립니다.
5.0,아들 사줬는데 사이즈 좋고 잘 입고 다니고 있습니다.
5.0,키가있어 오버핏으로 샀는데 사이즈잘맞네여굳
5.0,디자인도 아주 쌈 스껄합니다 기본 클래식 탬이니 모두 하나씩 장만하세요
5.0,트랙탑은 그냥 맨날 보던 것처럼 이쁩니다! 생각보다 두께감이 있어요
5.0,트랙탑은 늘 항상 인기가 많아서 유행을 안타는 제품인 거 같다 단독으로 입기에도 좋아서 핏도 약간 여유있게 입어서 좋은 거 같다
5.0,뭐 말안해도 근본이죠 디자인도 이쁘고 편합니다
5.0,"아들이 블랙 트랙탑을 원해서 사줬는데, 교복처럼 입고 다니네요. 만족합니다. "
5.0,후기를 이제야 올리는ㅜㅠ 기존에 있던거 잃어버려서 다시 샀음
5.0,저렴하게 잘 산 거 같아요. 예뻐요 막 입기 좋아요 굿입니다.
5.0,아디다스 트랙탑 져지 오랜만에 샀는데 너무 좋아요
5.0,파이어버드 반바지랑 입으려고 샀는데 딱 좋아요
5.0,역시 기본은 정말 좋네요 어디든 다 어울려서 매일 입고있네요 추천드려요!
4.0,잘맞고 배송도 빠르게 잘받았습니다 잘입을께요
5.0,버건디 자켓을 사고 너무 맘에 들어 블랙도 샀습니다. 특별할 것이 없는 예쁜 아디다스 자켓입니다. 무난한게 좋습니다
5.0,그냥 피부처럼 걸치고 다닐 수 있는 아디다스의 상징적인 옷이네요. 공부하러 갈 때 입기 정말 좋습니다
5.0,딱 기본이라 무난하게 입기 좋습니다 봄에 거의 매일 입고 다녔습니다
5.0,엄청 큽니다 커요커요 제 친구가 말랐는데 친구가 입으몀 오버핏인데 어깨가 넓거나 덩치 있으신분들은 오히려 좀 부해보여욤
5.0,사이즈가 다 품절이라 2xl로 샀는데 힙하게 핏이 딱 떨어져서 이쁘네요~~
5.0,사이즈가 생각보다 크진 않은데 적당히 입을난합니당
5.0,이쁘고 편안하게 입을수있어요 택배도 빠르게 도착했어요
5.0,이쁘고 가볍게 편하게 입기 좋습니다 배송도 빠르고 맘에들어요
5.0,배송도 빠르고 제품도 생각했던거랑 똑같아요 좋습니다!
5.0,이쁘고 가볍게 입기 편하네요 배송도 빠르고 아주 좋아요
5.0,늦은 후기입니다 사이즈 완전 잘 맞고 정말 이쁜 옷이네요
5.0,아디다스 집업으로 유명한만큼 입자마자 핏 예쁘게 나오고 아무대나 입기 좋은것 같아요 너무 예뻐요
5.0,매일 입어요 데일리로 짱이고 너무 편하고 이뻐요 추천추천!
5.0,요즘 아디다스가 이뻐보이길래 사봤는데 역시 만족합니다
4.0,딸이 즐겨입는옷 요즘 또 유행이라 검정 하나 더 사줬어요
5.0,두껍지도 얇지도 않고 두께감이 적당해서 좋아요 만족합니다
5.0,그냥 유행하는거 편하게 잘 산거 같네요 잘 입을게요
5.0,너무 좋습니다 잘 입고 있습니다 완전 최고입니다
5.0,아디다스 소매 쫀쫀해요. 재질 좋습니다. 핏 좋습니다.
5.0,예쁘게 입을려규 오버사이즈로 샀는데 넘. 예쁘네요
5.0,국밥입니다 매일 입고 다녀요 너무 만족합니다 기장이 살짝 긴데 그건 접어서 입으면 돼서 오히려 좋은듯
5.0,옷 너무 이쁘고 정말 좋습니다 ㅎㅎ 번창하시고 다음에 또 구입하겠습니다
5.0,너무 이뻐용 많이 두껍지 않아서 자주 입을거 같아요
5.0,아디다스져지 하나 사고 싶었는데 잘 산거같아요
5.0,매우만족 감사합니다 ㅎㅎ 쌀쌀한 날씨에 딱이네요 잘 입고 다녀요
5.0,너무 뷰티풀하고 이쁩니다 따땃하기도 하고 대만족이오
5.0,역시 근본은 근본입니다!!! 어느 바지에도 잘 어울리고  두께감도 적당하고 핏도 딱입니다
5.0,이쁩니다 갖고 싶어서 재입고 기다렸어요 힙해요
5.0,하나사거싶었는데 저렴하게잘샀어요 다른색도 살까 고민중
5.0,배송은 빨리 왔고 색감은 사진과 동일합니다 솔직히 말하면 돈 값은 합니다 진짜 이뻐요 매일매일 입고다님
5.0,요즘 져지가 입고 싶어서 구매했는데 만족합니다. 밑단이 완전 짱짱해서 투웨이면 더 좋앆을 거 같음 ㅠ
5.0,너무 편하고 핏도 마음에 들어요 다른색 하나 더 구매 예정
5.0,아디다스 저지 하나 장만하려고 주문했습니다. XL 사이즈로 시켰는데 예쁘게 오버핏 나와서 만족합니다. 단점은 약간 기장이 긴 정도
3.0,세탁기에 한 번 돌렸는데 보풀 다 일어나서 깜짝 놀랐네요 꼭 손세탁 하세요 
5.0,생각보다 엄청빠르게 배송왔습니다 대만족하며 입고있어요
5.0,배송도 빠르고 핏도 좋아요 전 덩치가 있어서 2엑스라지인데 작지도 않고 데일리하게 입을 수 있어요
5.0,간절기에 휘뚜루마뚜루 입기에 아주 좋아요 아무데나 잘어울리고 편해용
5.0,디자인은좋고배송빠르고가격좋아요세틱은아직존
5.0,이 제품은 그냥 집에 하나 두고있는게 마음이 편해요 ㅎ
5.0,너무 가지고 싶었던 아디다스 져지를 드디어 구매하게 되었어요 다 무난하고 제가 덩치가 큰데도 정말 멋져요
5.0,오랜만에 져지입는데 편하규 좋아요 화면에보는 그대로입니다
5.0,사이즈는 딱 핏하게 입는거 좋아하시면 m 하시면 될거 같아요 요즘 이거 하나로만 돌려입는데 좋습니다
5.0,좀 많이 긴애 지퍼만 안 잠구면 괜찮네요 ㅎㅎ L사이즈 갈 껄 그랬어요
5.0,몇년만에 입어보는 트랙탑인데 역시는 역시입니다. 편하고 좋습니다 
4.0,사이즈 적당하고 핏이 잘빠진 거 같아요! 옷 이뻐요!!!!
5.0,아무렇게나 막 걸치기 좋아요 디자인 예쁩니다 굿굿
5.0,시보리도 탄탄하고 가격대비 만족합니다 배송도 빨랐습니다
5.0,생각보다 얇고 더 크기는 한데 그래도 너무 이뻐요:)
5.0,좀 크기는 한데 그래도 이쁘고 생각보다 얇긴한데 이뻐요
5.0,올봄 교복처럼 잘 입었어요 근데 이제 남들한테도 교복이라 입고 나가면 최소 10명 이상이랑 커플처럼 보일 수 있달까요
5.0,핏이랑 원단이 너무 좋아서 오래 입을 수 있을 것 같습니다
5.0,162에 xl 하니까 딱 이쁜 오버핏입니당 주머니에 지퍼도 달려잇어서 편해용
4.0,사이즈가 커서 팔 기장은 길지만 상품 디자인은 이뻐서 맘에 들어요~~
5.0,사이즈가 거의다 품절이라 2XL를 구매 하였는데 팔기장이 길지만 상품은 이뻐서 만족해요~~
5.0,받기 전까지 계속 사이즈 걱정 했는데 아주 만족스럽네용 
5.0,제가 입어서 러샤 고프닉인거지 옷은 지기게 이쁩니다
5.0,요즘 유행이라 샀는데 재질도 좋고 편하고 이뻐요~! 
5.0,여름에 샀지만 날 춥거나 흐릴때 종종 입을 수 있을 것 같아요. 잘어울려서 좋아요. 감사합니다.
5.0,아디다스 트랙탑은 뭐 근본 데일리 아이템 ㅎㅎ 가볍고 얇아서 편하고 좋습니당
5.0,국민 츄리링.. 정말 하나씩 쟁여두세요 짱입니다 강추
5.0,다 품절이라 고민하다가 박시한 느낌으로 입으려고 구입했어요. 편해요.
5.0,사진으로 봤을땐 별로 안이뻤는데 실제로 받고보면 너무 이뻐요 편하고 좋네요!
5.0,오버핏으로 입으려고 샀는데 너무 예뻐요 여자친구가 뺏어입었는데 귀엽네욬ㅋ 잘 입을게요
5.0,정말 이쁘고 휘뚤마뚤 잘 입고 다닐수있어요 딱 핏하게 맞아서 좋네요!
5.0,조금 박시하게 입고 싶어서 M시켰습니두 지퍼 안잠그면 엉덩이 가려지고 지퍼 잠그면 밴딩 짱짱해서 엉덩이 위로 올라가여 소매가 좀 긴편인데 접어서 입을 정도는 아닙니두🤓
5.0,두께가 엄청 두껍지 않아서 쌀쌀할 때 걸치기 좋아요 사이즈가 없어서 재고 나길 기다리다가 우연히 하나 딱 풀린거 보고 샀는데 좀 크긴해요 밑단 밴딩이 워낙 짱짱해서 밑단 접어서 입으면 딱 좋아요
5.0,매우만족 감사합니다 ㅎㅎ  겨울제외 3계절로는 딱이네요 
5.0,오버핏으로 크게 입기 좋아요 요즘 날씨에 입기 좋아요
5.0,제가 생각한 핏 그대로 나와줘서 너무 만족스럽습니다!
5.0,가볍게 걸치고 다니기 좋은 것 같습니다. 단점은 길가다가 같은 옷 입은 사람이 많다 정도? 
4.0,진짜 좋습니다 사이즈나 두께감 다 좋아서 정말 편해요
5.0,아디다스 저지 최고 후루룹 xl였으면 기장 더 예쁠 것 같지만 사이즈 없어서 샀습니다.
5.0,이뻐요 옛생각이 나는 옷이라 다시 구매했습니다
5.0,여자친구 선물로 샀습니다 힙하고 너무 예쁘네요!
4.0,폴리백 포장으로 받았고 창고에 있던건지 비닐팩이 좀 낡은 느낌. 그래도 상품은 좋았고 잘 사용할게요
5.0,2xl로 시키길 잘한거 같아요 기장이 좀 긴거같긴 하지만 감안하고 입을수있을 정도입니다 배송도 빨라서 좋았어용
5.0,운동하러 갈 때 편하게 입을만한 옷으로 샀는데 역시 좋습니다
5.0,이 가격에 이 좋은 상품을 샀다는게 너무 좋네요 사장님은 돈이 남으시려나
5.0,오버하게 입으려고 샀는데 딱입니다. 재질이 좀 약해보이는게 입을때마다 불안하긴합니다.
5.0,엄청 예뻐요 자주입고 있어요 너무 만족해요 잘 산거 같아요
5.0,엄청 예뻐요 너무 맘에 들어요 자주 입고 있어요 엄청 잘 산거 같아요
5.0,아디다스 열풍 때문에 같은 옷을 자주 마주치긴 하지만 이뻐요
4.0,너무 편하도 두께 좋도 활용도가 너무 좋습니다 완전 강추 도움돼요
5.0,사이즈 딱 잘맞고 어디에든 잘어울려서 예쁩니다
5.0,l사이즈로 샀더니 아우터로도 입을 수 있고 힙하고 좋아요
5.0,오버핏으로 입기 좋은 사이즈고 가볍게 나갈 때 좋아요
5.0,막 입기도 편하고 재질도 괜찮고 무난하니 좋습니당
5.0,어느 바지와 매치하던 힙 한스푼 첨가됩니다 ㅋㅋㅎ 너무 편하고 예쁜 트랙탑
5.0,사이즈 적당하고 너무예뻐요 어디든 매치하기 좋아요
5.0,져지는 낭만 그 자체인거같습니다. 싸이월드 시대 느낌 그대로 나네요 ㅎㅎ 캠프캡이랑 쓰면 정말 귀엽습니다
5.0,아들이 좋아합니다 주구장창입고다니네요~ 아디다스 져지~ 굿
5.0,아디다스 계속 눈독 들이다가 결국 샀는데 검은색이라서 어느 옷에도 괜찮네요 ㅎㅎ 간절기 외투로 잘 입고 다녔어요 쌀쌀할 때 걸치거나 챙기기 좋은 것 같아요 아디다스 클래식 디자인이라서 평범한듯 하지만 나름 포인트가 되기도 하고 잘 입어지네요!
5.0,오버핏 좋아하시는 분들 저랑 체격 비슷하신 분들 저 사이즈 가시면 됩니다 너무너무 이쁘고 배송 진짜 멍빨라요!
5.0,간절기에 너무 잘 입고 다닙니다 하단 시보리 때문에 큰 사이즈로 구매했는데 생각보다 더 크네요
5.0,오버핏으로 입으려구 크게 샀는데 소재가 얇아사 예쁘게 흘러내리는 핏이에요 굿굿
5.0,너무 이쁘고 잘어울려요 잘 입을게요 감사합니다 ㅎㅎ
5.0,좀 크지만 오버사이즈로 입기엔 좋아요 그냥저냥 굳
5.0,편안하게 입기에 좋고 가격도 할인해서 잘 삿습니자
5.0,무난무난 ㄹ하고 이뻐요 ! 요즘 날씨에 입기 딱 좋아요
5.0,져지 그 자체인 아디다스 져지. 휘뚜루마뚜루 입을 수 있어서 좋아요
5.0,"완전 완전 강추 입니다 그냥 입으세요, 후회는 ㄴㄴ 저는 세상에 한가지 옷만 입는다면 이 옷을 입겠읍니다"
5.0,딱 맞게 입을 수 있는 사이즈인거 같아요 오버한 맛으로 입으시려면 제 체형이신분은 한사이즈 크게까지도 괜찮아요
5.0,조금 더 작은 사이즈로 사시는걸 추천드려요 뭔가 되게 애매해요 오버핏도 아니고 정핏도 아니고 그치만 이뻐용
5.0,좋습니다!배송도빠르고핏도딱적당하네료좋슺니다
5.0,빠른 배송 감사합니다 입어보니 원단 나쁘지 않으듯요
5.0,스테디셀러답게 디자인 정말 예쁘고 편해요. 다만 밑단 시보리가 너무 꽉 잡아줘서 아래 지퍼쪽이 툭 튀어나오네요.
5.0,"교복에도 어울리고 카고팬츠, 데님팬츠에도 어울리는 만능이여서 한동안 자주입었네요 보풀 많이나오는거랑 주변에 많은거만 빼면 너무나도 좋아요"
5.0,핏이 너무 이쁘고 가볍게 걸치기도 좋아요 다만 재질이 보풀일어나요
5.0,핏이 엄청 이쁘고 가벼게 입기 좋아요 다만 재질이 보풀이 나요
5.0,요즘 져지가 너무 예뻐서 샀는데 크게 입으려고 2xl샀는데 생각보다 안크고 예쁜 것 같아요 주머니에 지퍼도 있어서 좋네용
5.0,이쁘고 편합니다. 어떤옷이랑도 무난무난하게 잘 어울려서 좋습니다
5.0,말해 뭐해 너무 잘입고 다닙니다 그냥 흑청하나에다가만 입어도 딱이고 좋습니다 너무 더 일찍 살걸 하는 생각이..
3.0,편하게 입기 좋아요 근데 제 옷은 카라부분이 이상하게 와서 쫌 별로에요
5.0,그냥 이뻐요 아무데나 막 입어도 다 다른맛으로 예쁨
5.0,학교 갈 때 교복보다 더 자주 입고 있어요 너무 예쁘고 시보리가 잘 쪼여서 크롭하게 입고 싶을 때 올려 입으면 딱 좋아요
5.0,예뻐요.....잘입고있어요. 배송은 조금 느리지만 만족합니다
5.0, 힙한 느낌 주고 싶어서 한 치수 크게 주문 했어요 원하는 핏이에요
5.0,기본템 중의 기본템이라서 구매 했습니다! 카고바지에 입는게 젤 예쁜 거 같아요💕
5.0,심하게 크지않고 적당한 오버핏으로 편하고 색감도 좋네요
5.0,너무 편하고 이뻐서 데일리로 입기가 좋아요 스카 칼때 입기 좋스비낟
5.0,기본적이고 심플하지만 그게 제일 멋진맛일듯 사이즈도 좋고 이전것처럼 해져버릴때까지 쭉 같이 갈겁니다
5.0,캬 너무 맛도리입니다 이걸 왜 이제까지 안사입었는지 후회될 정도에요 담부턴 아디다스만 살겁니다
5.0,막 입그 좋고 봄같은 날씨에 걸치면 적당한 두께감이얘요
5.0,적당한 핏에 매치하기 좋고 막 입기 좋네요 추천합니다
5.0,이뻐여 휘뚜루하게 걸쳐 입을때 소화가 잘 됩니다
5.0,상품이 아주 맛있어요 그냥 모든거에 웬만하면 잘 맞아서 잘 착용중입니다
5.0,사이즈도 넉넉하고 요즘 유행해서 샀는데 아주 만족합니다~~
4.0,"활용도도 좋고, 예쁘고 설명이 그닥 필요없습니다. 학생에게는 가격대가 조금 부담스러우실 수 있지만 사면 후회하지 않아요 !!"
5.0,너무 두껍지도 얇지도 않아서 가볍게 걸치기 좋아요!
5.0,너무 좋은 옷이이요 정멀 대박이애여 너무 짱짱 좋아요
5.0,역시 파이어버드 트랙탑! 하나쯤은 가지고있어야 합니다. 약간 루즈하고 아무데나 매치하기 좋음
5.0,뭐입지 싶을 때 딱 입고 나가기 좋습니다 정말 휘뚜루마뚜루템
4.0,편하고 어딜가나 입기 좋음  색도 이쁘고 다른옷이랑도 잘 어울려요
5.0,안감이 기모가 있어서 초겨울까지 단품으로 입을수있고 여름만 아니면 4계절 활용가능하다는게 큰 장점 그냥 힙함 입으면 힙힙 예아~ 너무 편함 사이즈 한사이즈 업하는거 추천😎
5.0,좀 큰데 큰 맛으로 입으니까 예쁘네요 시보리 좀 짱짱함
5.0,너무 이뻐요 가격도 공홈보다 싸게 구매하여 좋습니다.
5.0,저지는 역시 아디다스!! 오버핏으로 입고싶어서 2xl 구매했는데 딱 원하던 핏입니다!! 셋업도 이쁘지만 카고등 다른 바지랑 매치해서 입어도 찰떡!!
5.0,편하게 입기 좋고 상품 상태도 아주 양호합니다. 잘 입을 거 같아요
4.0,딱 국밥템에 보들보들하고 좋습니다  할인 받아 싸게 잘 샀네요ㅎㅎ
5.0,카키색 카고바지랑 교복같이 입고 있습니다 역시 아디다스저지 입으면 더 젊어보이는거 같아요
5.0,크 너무 편하고 예쁩니다. 교복 위에 입는데 딱입니다.
5.0,사이즈가 없어서 크게 샀는데 기장 빼면 예쁘고 자주 입고 다녀요
5.0,몸에 딱맞고 정말 편하고 스타일있어서 좋아요. 잘 사용 가능할듯
5.0,오버한 느낌으로 딱 떨어져서 굉장히 맘레 들어요!
5.0,트랙탑 필요했는데 너무 이뻐요 다음에도 살거같아요 감사합니다
5.0,저한텐 살짝 핏하긴한데 완전 예뻐요 시보리가 강한편이에요
5.0,다 품절이라 못 샀었는데 여기서 싸게 사서 좋네요
5.0,다 품절이라 구하기 어려웠는데 여기서 싸게 사서 좋아요
5.0,너무 이쁩니다 좋은 가격에 사서 좋네요 잘 입을게요
4.0,169기준으로 골반보다 좀 더 아래로 떨어져요! 정사이즈로 입고 싶으신 분들은 s 추천드리고 좀 넉넉하게 입고 싶으신 분들은 m 추천드릴게요. 사이즈 넉넉해서 안에 두껍게 입고도 불편함없이 입을 수 있어서 좋았어요!
5.0,너무 좋아요 잘 입고있습니다 배송도 빠르고 괜찮네요
5.0,아래 쪼임때문에 엄청 크다느 느낌은 없는거같아요
5.0,이쁘네요!! 색감도 좋고 사진보다 실물 훨씬 이뻐요!
5.0,그냥 아무때나 아무 코디에나 걸쳐도 무난무난한 아디다스 트랙탑. 확실히 예쁘긴 한데 너무 막 입었나 보풀이 벌써 올라옴
5.0,170인 여자가 입기에 2xl 사이즈 너무 벙벙하지않고 오버핏으로 예쁨
5.0,화면이랑 같고 후들후들해서 오히려 여자분들이 이쁠듯  안질리고 오래입을거같음 한여름빼고 사계절용 굳
5.0,엄청 후들후등거리고 흐르는핏이라 더 야리야리해보임  키커서 손목 싹 덮는 핏원해서 2xl샀는데 딱좋음 한여름전까지 잘입을듯 
5.0,진짜 핏 너무 예뻐요ㅠ 예전부터 져지 사고 싶었는데 아주 맘에 쏙 듭니다!!
5.0,생일쿠폰으로 저렴하게 잘 샀어요 기본템이라 예뻐요
5.0,품은 그렇게 크진 않고 길이는 엉덩이 다 덮을 정도로 긴데 평소에도 오버핏으로 입는거 좋아해서 괜찮아여
5.0,생일 쿠폰으로 저렴하게 잘 샀어요 기본템입니당
5.0,믿고보는 파이어버드 트렉탑 너무 좋은 져지입니다
5.0,적당한 사이즈에 데일리로 입고다닙니다! 중학생들이 많이 입나봐요~
5.0,"특유의 무드, 근본, 핏감까지 아디다스다운 퍼포먼스를 보여주는 옷!"
4.0,평소에 진짜 많이 입고다니는데 뭐랑입어도 진짜 이뻐요 그리고 얇아서 요즘날씨에 입고다니기 딱좋아요!! 무엇보다 가벼워서 너무 좋아요😻
4.0,학교다닐때 입을려고 샀는데 진짜 너무 편해요 얇아서 통풍도 잘돼서 너무 좋구요 무엇보다 입었을때 너무 이뻐요! 근데 재질때문인지는 모르겠지만 한번 보풀이 나면 좀 심하게 나더라고요
5.0,"치마나 바지 어디에다 잘 어울리고, m사이즈는 저한테 넉낙했어요! 안에 기모맨투맨입어도 딱히 ~ 불편하진않더라구요"
5.0,당연히 뭐 집에 하나씩 있어야된다고 생각하는 옷 입니다
5.0,자기는 좀 짧게 입고싶으시다 하시는 분들은 M시키시면 맞으실것 같습니다. 기본적으로 팔면이 좀 길고요 시보리도 짱짱해서 좋습니다. 
4.0,생각보다 허리 밴딩이 쪼여서좀 불편한거 말고는 좋아오
5.0,사이즈 진짜 커요 ㅠ 그래도 잘 입고 다니고 있어요 오버핏 좋아해서 만족
5.0,어제 오후에 주문했는데 거의 반나절만에 왔네요 ㅎㅎ 포장은 박스가 아닌 폴리백에 왔습니다! 상관없어요 핏이 예쁘니까요!
5.0,아디다스져지 다시 유행이여서 샀는데 너무 예뻐요ㅠㅠ 
5.0,"오버하게 입고싶어서 엑라 갔는데, 예상은 했지만 총장이 너무 길어서 아쉽긴 하네요. 그래도 예쁩니다."
5.0,오버핏으로 입을려고 한치수크게샀는데 핏이 이쁘네요
5.0,이뻐용 사이즈 크다고 해서 걱정했는데 이쁘게 박시한 정도입니다
5.0,예상한것만큼 겁나 이쁘구요 너무 좋아용~ 여성용 제품도 있긴한데 확실히 남성용이 더 질도 좋고 이쁜듯요
5.0,저렴하게 구매했는데 만족합니다 좋아요 또 구매해요 
5.0,어떤 바지에 입어도 예쁜 옷인 거 같아요. 편하게 입기도 좋습니다.
5.0,이빠요 사이즈도 짱이고 완전 짱짱합니다  너무 만족스라워요 ~
5.0,역시 아디다스죠!!! 이쁘고 사이즈 적당하고 오버핏이염
5.0,기본 저지 필해서 샀는데 너무 이쁩니다 맘에 쏙 드러요
5.0,아디다스 어렸을 때 자주 입었었는데 지금도 여전히 핏이 이쁘네요. 스포티하면서 힙한 감성을 살릴 수 있는 것 같아요. 다른 색상으로도 구매해보고 싶습니다!!
5.0,살짝 딩초가 된 기분 ㅋ 맘에 드러용 엄마 심부름 나갈때 걸치기 좋아용
5.0,옷이 많이 얇아서 여름에 걸치기 좋아요 기장은 만족스러운데 폼이너무 크네요
5.0,져지 하나 사고 싶어서 샀는데 편하고 예뻐요 근데 기장이 쫌 애매한듯..
5.0,"밑단 시보리가 짱짱하긴 한데 전체적으로 옷은 큰 편이라, 여성분들은 이 사이즈로 사도 충분할 것 같아요"
