Review,Star
"무난하지만 이쁜.. 
데일리하게 코디하기 좋아요 

재질도 시원하고 핏도 이쁘고 
허리에 단추로 조절도 할 수 있어서 좋슴니다 

오프라인에서 입어보고 s m 중 사이즈를 고민했는데 
키 160후반 몸무게 55 아래이신분은 s 추천드려요 !
핏이 슬림해보이는게 좋다! 하시면 스몰
넉넉하게 입는게 좋다! 하시면 미듐 추천이요 :)",5.0
소재가 가을에 입기 딱 좋은 것 같아요 핏도 예뻐요 !,5.0
기본 카고치마로 체고예요 뒷밴딩 짱싫어해서 이걸로 골라봤는데 역시 무탠다드 실망시키질 않네요 박음질 퀄리티도 너무 좋고 원단이나 주머니도 깔끔하니 좋아요! 색도 어디에나 잘어울립니다! 만족만족;),5.0
저 살 많이 쪄서 안맞으면 어쩌나 싶었는데 오히려 허리가 많이 남아요! 77분들까지 완젼 가능할것 같아요!! 질은 모 넘 좋네용! 여름에도 입을정도로 가벼운 소재에요,5.0
톤다운색 너무예쁘고 가성비 굿입니다 너뮤잘삿어요,5.0
저정말 돼지인데 커요....커서 핏이별루에여 더부해보임 근데 막 엄청별로는 아니라 걍입어여 저랑비슷하시면 꼭 s사세여,5.0
기본 카고치마로 체고예요 뒷밴딩 짱싫어해서 이걸로 골라봤는데 역시 무탠다드 실망시키질 않네요 박음질 퀄리티도 너무 좋고 원단이나 주머니도 깔끔하니 좋아요! 색도 어디에나 잘어울립니다! 만족만족;),5.0
저 살 많이 쪄서 안맞으면 어쩌나 싶었는데 오히려 허리가 많이 남아요! 77분들까지 완젼 가능할것 같아요!! 질은 모 넘 좋네용! 여름에도 입을정도로 가벼운 소재에요,5.0
톤다운색 너무예쁘고 가성비 굿입니다 너뮤잘삿어요,5.0
저정말 돼지인데 커요....커서 핏이별루에여 더부해보임 근데 막 엄청별로는 아니라 걍입어여 저랑비슷하시면 꼭 s사세여,5.0
"S사이즈 허리가 크더라구요 보통 엠ㅇ입는데 실측보고 엣
스샀는데 너무 잘샀어요 얇아서 여름에 제격인듯해용",5.0
"아주아주 만족스러워요
너무 깔롱부리지 않은 기본 카고 롱스커트입니다
보통 키이신 분들은 발목까지 올듯 싶어요",5.0
역시 무탠다드 길지만 제 키에 맞는 길이의 치마를 찾았는데 딱 좋아요ㅠㅠ옹엉ㅠㅠ색감도 넘 맛돌릐구요 다른색도 사구싶아요🤍 허리가 조금 커서 핏이 저한텐 어벙한 느낌이 있지만 엑스스몰은 작을것 같아서 스몰했지만 그부분만 조금 슬프네요흙,5.0
생각보다 허리가 컸어요! 바스락 거리는 재질인데 딱 발목까지 와서 너무 예쁘네요,5.0
"스판이 있어서 쭉쭉 늘어나서 정말 편해요. 허리사이즈도 단추로 어느정도 조절가능하기 때문에 사이즈에 큰 구애 안받을 것 같아요. 제 스펙에는 (158-48) xs사이즈 좋았어요
앉아있다보면 구김이 잘 가긴 하는데, 서있으면 또 펴지기도 해요",5.0
"바스락거리는 원단이고 광택 없음
안감 없지만 비침 없음
뒷트임이 길게 있어서 보폭에 전혀 지장없음
허리가 큰편인데 안쪽으로 조금 조절가능함
컬러는 노란끼 많지않은 회베이지색
한여름까지 입어질만한 두께임",5.0
얇고 가볍고 입고 활동하기 편해요 여름까지 잘 입을가같아요,5.0
"소재가 시원하고 신축성이 좋아서 진짜 자주 입게돼요. 여행갈 때도 출근할 때도 입는 데일리템이 되어부럿음
건메탈도 같이 구매했는데 일주일동안 두개 돌려입어요 짱짱
색이 밝아서 아이보리나 그레이 상의 잘어울림",5.0
매장에서 입어보고 색상많이 고민하다가 베이지로 했는데 너어무 이뻐요 착용감도 너무 편해서 손이 자주 갑니다 몸매도 이뻐보이고 시원해유 블랙도 살까 합니다앗!!( 한사이쥬 작게 사세요),5.0
얇고 가볍고 입고 활동하기 편해요 여름까지 잘 입을가같아요,5.0
"소재가 시원하고 신축성이 좋아서 진짜 자주 입게돼요. 여행갈 때도 출근할 때도 입는 데일리템이 되어부럿음
건메탈도 같이 구매했는데 일주일동안 두개 돌려입어요 짱짱
색이 밝아서 아이보리나 그레이 상의 잘어울림",5.0
매장에서 입어보고 색상많이 고민하다가 베이지로 했는데 너어무 이뻐요 착용감도 너무 편해서 손이 자주 갑니다 몸매도 이뻐보이고 시원해유 블랙도 살까 합니다앗!!( 한사이쥬 작게 사세요),5.0
"생각보다 길고, 크고, 얇아요.
약간의 신축성이 있어서 활동하는데 불편하지는 않아요.
보통 28입으면 넉넉한데 s사이즈하니 딱 좋아요.",5.0
제가 골반이랑 엉덩이가 있는 체형인데 스몰 사이즈도 괜찮아요. 허리는 좀 커서 단추로 조이면 딱이네요. 뒤에 슬릿 덕분에 하나도 안 불편하고! 치마 사고 딱 개시한 날 샌드위치 먹다가 토마토를 흘렸는데 방수? 기능이 있는지 토마토만 샥 떼어내니까 흔적도 안 남았네요 후후 적당히 물 흘려보면 데구르르 굴러갑니다. 자주 흘리고 묻히는 제게 아주 찰떡궁합! 봄이랑 여름에 입기 좋을 것 같아용,5.0
"핫한 제품 사이즈 고민하다 골랐는데 커서 놀랬다가
센스있게 조절 단추가 있어 안심했어요. 제키기준 발목까지오는 롱기장인데 뒷트임이 길어서 안불편해요 가을에
잘입을텐데 날씨가 급추워져서 얼른 입고다녀야 겠어요",4.0
"매장에서 입어보고 인터넷으로구매했는데
허리가 너무 커요 ㅋㅋ
가볍고 좋긴합니다
뒷트임 편하고요
호캉스가서 입었눈데 좋았어요",4.0
"스몰 사이즈 구매후 M사이즈로 다시 구매했어요  스몰은 허리는 맞는데 골반이 타이트해서 불편하더라구요
한사이즈 업니 허리는 좀 낙낙하지만 비조로 조절해서 입으면 되고 엉디가 좀 여유있으니까 훨씬 날씬해보이고 덜 더워요

로우로 입어도 하이로 입어도 엉디사이즈에 맞추는게 좋네요",5.0
"사진이랑 똑같아요
마감처리 핏 좋아요
상의랑 다 무난하게 어울려서
아무거나 주워입고 나가고싶을때 자주 입어요",5.0
"사이즈 s랑 m 고민하던 중에 s로 골랐는데 생각보다 여유롭고 좋았어요! 과식해도 문제없을듯해용
양 옆에 조절하는 단추가 있어서 줄이면 이쁘게 딱 맞기도 해서 휘뚜루마뚜루 잘 입을 것 같아요",5.0
"허리가 약간 크긴한데 조절 단추가 있어서 줄일수 있어요. 
얇아서 시원하고 잘 늘어나서 편해요.",5.0
"생각보다 길고, 크고, 얇아요.
약간의 신축성이 있어서 활동하는데 불편하지는 않아요.
보통 28입으면 넉넉한데 s사이즈하니 딱 좋아요.",5.0
"S사이즈 양쪽 단추채우고 널널합니다..
xs 도 맞겠지만 아줌마라 뱃살이 튀어나와서 안예쁠거 같은 느낌??
쫙쫙 잘도 늘어나고 뒷트임이 있어서 대박 편함…
다른색상도 사고프다 ㅠㅠ",5.0
"허리가 약간 크긴한데 조절 단추가 있어서 줄일수 있어요. 
얇아서 시원하고 잘 늘어나서 편해요.",5.0
"생각보다 길고, 크고, 얇아요.
약간의 신축성이 있어서 활동하는데 불편하지는 않아요.
보통 28입으면 넉넉한데 s사이즈하니 딱 좋아요.",5.0
"S사이즈 양쪽 단추채우고 널널합니다..
xs 도 맞겠지만 아줌마라 뱃살이 튀어나와서 안예쁠거 같은 느낌??
쫙쫙 잘도 늘어나고 뒷트임이 있어서 대박 편함…
다른색상도 사고프다 ㅠㅠ",5.0
"무신사스탠다드매장에서 실물보고 이뻐서 온라인으로 구매했어요!
저렴한티 안나고 시원합니다.
162기준 조금 길어서 길이는 발목보이게 수선해야할거같아요.",5.0
"허리도 살짝 크고 기장도 엄청 길어요 
But.. 예쁘니까 그냥 품어요 바스락 거려도 편하고 좋아요 
카고 스커트 솔직히 다른 브랜드는 너무 비싸요ㅜ 
무탠다드가 그나마 합리적인 가격대라서 샀는데 만족해용 
가을에도 잘 입을거 같구 … 암튼 기장이 길긴 기네요 
구래도 잘 입어보려구용",5.0
카고 스타일이라 트랜디하고 너무 이쁩니다!! 맥시 스커트 찾고 있었는데 164기준 딱 발목에 와서 너무 예쁘고 뒷트임이 있어 걸을 때도 정말 편해요!! 엄청 힙한 무드도 아니라 데일리로 잘 입을 것 같고 다가오는 여름에 입기 좋은 재질이라 더 손이 갈 것 같습니다~! 허리도 폭 넓게 조정되어서 정말 좋아요! 여러모로 다 만족한 제품인 것 같습니다 :),5.0
"후기대로 허리가 좀 큼.
근데 엉덩이 때문에 사이즈는 이게 맞는 것 같음
얇고 길어서 좋음",5.0
베이지색상 다른컬러와 매칭이 잘되고 핏이 넘 마음에 듭니다. 샤라락한 천이라 시원하고 주머니도 있어 활용성 매우좋습니다.,5.0
"색감이 좀 어두워서 아쉬워요~
일자핏이라 펑퍼짐해보이지않아서 좋네요.
요새 살이 쪘음에도 불구하고 허리는 넉넉해서 단추로 조절해야 더 이쁘네요.
마르신분들은 단추로 허리 줄여도 클거같네요.",4.0
옷이 좀 크긴 힌데 이쁘구 좋아요 아주 맘에 듭니당,5.0
"허리가 아주 조금이라도 조이는걸 극도로 싫어해ㅐ서 후기를 봤음에도 m을 시켰는데 역시나 큽니다 
단추를 다시 바느질해서 달았어요  조여지게 그럼에도 옷은 맘에 들어요  시원하고 얇아요",5.0
배송도 빠르고 포장도 깔끔하게 와서 마음에 듭니다,5.0
생각보다 길이가 길지만 재질이랑 배송 만족해요ㅎ 좋습니다,5.0
"허리가 아주 조금이라도 조이는걸 극도로 싫어해ㅐ서 후기를 봤음에도 m을 시켰는데 역시나 큽니다 
단추를 다시 바느질해서 달았어요  조여지게 그럼에도 옷은 맘에 들어요  시원하고 얇아요",5.0
배송도 빠르고 포장도 깔끔하게 와서 마음에 듭니다,5.0
생각보다 길이가 길지만 재질이랑 배송 만족해요ㅎ 좋습니다,5.0
"일단 재질 너무 시원하고 스판끼도 짱짱해서 다리찢기해도 될듯
크롭이랑 입었는데 다리도 길어보이고 넘 좋아용",5.0
"길이가 꽤 길어요 발목정도 보이는 맥시 스커트예요 
좀 큰거같은데 허리줄이는 단추가 있어서 사이즈 조절이 가능해서 너무 좋아요~",4.0
스커트 편하고 이쁩니다. 시원해서 여름에 입기 좋아요,5.0
너무 이뻐요 입고가면 다들 물어봅니다 ㅎㅎ 어디서 샀는지! 또  구입 의사 있어요,5.0
"생각보다 길고, 크고, 얇아요.
약간의 신축성이 있어서 활동하는데 불편하지는 않아요.
보통 28입으면 넉넉한데 s사이즈하니 딱 좋아요.",5.0
오프라인에서 직원언니가 입은거보고 반해서 피팅해보자마자 바로 주문했어요 허리쪽에 한번더 줄일수있는 단추가있어서 모든분들이 사이즈 조절해서 잘 있으실꾸같구 소재도 시원시웡 얇아서 여름이 잘입도 다닐꺼같아요 제생각엔 비침도 별로 없는것같아요 👍👍,5.0
평소 27입는데 널널해요 허리가 크게나온 편인듯해요 재질 시원하고 마감깔끔하고 좋아요,4.0
마감 깔끔하고 얇으면서 탄탄한 재질이라 편하게 여기저기 잘 입을 듯해요 허리사이즈가 생각보다 여유 있어서 밥많이 먹어도 걱정 없을듯bb,5.0
160 기준으로 좀 길긴한데 가볍고 얇아서 땀차는 나일론재질이 아니라 한여름까지 편하게 잘입을거같아요,5.0
재질 시원하고 하늘하늘해요. 맥시기장이지만 뒤에 트임있어서 편해요,5.0
마감 깔끔하고 얇으면서 탄탄한 재질이라 편하게 여기저기 잘 입을 듯해요 허리사이즈가 생각보다 여유 있어서 밥많이 먹어도 걱정 없을듯bb,5.0
160 기준으로 좀 길긴한데 가볍고 얇아서 땀차는 나일론재질이 아니라 한여름까지 편하게 잘입을거같아요,5.0
재질 시원하고 하늘하늘해요. 맥시기장이지만 뒤에 트임있어서 편해요,5.0
"빛을 받으면 약간 비침이 있는정도로 얇은 단일 원단 입니다
아래쪽 절개가 조금 높이 되어 있어서 걸어다닐때 걸리거나 불편함을 느낄 수 없고 여름 내 잘 입을 수 있을 것 같아요
어두운 색상과 고민 했는데 계절 고려했을때 밝은 색상으로 간게 역시나 맞은듯 합니다",5.0
"스판이 있어서 쭉쭉 늘어나서 정말 편해요. 허리사이즈도 단추로 어느정도 조절가능하기 때문에 사이즈에 큰 구애 안받을 것 같아요. 제 스펙에는 (158-48) xs사이즈 좋았어요
앉아있다보면 구김이 잘 가긴 하는데, 서있으면 또 잘 펴지기도 해요",5.0
여기저기 스타일링 하기 좋아요! 편하구 여름에 자주 입을 것 같습니당,5.0
"가격,디자인,소재 너무 마음에 들어요.
블랙,베이지 둘다 구매했어요.
사이즈가 고민되어 xs,s둘다 구매했는데 s사이즈선택했어요.
저한테는 핏이 s가 더 예뻤고 허리는 단추하나 줄이면 딱이네요.
기장수선은 필요하네요 제 키에는 ^^
이미지사진보다 좀 더 환하게 나왔는데 사진보다는 좀더베이지이고 이뻐요",5.0
"무탠다드 매장에서 입어보고
인터넷이 더 저렴하길래 구입했어요
집사람 보통 55사이즈 입는데 잘 맞는다네요",5.0
카고 롱 스커트 사고싶어서 무신사 매장가서 입어보고 반해서 샀어요-!,5.0
"조금 넉넉하게 맞아요.
S 사이즈였으면 더 이쁘게 맞았을것 같아요.  
허리 사이즈 조절이 가능해서 좋아요.",5.0
아무때나 잘 입을수있어요 편한데 이쁘고 딱 좋아요,5.0
디테일이 아주 좋은 카고 롱 스커트에요 자체적으로 허리를 줄일 수 있는 단추 같은게 있지만 허리가 아주 얇으신 분들은 꼭 xs로 주문하시는걸 추천합니다,5.0
요즘 엉덩이 운동을 열심히해서 그런가 조금 껴서 아쉽지만 가격에 비해 질도 좋고 디테일도 맘에 들어요 !!,4.0
"조금 넉넉하게 맞아요.
S 사이즈였으면 더 이쁘게 맞았을것 같아요.  
허리 사이즈 조절이 가능해서 좋아요.",5.0
아무때나 잘 입을수있어요 편한데 이쁘고 딱 좋아요,5.0
디테일이 아주 좋은 카고 롱 스커트에요 자체적으로 허리를 줄일 수 있는 단추 같은게 있지만 허리가 아주 얇으신 분들은 꼭 xs로 주문하시는걸 추천합니다,5.0
요즘 엉덩이 운동을 열심히해서 그런가 조금 껴서 아쉽지만 가격에 비해 질도 좋고 디테일도 맘에 들어요 !!,4.0
"얇은소재라 봄,여름 잘 입을 수 있을 것 같아요!
잠그는 부분이 단추라 아쉽긴 해요
힙이 큰편이라 사이즈 고민했는데, 여유가 제법 있네요! 허리가 많이 남지만 단추로 조절하이 딱 좋아요!",5.0
생각보다 허리가 컸어요! 바스락 거리는 재질인데 딱 발목까지 와서 너무 예쁘네요,5.0
"음 일단 모델분이 저보다 마르신데 s를 입었길래 저도 똑같이 샀는데 허리가 너무 커요ㅠ 다행히 옆에 단추를 옮겼더니 그나마 나아서 입을려고요!
질감이나 입었을때 느낌은 정말 좋아요!!
길이는 168기준으로 해도 길었습니다ㅎㅎ",5.0
색감도 안 흔하고 디자인도 예뻐서 여름에 아주 잘 입고 다넜어요 재질도 얇아서 입기 시원해요 150초반분들은 기장은 엄청 길 거 같아요 생각보다 길어서 xs사이즈도 150후반까지는 기장 괜찮은 듯 ..,5.0
"너무 마음에 들어서 깔별로 샀어요
S샀다가 허리 너무 커서 XS샀는데
엉덩이부분 좀 작지만 괜찮아요",5.0
제가 찾던 바스락치마여서 좋았구 무난하게 잘 입을 수 있었어서 좋았습니다~~♪( ´θ｀),4.0
여름 동안 정말 잘 입었어요... 휘뚤마뚤 입기 좋고 시원해서 좋았습니다 베이지라 비침도 없고 짱짱!!! 다음에 다른 색으로도 사고 싶어요,5.0
옷이 쭉쭉 잘 늘어나는 재질이라 활동성이 진짜 좋아요!!,5.0
구김도 잘 안가고 질도 시원하니 정말 이뻐요. 스판 재질이어서 활동하기도 편해요.,5.0
텐션있는 재질로 편하고 예뻐요 근데 저한테는 안 어울리는 색인 거 같아 아쉬워요,4.0
여름 동안 정말 잘 입었어요... 휘뚤마뚤 입기 좋고 시원해서 좋았습니다 베이지라 비침도 없고 짱짱!!! 다음에 다른 색으로도 사고 싶어요,5.0
옷이 쭉쭉 잘 늘어나는 재질이라 활동성이 진짜 좋아요!!,5.0
구김도 잘 안가고 질도 시원하니 정말 이뻐요. 스판 재질이어서 활동하기도 편해요.,5.0
텐션있는 재질로 편하고 예뻐요 근데 저한테는 안 어울리는 색인 거 같아 아쉬워요,4.0
재질좋고 잘입고있어요. 막 비닐같지않고 세탁해도 그대로.,5.0
"길이가 좀 길지만 기본디자인이라 손이 자주 가요 
잘입고 있어요",5.0
재질은 바시락바시락 거리는 나일론 재질이라 착용감이 엄청 편합니다! 핏도 제가 생각한것처럼 너무 예뻐서 마음에 들어요!,5.0
디자인이 예뻐요~ 옷감도 살랑살랑해서 롱치마인데도 이 더운날씨에 잘입고 다니고 있네요^^,5.0
너무 이뻐요 얇아서 좋습니다 활동성까지 완벽해요,5.0
"입자마자 이건 됐다 했습니다 맥시 스커트를 찾아 헤매었으나 빵댕이 걸인 제가 입으면 너무 엉덩이가 도드라져 보이곤 했는데 ,,😇 입어본 스커트 중 제일 엉덩이 부각이 덜 한 것 같슴니다! 라인 없는 속옷으로만 잘 챙겨입으면 좋을 것 같아요 무엇보다 코디가 너무 쉬워요 짱~~!",5.0
S인데도 사이즈가 생각보다 큰 것 같아요 ! 재질도 시원하고 가성비 갑입니다 너무 만족해요~,4.0
평소 입던 사이즈보다 크게 나와서 한 사이즈 작게 샀어요 딱 좋습니다 !!,4.0
ㄹㅇ 휘뚜루마뚜루 입는 템이에요 회사에 입고가기도 편하고 약간 캐주얼하지만 막 청은 아니고 꽤 시원해요,5.0
엄청 얇고 편해서 여름에 입기 좋아용 기장도 넉넉하구 추천,5.0
사이즈 딱 맞아요! 기본 카고 치마고 색은 좀 어두운 베이지예요~!,3.0
S인데도 사이즈가 생각보다 큰 것 같아요 ! 재질도 시원하고 가성비 갑입니다 너무 만족해요~,4.0
평소 입던 사이즈보다 크게 나와서 한 사이즈 작게 샀어요 딱 좋습니다 !!,4.0
ㄹㅇ 휘뚜루마뚜루 입는 템이에요 회사에 입고가기도 편하고 약간 캐주얼하지만 막 청은 아니고 꽤 시원해요,5.0
엄청 얇고 편해서 여름에 입기 좋아용 기장도 넉넉하구 추천,5.0
사이즈 딱 맞아요! 기본 카고 치마고 색은 좀 어두운 베이지예요~!,3.0
살까 말까 고민하고 있다면 사세요. 너무 편하고 좋아요,5.0
왼전 롱치마를 좋으하는데 뒤에가 많이 트여서 걷기도 겁나 편하고 얇고 좋아요. 바스락거리는 소리도 좋음. 블랙 이후에 하나 더 산거에요,5.0
제 키엔 조금 길긴하지만 여름에 편하게 입기 좋아요 블랙이랑 재질이 조금 다른거같아요,5.0
너무 맘에 든다네요...제아내가 좋아합니다. 특히 재질이 좋아요.,5.0
재질은 바시락바시락 거리는 나일론 재질이라 착용감이 엄청 편합니다! 핏도 제가 생각한것처럼 너무 예뻐서 마음에 들어요!,5.0
배송빠르고 사이즈좋습니다 재구매의사있습니다,5.0
편하게 입으려고 구매했어요 할인받아 저렴히 구매했습니다,5.0
얇고 길어서 좋아요. 재질도 바스락 재질이어서 시원한 편,5.0
"허리가 큰데, 엉덩이 때문에 사이즈는 M이 맞음 참고",5.0
신축성 좋고 생각보다 시원한 재질이고 우선 예뻐요!,5.0
신축성 좋고 생각보다 시원한 재질이고 우선 예뻐요!,5.0
배송빠르고 사이즈좋습니다 재구매의사있습니다,5.0
편하게 입으려고 구매했어요 할인받아 저렴히 구매했습니다,5.0
얇고 길어서 좋아요. 재질도 바스락 재질이어서 시원한 편,5.0
"허리가 큰데, 엉덩이 때문에 사이즈는 M이 맞음 참고",5.0
신축성 좋고 생각보다 시원한 재질이고 우선 예뻐요!,5.0
