title,keyword
1875663,"길이, 시원하다, 사이즈, 비치다, 편하다, 허리, 라인, 원피스, 적당하다, 여름"
3977452,"핏, 사이즈, 짧다, 길이, 원피스, 소재, 적당하다, 바지, 키, 허리"
1875664,"시원하다, 길이, 비치다, 편하다, 사이즈, 여름, 라인, 적당하다, 짧다, 기장"
4018731,"바지, 편하다, 짧다, 귀엽다, 치마, 길이, 리본, 디자인, 가격, 스커트"
3977488,"짧다, 재질, 흰색, 사이즈, 원피스, 길이, 핏, 잡다, 비치다, 기장"
2551401,"바지, 편하다, 사이즈, 짧다, 허리, 길이, 맞다, 치마, 핏, 크다"
2978106,"편하다, 사이즈, 허리, 시원하다, 여름, 재질, 크다, 단추, 조절, 얇다"
3295891,"색감, 사이즈, 여름, 허리, 디자인, 치마, 가격, 색상, 시원하다, 하늘색"
1645762,"사이즈, 허리, 편하다, 길이, 크다, 맞다, 적당하다, 치마, 배송, 만족하다"
1944554,"허리, 사이즈, 길이, 치마, 적당하다, 짧다, 크다, 편하다, 배송, 핏"
