title,keyword
Deep One Tuck Sweat Shorts [Grey],"편하다, 바지, 여름, 사이즈, 핏, 팬츠, 무릎, 크다, 두껍다, 허리"
바이오워싱 카펜터 버뮤다 데님 팬츠_라이트블루,"사이즈, 바지, 허리, 여름, 색감, 크다, 핏, 팬츠, 편하다, 배송"
데미지 워시드 데님 팬츠-미디엄 블루(Cool Air),"바지, 핏, 사이즈, 크다, 여름, 허리, 편하다, 얇다, 색감, 통"
Wide Cargo Half Denim Pants - 5COL,"바지, 사이즈, 허리, 여름, 색감, 편하다, 핏, 작다, 맞다, 귀엽다"
Deep One Tuck Sweat Shorts [Black],"편하다, 바지, 핏, 여름, 사이즈, 두껍다, 제로, 회색, 무릎, 재질"
[쿨탠다드] 세미 와이드 히든 밴딩 슬랙스 [블랙],"여름, 시원하다, 얇다, 사이즈, 핏, 슬랙스, 편하다, 와이드, 바지, 세미"
버뮤다 와이드 원턱 스웨트 쇼츠 [그레이],"편하다, 사이즈, 여름, 바지, 가격, 얇다, 핏, 운동, 재질, 저렴하다"
캣 브러쉬 워시드 버뮤다 데님 쇼츠 (SAND BLUE),"색감, 사이즈, 바지, 허리, 핏, 배송, 편하다, 작다, 크다, 팬츠"
캣 브러쉬 워시드 버뮤다 데님 쇼츠 (NORMAL BLACK),"사이즈, 바지, 핏, 허리, 색감, 작다, 배송, 디자인, 맞다, 워싱"
Deep One Tuck Sweat Pants [Grey],"편하다, 바지, 핏, 사이즈, 크다, 팬츠, 통, 허리, 길이, 와이드"
