title,keyword
1875663,"길이, 얇다, 편하다, 시원하다, 허리, 사이즈, 여름, 라인, 짧다, 적당하다"
3977452,"짧다, 길이, 사이즈, 원피스, 작다, 배송, 사고, 맞다, 타이트, 바지"
1875664,"시원하다, 길이, 짧다, 편하다, 얇다, 여름, 적당하다, 사이즈, 허리, 라인"
4018731,"짧다, 귀엽다, 바지, 편하다, 리본, 치마, 길이, 가격, 디자인, 스커트"
3977488,"짧다, 재질, 원피스, 사이즈, 잡다, 길이, 맞다, 기장, 소재, 붙다"
2551401,"편하다, 바지, 짧다, 맞다, 사이즈, 허리, 치마, 길이, 크다, 적당하다"
2978106,"편하다, 사이즈, 크다, 여름, 허리, 시원하다, 얇다, 재질, 길이, 조절"
3295891,"색감, 여름, 밑단, 사이즈, 디자인, 블루, 허리, 가격, 크다, 가다"
1645762,"사이즈, 맞다, 허리, 크다, 편하다, 길이, 치마, 크림, 적당하다, 배송"
1944554,"허리, 짧다, 길이, 사이즈, 맞다, 치마, 크다, 적당하다, 편하다, 배송"
