Review,Star,Processed_Review
너무 예뻐요!! 사진과 같아요. 짧아도 너무 너무 편해요. 잘 입고 다녀요~,5.0,너무 예뻐요 사진과 같아 요 짧아도 너무 너무 편해요 잘 입고 다녀요
"기본 원피스의 핏이 이렇게 이쁠수가🥰
5월 1일 되자마자 쿠폰 먹여서 구매했습니다
역시 기대한 만큼 핏이 예뻐요 소재도 탄탄하구요
글로니옷은 빨리 사는게 이득인거 같습니다
레이어드로 입어도 이쁘고 벨트 해도 이쁩니다",5.0,기본 원피스의 핏이 이렇게 이 쁠 수가 월 일 되자마자 쿠폰 먹여서 구매했습니다 역시 기 대한 만큼 핏이 예뻐요 소재도 하구요 글로니 옷은 빨리 사는 게 이득인 거 같습니다 레이어드로 입어도 이 쁘고 벨트 해도 이쁩니다
몸에 완전히 핏되는 스타일이고 55이상부터는 절대 안 들어갈 것 같네욤 ㅎㅎ..,3.0,몸에 완전히 핏되는 스타일이고 이상부터는 절대 안 들어갈 것 같네욤
"163에 45키로인데도 m이 적당히 널널하면서 마니 짧지 않아서 좋아요!ㅎ s는 얼마나 마른 분들이 입는 걸까요,,ㅎ 화이트도 구매 예정입니다!ㅎ",5.0,에 키로인데도 이 적당히 하면서 마니 짧지 않아서 좋아요 는 얼마나 마른 분들이 입는 걸까요 화이트도 구매 예정입니다
가벼운 데이트룩으로 최고에요! 날씨가 풀려서 손이 자주 가요 ㅎ,5.0,가벼운 데이트룩으로 최고에 요 날씨가 풀려서 손이 자주 가요
가슴 작은편인데도 가슴압박이 심한 옷이에요 상체에 살은 없는데 흉통 큰 편이라 M 했고 허리는 딱 붙지 않아 편하네요 밑단이 생각보다 더 넓은 플레어 입니다,5.0,가슴 작은 편인데도 가슴 압박이 심한 옷이에요 상체에 살은 없는데 흉 통 큰 편이라 했고 허리는 딱 붙지 않아 편하네요 밑단이 생각보다 더 넓은 플레어 입니다
참 조아요 보시는대로 짧긴한데 그거대로 예뻐요,5.0,참 조아 요 보시는 대로 짧긴 한데 그거대로 예뻐요
"생각보다 잘 늘어나는 원단이고
검정색은 정장같은 느낌도 나서 좋았어요
키가 작아서 길이는 신경 안쓰고 구매했는데
앉아있을때는 생각보다 안짧게 느껴져요",4.0,생각보다 잘 늘어나는 원단이고 검정색은 정장 같은 느낌도 나서 좋았어요 키가 작아서 길이는 신경 안 쓰고 구매했는데 앉아 있을 때는 생각보다 안 짧게 느껴져요
키가 166인데 사이즈며 길이감 핏 이런 원피스 핏 어디서 찾기 힘든데 딱 상상했던 그대로라 바지에 레이어드해도 예쁘고 단독으로 입어도 예뻐요,5.0,키가 인데 사이즈며 길이 감 핏 이런 원피스 핏 어디서 찾기 힘든데 딱 했던 그대로라 바지에 레이어드해도 예쁘고 단독으로 입어도 예뻐요
처음에 입어보고 너무 타이트해서 놀랬어요 근데 오히려 편한거같아요 밑에 글로니 골지레깅스 숏 입으니까 짧아도 불편하지 않고 괜찮아요 그리고 옷이 정말 날씬해보입니다.,5.0,처음에 입어보고 너무 타이트해서 놀랬어요 근데 오히려 편한 거 같아 요 밑에 글로니 골지레깅스 숏 입으니까 짧아도 불편하지 않고 괜찮아요 그리고 옷이 정말 날씬해 보입니다
입고 벗을 때 매우 힘들지만 핏이 예뻐요 원단도 탄탄해요,5.0,입고 벗을 때 매우 힘들지만 핏이 예뻐요 원단도 해요
기본템으로 입기 좋아요 단독으오 입어도 좋습니다,5.0,기본템으로 입기 좋아요 단독으오 입어도 좋습니다
쫀쫀하고 허리겁나 얇아보이고 길이까지 미니하게 제 키에는 딱이였어요!!,5.0,하고 허리 겁나 얇아 보이고 길이까지 미니하게 제 키에는 딱이였어요
사이즈가 많이 작게나와서!! 엄청나게 마르신 분 아니면 m하시는게 좋을것같아요! 소재가 엄청 짱짱합니다,5.0,사이즈가 많이 작게 나와서 엄청나게 마르신 분 아니면 하시는 게 좋을 것 같아요 소재가 엄청 합니다
"정말 왜 이제야 주문했는지 통탄스럽기 짝이 없네요.. 여리여리하고 날씬해보이고,,, 부유방은 가려주는데 제 키에 미디움 입으면 또 기장까지 적당합니다🤍 다른 색도 구매각,,",5.0,정말 왜 이제야 주문했는지 통탄스럽기 짝이 없네요 여리 여리하고 날씬해 보이고 부유방은 가려주는데 제 키에 미디움 입으면 또 기장까지 적당합니다 다른 색도 구매각
원피스로 입어도 이쁘고 상의로 입어도 이쁩니더. 167이 원피스로 입었을때 살짝 아슬아슬하긴하더라구여. 저는 상의로 즐겨 입을듯합니다,5.0,원피스로 입어도 이 쁘고 상의로 입어도 이쁩니 더 이 원피스로 입었을 때 살짝 아슬아슬하긴 하더라구 여 저는 상의로 즐겨 입을 듯합니다
"핏하며 길이하며 다 너무 좋아요! 원래는 퍼지는 라인 별로 안좋아하는ㄷㅔ
이건 안유치하고 오히려 고급스러워 보이는 느낌이네요 ㅎㅎ",5.0,핏하며 길이 하며 다 너무 좋아요 원래는 퍼지는 라인 별로 안 좋아하는 이건 안 유치하고 오히려 고급스러워 보이는 느낌이네요
"얇지 않고 적당히 톡톡해요 
여름보단 봄에 입는게 좋을 것 같아요",5.0,얇지 않고 적당히 해요 여름 보단 봄에 입는 게 좋을 것 같아요
"리뷰에 많이 작고 짧다해서 걱정했는데 저한테는 적당한 길이였어요
한 사이즈 크게 산 후기가 많아서 미디움 재입고 될 때까지 기다리다가 스몰사이즈가 입고 됐길래 스몰로 구매했는데 두겹이라 그런지 뱃살 부각 하나도 안 되고 몸매 보정에 좋아요
가슴이 작은 편이라 입고 벗기에도 어렵지 않고 핏되는 원피스인데도 안에 셔츠나 이너티를 입어도 자국이 없어서 왜 인기 많음지 알 거 같아요",5.0,리뷰에 많이 작고 짧다 해서 걱정했는데 저한테는 적당한 길이였어요 한 사이즈 크게 산 후기가 많아서 미디움 재입고 될 때까지 기다리다가 스몰 사이즈가 입고 됐길래 스몰로 구매했는데 두겹이라 그런지 뱃살 부각 하나도 안 되고 몸매 보정에 좋아요 가슴이 작은 편이라 입고 벗기에도 어렵지 않고 핏되는 원피스인데도 안에 셔츠나 이너티를 입어도 자국이 없어서 왜 인 기 많음 지 알 거 같아요
"재질이 너무 좋아서 놀랐어요 !! 왜 인기 있는지 알겠는 느낌 .. 길이는 짧지도, 길지도 않은데 160 초반대 분들은 조금 짧다고 느끼실 수도 있어요",5.0,재질이 너무 좋아서 놀랐어요 왜 인기 있는지 알겠는 느낌 길이는 짧지도 길지도 않은데 초반 대 분들은 조금 짧다고 느끼실 수도 있어요
진챠 넘 예뻐서 화이트사고 블랙 추가구매했어요 제키에도 치마가 짧아요 키크신분들은 너무 짧다고 생각할수있을것같아요,5.0,진챠 넘 예뻐서 화이트 사고 블랙 추가 구매했어요 제키에도 치마가 짧아요 키크 신 분들은 너무 짧다고 생각할 수 있을 것 같아요
사이즈가 많이 작다고 해서 걱정했는데 s입었는데 딱 예쁘게 잘 맞았어요! 근데 기장이 확실히 많이 짧아서 키 크신 분들은 m 입으셔야할 것 같아요!,5.0,사이즈가 많이 작다고 해서 걱정했는데 입었는데 딱 예쁘게 잘 맞았어요 근데 기장이 확실히 많이 짧아서 키 크 신 분들은 입으셔야 할 것 같아요
"글로니 러버 입니당 .. ㅎㅎ
고민하다가 세일하길래 구매했는데 너무너무 맘에 듭니다 !!! 상체 마른편이라 보통 s사이즈 사면 잘맞는데 이번엔 좀 널널히 입고 싶어서 m사이즈를 시켰습니당
근데 … 전혀 널널하진 않아요 … 딱 맞아요 여기서 살 더 찌면 핏이 별로일 거 같아요 ㅠㅠ
개말라인간이 아니심 무조건 m사이즈 추천해요 ~!~!
글고 역시 글로니 핏을 넘 잘 뽑아요 몸매 짱 좋아보여요 !! 굿",5.0,글로니 러버 입니 당 고민하다가 세일하길래 구매했는데 너무너무 맘에 듭니다 상체 마른 편이라 보통 사이즈 사면 잘 맞는데 이번엔 좀 히 입고 싶어서 사이즈를 시켰습니 당 근데 전혀 하진 않아 요 딱 맞아요 여기서 살 더 찌면 핏이 별로 일 거 같아 요 개 말라인간이 아니 심 무조건 사이즈 추천해요 글고 역시 글로니 핏을 넘 잘 뽑아요 몸매 짱 좋아 보여 요 굿
좀 뚱뚱한편이라 걱정 많이하고 샀는데 딱 맞고 너무 다행이에요ㅎㅎ 잘 늘어나고 쫀쫀한 재질이라서 벗을땐 쫌 힘들지만 라인이랑 핏이 너무 예뻐서 대만족입니다!! 세일할때 6만원대에 사서 대만족이에요!!ㅜ,5.0,좀 한 편이라 걱정 많이 하고 샀는데 딱 맞고 너무 다행이에 요 잘 늘어나고 한 재질이라서 벗을 땐 쫌 힘들지만 라인이랑 핏이 너무 예뻐서 대 만족입니다 세일할 때 만 원대에 사서 대 만족이에요
"진짜 맘에 들어요 딱 정석으로 예쁜 블랙 원피스...
사이즈는 웬만하면 m이 맞을듯.. 타이트하고 입고벗을때 좀 힘들어요
배송 빨라서 좋아요",5.0,진짜 맘에 들어 요 딱 정석으로 예쁜 블랙 원피스 사이즈는 웬만 하면 이 맞을 듯 타이트하고 입고 벗을 때 좀 힘들어요 배송 빨라서 좋아요
