Review,Star,Processed_Review
무탠다드 린넨 셔츠랑 코디되어 있는 스커트를 보고 예뻐서 구매했습니다! 55사이즈 입는데 s주문하니 사이즈 딱 좋네요~~기럭지가 짧아 모델핏은 안나지만 색상도 길이도만족합니다 ^^,5.0,무탠다드 린넨 셔츠랑 코디되어 있는 스커트를 보고 예뻐서 구매했습니다 사이즈 입는데 주문하니 사이즈 딱 좋네요 기럭지가 짧아 모델핏은 안 나지만 색상도 길이도 만족합니다
"허리에 비해 골반 디자인이 좀 넓긴하지만, 막 입기 좋은 것 같아요. 만족합니다.",4.0,허리에 비해 골반 디자인이 좀 넓긴 하지만 막 입 기 좋은 것 같아 요 만족합니다
"생각보다 얇아서 지금입기도 좋아요
사이즈 약간 큽니다
길이감 딱좋고 편해요",4.0,생각보다 얇아서 지금 입기도 좋아요 사이즈 약간 큽니다 길이 감 딱 좋고 편해요
"사이즈 
제 스펙에 M잘 맞아요.
치마 라인 특성상 뱃살 부자의 뱃살 부각은 어쩔 수 없는 것 같지만 열심히 힘주고 다니려고요 
160 키에 너무 길지도 댕강 짧지도 않은 적당한 길이감입니다. 

소재 
무탠다드 답게 탄탄하고 아주 좋아서
넘 맘에들어요. 
소재도 굳 오래입을 것 같아요!!! 
다만 톡톡하고 도톰한 재질이다보니 여름엔 좀 덥지않을까 싶지만 전 그래도 입을겁니다. ㅋㅋ

색, 디자인 
크림컬러에 
스티치가 살짝 더 진한 색이라 
더 멋스러워요 
어떤 룩에나 쉽게 코디할 수 있을 것 같아요! 

결론 
츄천!",5.0,사이즈 제 스펙에 잘 맞아요 치마 라인 특성상 뱃살 부자의 뱃살 부각은 어쩔 수 없는 것 같지만 열심히 힘주고 다니려고 요 키에 너무 길지도 댕 강 짧지도 않은 적당한 길이 감입니다 소재 무탠다드 답게 하고 아주 좋아서 넘 맘에 들어 요 소재도 굳 오래 입을 것 같아 요 다만 하고 도톰한 재질이다 보니 여름엔 좀 덥지 않을까 싶지만 전 그래도 입을 겁니다 색 디자인 크림 컬러에 스티치가 살짝 더 진 한 색이라 더 멋스러워요 어떤 룩에 나 쉽게 코디할 수 있을 것 같아 요 결론 츄천
"흰색이고,핏이 예뻐서 상의 코디하기 좋아요. 무탠은 특히나 사이즈가 다양해서 좋은데, 허리사이즈가 잘 맞아서 안정감있어요. 길이도 적당해서 맘에 듭니다.",5.0,흰색이고핏이 예뻐서 상의 코디하기 좋아요 무탠은 특히나 사이즈가 다양해서 좋은데 허리 사이즈가 잘 맞아서 안정감 있어요 길이도 적당해서 맘에 듭니다
"쪼꼬미가 좋아하는 길이예요
 
미니는 부담스러운데 미디움은 아주 좋아용🤍
더 더워지기전까지 교복입니당",5.0,쪼꼬미가 좋아하는 길이예요 미니는 부담스러운데 미디움은 아주 좋아용 더 더워지기 전까지 교복입니당
크림색이라서 너무 이쁘고 여름에 잘 입을갓 같아요 두께도 적당하고 ㅎㅎ 근데 주름이 좀 잘 갑니다,5.0,크림색이라서 너무 이 쁘고 여름에 잘 입을 갓 같아 요 두께도 적당하고 근데 주름이 좀 잘 갑니다
완전 기본 치마에요. 무난하고 코디하기 쉽습니다. 앉았다 일어나면 생각보다 주름이 잘 지는게 단점이네요.,4.0,완전 기 본 치마에 요 무난하고 코디하기 쉽습니다 앉았다 일어나면 생각보다 주름이 잘 지는 게 단점이네요
치마에 주름이 잘 지긴 한데 이 위에 후드티랑 매치해요 보통,5.0,치마에 주름이 잘 지 긴 한데 이 위에 후드 티랑 매치해요 보통
사이즈가 저한테 어중간하네요 S가 조금 크네요 근데 xs는 또 작을것 같고  제 옷 같지가 않은;;; 세탁하고 나서 보니 옷이 주름이 많이 가네요,4.0,사이즈가 저한테 어 중간 하네요 가 조금 크네요 근데 는 또 작을 것 같고 제 옷 같지가 않은 세탁하고 나서 보니 옷이 주름이 많이 가네요
"158에 통허리에 사이즈 왓다갓다많이하는 편이예요
68~72정도는 왓다갓다하는듯해여..

사이즈는...너무 딱맞구요

장점은 색감이 이쁘고 무난한 디자인이예요
단점 몇가지 나열해보자면

1. 신축성 없음
> 즉 좀만 살쪄도 큰일남
전 매장에서 M입엇는데 너무 널널하니 부해보엿구
그때 S재고가없어가지고 인터넷으로 한치수작은거 사면 맞겟지 하고 시켯는데 너무 딱!!! 진짜 꽉!!맞아서...... 좀만 살찌거나 밥 많이 먹음 큰일나여
안에 좀만 두툼한 상의 못넣어입음

2.길이가 쪼끔 애매함
저같은 다리짧은 키작녀는.. 길이가 먼가 애매한거같아요
차라리 더 길면 나을듯

3.사진에도 나왓다시피 재질이 청?재질이라 그런가
주름 오지게 짐..
출근룩으로 입어봣는데 주름 너무 심하게 져서
어디 오래앉아잇을때 입기엔 ㅂㄹ임
신축성때문에라도 하체 개 뻐근함

그래도 무탠다드 제품 무난하니 좋네여
블프세일로 저렴하게삿으니 이정도면 머 .. 괜춘함!",4.0,에 통 허리에 사이즈 왓 다갓다 많이 하는 편이예요 정도는 왓 다 갓다 하는 듯해 여 사이즈는 너무 딱 맞구 요 장점은 색감이 이 쁘고 무난한 디자인이예요 단점 몇 가지 나열해보자면 신축성 없음 즉 좀 만 살쪄도 큰일 남 전 매장에서 입엇는데 너무 하니 부해 보엿구 그때 재고가 없어가지고 인터넷으로 한 치수작은 거 사면 맞겟지 하고 시켯는데 너무 딱 진짜 꽉 맞아서 좀 만 살찌거나 밥 많이  먹음 큰일 나 여 안에 좀 만 두툼한 상의 못 넣어 입음 길이가 쪼끔 애매함 저 같은 다리 짧은 키 작녀는 길이가 먼 가 애매한 거 같아 요 차라리 더 길면 나을 듯 사진에도 나왓 다시피 재질이 청재질이라 그런 가 주름 오지게 짐 출근룩으로 입어 봣는데 주름 너무 심하게 져서 어디 오래 앉아 잇을 때 입기엔 임 신축성 때문에라도 하체 개 뻐근함 그래도 무탠다드 제품 무난하니 좋네 여 블프세 일로 저렴하게 삿으니 이 정도면 머 괜춘함
100점 허리26입는데 딱이에요 힙도 배도 조금 통통?한데 잘 맞아요,5.0,점 허리입는데 딱이에요 힙도 배도 조금 한데 잘 맞아요
편하고 예쁘네요! 마른 체형인데 넉넉하게 맞아요. 키 158cm한테 기장은 무릎이랑 발목 중간 정도까지 오네요. 품질은 너무 좋아요! 믿고 사는 무신사 스탠다드입니다~,5.0,편하고 예쁘네요 마른 체형인데 하게 맞아요 키 한테 기장은 무릎이랑 발목 중간 정도까지 오네요 품질은 너무 좋아요 믿고 사는 무신사 스탠다드입니다
"166/65
사이즈 잘 맞고 예뻐요.
코디하기도 편함",5.0,사이즈 잘 맞고 예뻐요 코디하기도 편함
데님 마디 스커트인데 편하고 스포티한 상의에도 잘어울려요~,5.0,데님 마디 스커트인데 편하고 스포티한 상의에도 잘 어울려요
이쁘고 길이도 적당하고 다좋은데 구김이 잘생겨요.,4.0,이쁘고 길이도 적당하고 다 좋은데 구김이 잘생겨요
사이즈는 조금 넉넉하고 편해요. 앉아있을때도 편하려고 일부러 좀 넉넉하게 삼 아무데나 입기도 좋아요.,5.0,사이즈는 조금 하고 편해요 앉아 있을 때도 편하려고 일부러 좀 하게 삼 아무데나 입기도 좋아요
"탄탄한 데님 소재라 흰색인데도 비침 없어요 
뭐 묻을까봐 잘 못 입을 줄 알았는데 생각보다 오염에 강한 것 같아서 부담없이 입기 좋아요 
허리 살짝 남기는 하는데 어차피 골반-엉덩이에서 걸려서 상관없고 오히려 편하고 좋은 것 같아요 크지는 않음 !! 
155 기준 길이 이정도입니다 참고하세요",5.0,한 데님 소재라 흰색인데도 비침 없어요 뭐 묻을까봐 잘 못 입을 줄 알았는데 생각보다 오염에 강한 것 같아서 부담 없이 입기 좋아요 허리 살짝 남기는 하는데 어차피 골반 엉덩이에서 걸려서 상관없고 오히려 편하고 좋은 것 같아 요 크지는 않음 기준 길이 이 정도입니다 참고하세요
"사이즈
제 스펙에 M잘 맞아요.
치마 라인 특성상 뱃살 부자의 뱃살 부각은 어쩔 수 없는 것 같지만 열심히 힘주고 다니려고요
160 키에 너무 길지도 댕강 짧지도 않은 적당한 길이감입니다.

소재
무탠다드 답게 탄탄하고 아주 좋아서
넘 맘에들어요.
소재도 굳 오래입을 것 같아요!!!
다만 톡톡하고 도톰한 재질이다보니 여름엔 좀 덥지않을까 싶지만 전 그래도 입을겁니다. ㅋㅋ

색, 디자인
크림컬러에
스티치가 살짝 더 진한 색이라
더 멋스러워요
어떤 룩에나 쉽게 코디할 수 있을 것 같아요!

결론
추천!",5.0,사이즈 제 스펙에 잘 맞아요 치마 라인 특성상 뱃살 부자의 뱃살 부각은 어쩔 수 없는 것 같지만 열심히 힘주고 다니려고 요 키에 너무 길지도 댕 강 짧지도 않은 적당한 길이 감입니다 소재 무탠다드 답게 하고 아주 좋아서 넘 맘에 들어 요 소재도 굳 오래 입을 것 같아 요 다만 하고 도톰한 재질이다 보니 여름엔 좀 덥지 않을까 싶지만 전 그래도 입을 겁니다 색 디자인 크림 컬러에 스티치가 살짝 더 진 한 색이라 더 멋스러워요 어떤 룩에 나 쉽게 코디할 수 있을 것 같아 요 결론 추천
"사이즈 
제 스펙에 M잘 맞아요.
치마 라인 특성상 뱃살 부자의 뱃살 부각은 어쩔 수 없는 것 같지만 열심히 힘주고 다니려고요 
160 키에 너무 길지도 댕강 짧지도 않은 적당한 길이감입니다. 

소재 
무탠다드답게 탄탄하고 아주 좋아서
넘 맘에들어요. 
소재도 굳 오래입을 것 같아요!!! 
다만 톡톡하고 도톰한 재질이다보니 여름엔 좀 덥지않을까 싶지만 전 그래도 입을겁니다. ㅋㅋ

색, 디자인 
크림컬러에 
스티치가 살짝 더 진한 색이라 
더 멋스러워요 
어떤 룩에나 쉽게 코디할 수 있을 것 같아요! 

결론 
츄천!",5.0,사이즈 제 스펙에 잘 맞아요 치마 라인 특성상 뱃살 부자의 뱃살 부각은 어쩔 수 없는 것 같지만 열심히 힘주고 다니려고 요 키에 너무 길지도 댕 강 짧지도 않은 적당한 길이 감입니다 소재 무탠다드답게 하고 아주 좋아서 넘 맘에 들어 요 소재도 굳 오래 입을 것 같아 요 다만 하고 도 톰한 재질이다 보니 여름엔 좀 덥지 않을까 싶지만 전 그래도 입을 겁니다 색 디자인 크림컬 러에 스티치가 살짝 더 진 한 색이라 더 멋스러워요 어떤 룩에 나 쉽게 코디할 수 있을 것 같아 요 결론 츄천
허리가 살짝 널널하긴 하지만 깔끔하고 편해서 입기 좋아요.,5.0,허리가 살짝 하긴 하지만 깔끔하고 편해서 입기 좋아요
"무탠다드는 단연 쵝오에용
사이즈는 좀 크고,편하게 입을 수 있어요
색상이 밝은 크림색이 아닌 좀 그런 크림색이에요
어떠한 옷에다 입어두 돋보이는 옷이에요",5.0,무탠다드는 단 연 쵝 오에 용 사이즈는 좀 크고 편하게 입을 수 있어요 색상이 밝은 크림색이 아닌 좀 그런 크림색이에요 어떠한 옷에 다 입어 두 돋보이는 옷이에요
적당히 신축감도 조금 있고 옷이 문안하게 과하지 않고 기본에 집중해서 편하고 좋습니다,5.0,적당히 신축 감도 조금 있고 옷이 문안하게 과하지 않고 기본에 집중해서 편하고 좋습니다
핏이랑 기장이 맘에 들어요!! 아무 옷이랑 잘 어울릴 것 같고요~ 배송도 빠르고 추천합니다,5.0,핏이랑 기장이 맘에 들어 요 아무 옷이랑 잘 어 울릴 것 같고 요 배송도 빠르고 추천합니다
"기장이랑 뒤 트임 딱 적당하구 색도 예쁜데 제가 하비라 그런가 다리에 맞게 삿더니 허리가 쫌 커요,,",5.0,기장이랑 뒤 트임 딱 적당하구 색도 예쁜데 제가 하비라 그런 가 다리에 맞게 삿더니 허리가 쫌 커요
가성비 좋아요 코디하기 편하고 만족도 높습니다,3.0,가성비 좋아요 코디하기 편하고 만족도 높습니다
허리 24~25고 xs샀는데 살짝 커요. 화이트 색상이라 위에 아무거나 입기 좋아요! 스판끼는 없어서 뻣뻣한데 원래 청 재질이 그러니까 괜찮아요! 허리 살짝 커서 무탠다드 벨트도 샀어요ㅋ,5.0,허리 고 샀는데 살짝 커요 화이트 색상이라 위에 아무거나 입 기 좋아요 스판끼는 없어서 한데 원래 청 재질이 그러니까 괜찮아요 허리 살짝 커서 무탠다드 벨트도 샀어요
슬릿이 있어서 움직임도 편안하고 봄여름가을 너무 덥지않을때 두루 잘입을듯해요,5.0,슬릿이 있어서 움직임도 편안하고 봄 여름 가을 너무 덥지 않을 때 두루 잘 입을 듯 해요
면이라 구김이 잘 가지서 아쉽지만 예뻐요 제 키가 170인데도 생각보다 기장이 길어서 좋았어요,4.0,면이라 구김이 잘 가지서 아쉽지만 예뻐요 제 키가 인데도 생각보다 기장이 길어서 좋았어요
"하이웨스트위치라서입으면 길어보여요 굳굳 
잘어울림",5.0,하이웨스트 위치라서 입으면 길어 보여 요 잘 어울림
"너무 딱 붙지 않고 입을 수 있어서 좋아요~
기장도 너무 길지 않고 너무 두껍지 않아서 좋아요~",5.0,너무 딱 붙지 않고 입을 수 있어서 좋아요 기장도 너무 길지 않고 너무 두껍지 않아서 좋아요
너무이뻐요 핏도좋고 질도좋아요 감사합니다 잘입을께요,5.0,너무 이 뻐요 핏도 좋고 질도 좋아요 감사합니다 잘 입을께요
진짜 치마 모양이 잘 잡혀있어서 핏이 예쁘고 편해요 완전 추천합니다,5.0,진짜 치마 모양이 잘 잡혀 있어서 핏이 예쁘고 편해요 완전 추천합니다
편하게 입기 좋습니다 신축성 없는 원단이라서 큰 사이즈 L로 주문했는데 많이 크네요 그래도 편해서  다른 색으로 M 사고 싶어요 ㅋㅋ,5.0,편하게 입 기 좋습니다 신축성 없는 원단이라서 큰 사이즈 로 주문했는데 많이 크네요 그래도 편해서 다른 색으로 사고 싶어요
오프라인 매장 가서 입어보고 예뻐서 구매했어요 어느 옷에나 잘어울려요,5.0,오프라인 매장 가서 입어보고 예뻐서 구매했어요 어느 옷에나 잘 어울려요
"평소 바지 24인치, 44 입는 날씬한 체형인데 XS 적당히 여유있어요. 신축성이 거의 없어서 밥먹으면 딱맞아요ㅜㅜ 엄청 마르신 분들께는 XS도 클 것 같아요
약간 a라인인 줄 알았는데 일자핏이에요~
키 157 기준 종아리 2/3정도 덮어서 좀 줄여서 입으려구요. 사진은 줄이기 전이에요",5.0,평소 바지 인치 입는 날씬한 체형인데 적당히 여유 있어요 신축성이 거의 없어서 밥 먹으면 딱 맞아요 엄청 마르신 분들께는 도 클 것 같아 요 약간 라 줄 알았는데 일자핏이에 요 키 기준 종아리 정도 덮어서 좀 줄여서 입으려구요 사진은 줄이기 전이에요
귀엽고 딱 맞아요! 아방하지도 않고 좋습니다! 노란끼도 없어서 좋아요,5.0,귀엽고 딱 맞아요 아방하지도 않고 좋습니다 노란끼도 없어서 좋아요
"흰색보다 크림색이라 더 마음에 듭니다
사이즈가 좀 크게 나온 것 같아요
S 사이즈인데 평소 26-27 입는 저에게 잘 맞네요
한 여름에 입기에는 더울 것 같지만 간절기에는 딱 인듯요
만족합니다!",5.0,흰색보다 크림색이라 더 마음에 듭니다 사이즈가 좀 크게 나온 것 같아 요 사이즈인데 평소 입는 저에게 잘 맞네요 한 여름에 입기에는 더울 것 같지만 간절기에는 딱 인 듯 요 만족합니다
이 치마는 어떤 옷이든 잘어울려요 왜냐면 이쁘거든요! 가성비에 맞게 잘 산것같아여!!! 가디건이랑 입으면 완전 이쁠것같아요,5.0,이 치마는 어떤 옷이든 잘 어울려 요 왜냐면 이 쁘거든요 가성비에 맞게 잘 산 것 같아 여 가디건이랑 입으면 완전 이쁠 것 같아요
앉았다 일어나면 주름 많이 지긴하는데 ㄱ이정도야..갠춘. 허리가 조금 크긴한데 니트같은거 안으로 껴입으면 딱맞아여,5.0,앉았다 일어나면 주름 많이 지긴 하는데 이 정도 야갠춘 허리가 조금 크긴 한데 니트 같은 거 안으로 껴입으면 딱 맞아 여
"M사이즈 사도 괜찮았을거같기도 한데,,,어쨌든 와이셔츠에도 입고 맨투맨에도 입고 휘뚜루마뚜루 무난하게 잘입고 있슴당 두께가 좀 있고 좀? 무거워서 가을에 입으면 딱 좋아용",5.0,사이즈 사도 괜찮았을 거 같기도 한데 어쨌든 와이셔츠에도 입고 맨투맨에도 입고 휘뚜루 마 뚜루 무난하게 잘 입고 있슴 당 두께가 좀 있고 좀 무거워서 가을에 입으면 딱 좋아용
"신축성이 보통이라고 나와있어서 어느정도의 신축성은 있을꺼라고 생각했는데 신축성은 거의 없는듯해요! 스판이 짱짱하진않아요!
대신 평소 바지 27사이즈 입는데 S사이즈 허리 좀 넉넉하구요 밥 배부르게 먹어도 남아요! 크다는거죠ㅠㅠ
xs사이즈 있었으면 좋았을듯해요ㅠㅠ 골반이랑도 좀커서 오히려 등치 있어보여요 ㅋㅋ
길이는 제 기준에서는 조금 더 짧아도 괜찮았을듯해요! 그래도 다른 미디사이즈 치마들보다 짧게 잘 나왔더라구요 ! 만족합니다!",5.0,신축성이 보통이라고 나와 있어서 어느 정도의 신축성은 있을 꺼라고 생각했는데 신축성은 거의 없는 듯해요 스판이 하진 않아 요 대신 평소 바지 사이즈 입는데 사이즈 허리 좀 하구요 밥 배부르게 먹어도 남아 요 크다는 거죠 사이즈 있었으면 좋았을 듯해요 골반이랑도 좀 커서 오히려 등치 있어 보여 요 길이는 제 기준에서는 조금 더 짧아도 괜찮았을 듯해요 그래도 다른 미디 사이즈 치마 들보다 짧게 잘 나왔더라구 요 만족합니다
색깔 이뻐요 여름에도 겨울에도 입기 나쁘지 않을 두께예요,5.0,색깔 이 뻐요 여름에도 겨울에도 입기 나쁘지 않을 두께예요
넘나이뻐욧 제갸 생각한 이상적인 핏! 잘입을게요,5.0,넘나이 뻐욧 제 갸 생각한 이상적인 핏 잘 입을 게요
원단이 조금만 더 두꺼웠으면 좋을거 같지만 가격대비 만족이에요~,4.0,원단이 조금만 더 두꺼웠으면 좋을 거 같지만 가격 대비 만족이에요
"깔끔하게 입으려고 구입했는데 
생각보다 좀 심심한느낌이긴해요 
그래도 코디하기 좋은치마네용",4.0,깔끔하게 입으려고 구입했는데 생각보다 좀 한 느낌이긴 해요 그래도 코디하기 좋은 치마네용
"무탠 데님스커트 가성비 좋아요. 전에 같은 제품 블랙으로 샀는데 s는 넘 타이트해서 m으로 바꾼 기억이 있어 이번에도 m으로 주문했고 핏 맘에 들어요. 
기장도 종아리 두꺼운 부분 딱 가려주고 구김은 스타일러 돌리면 또 금방 펴져요",5.0,무탠 데님 스커트 가성비 좋아요 전에 같은 제품 블랙으로 샀는데 는 넘 타이트해서 으로 바꾼 기억이 있어 이번에도 으로 주문했고 핏 맘에 들어 요 기장도 종아리 두꺼운 부분 딱 가려주고 구 김은 스타일러 돌리면 또 금방 펴져요
화이트 앞트임 롱데님 스커트가 있긴한데 크림으로 롱데님 구매했어요.그냥 문안한 스타일로 보면 될것 같아요,3.0,화이트 앞트임 롱데님 스커트가 있긴 한데 크림으로 롱데님 구매했어요 그냥 문 안 한 스타일로 보면 될 것 같아요
xs랑 비교하다가 샀는데 기장감 거의 비슷하고 약간 넉넉하니 좋은것같아요. 뒤 절개라인이 마음에 듭니다.,5.0,랑 비교하다가 샀는데 기 장감 거의 비슷하고 약간 하니 좋은 것 같아요 뒤 절개 라인이 마음에 듭니다
탄탄한 소재로 캐주얼하면서도 클래식하게 입을 수 있어요,4.0,한 소재로 캐주얼하면서도 클래식하게 입을 수 있어요
무난보스치마에요 사이즈랑 길이 다 마음에 들어요~,5.0,무난보스치마에 요 사이즈랑 길이 다 마음에 들어요
흑청에 비해서 소재가 얇아서 예상치 못한 약간의 비침이 있네요. 기장이나 스타일은 다 만족합니다.,5.0,흑청에 비해서 소재가 얇아서 예상치 못한 약간의 비침이 있네요 기장이나 스타일은 다 만족합니다
완전 화이트 아니고 크림이라 둥둥 뜨지 않고  괜찮네요 사이즈는 xs부터 나와서  좋아요~  키작녀에게 기장도 좋그요,4.0,완전 화이트 아니고 크림이라 뜨지 않고 괜찮네요 사이즈는 부터 나와서 좋아요 키 작녀에게 기장도 좋그요
적당한 기장감의 화이트데님 스커트를 찾는중  합리적인 가격에 해당 제품 구매했습니다 마무리 봉제 핏감 모두 훌륭합니다,5.0,적당한 기 장감의 화이트 데님 스커트를 찾는 중 합리적인 가격에 해 당 제품 구매했습니다 마무리 봉제 핏감 모두 훌륭합니다
후기보고 하나 큰 거 해야하나 싶다가 원래 사이즈로 불렀는데 잘 맞아요,4.0,후기 보고 하나 큰 거 해야 하나 싶다가 원래 사이즈로 불렀는데 잘 맞아요
"평소 H라인 치마코디를 즐겨입는 사람입니다. 일자핏으로 툭 떨어지는 디자인이 은근 맘에 드는 곳이 없더라구요. 무신사
매장에서 피팅 한번 해보고 깔별로 이번에 구매했어요. 그만큼 마음에 쏙 들어요! 무신사스탠다드 올해 제 옷장에 가장 많은 지분을 차지할만큼 옷들이 다 취저에요❤️",5.0,평소 라인 치마코디를 즐겨 입는 사람입니다 일자핏으로 툭 떨어지는 디자인이 은 근 맘에 드는 곳이 없더라구요 무신사 매장에서 피팅 한 번 해보고 깔별로 이번에 구매했어요 그만큼 마음에 쏙 들어 요 무신사 스탠다드 올해 제 옷장에 가장 많은 지분을 차지할 만큼 옷들이 다 취저에요
