Star,Review,Processed_Review
5.0,클래식한 디자인이라 유해도 않타고 좋은 것 같아요! 겨울에는 네이어드하기 좋습니다,클래식한 디자인이라 유해도 않타고 좋은 것 같아 요 겨울에는 네이어드하기 좋습니다
5.0,이뻐요 세일할때 구매해서 괜찮은거같아요 또 구매할게요,이 뻐요 세일할 때 구매해서 괜찮은 거 같아 요 또 구매할 게요
5.0,"역시 아디다스 트랙탑이네요 디자인,재질 모두 좋습니다~",역시 아디다스 트랙탑이네요 디자인 재질 모두 좋습니다
5.0,사이즈도 딱 좋고 핏도 이쁘게 딱 나와요 그리고 택배도 너무 빨리와서 좋아요,사이즈도 딱 좋고 핏도 이 쁘게 딱 나와 요 그리고 택배도 너무 빨리 와서 좋아요
5.0,사이즈 정사이즈입니다 한치수 크게 주문하는거 추천드립니다.,사이즈 정 사이즈입니다 한 치수 크게 주문하는 거 추천 드립니다
5.0,예쁘구요 역시 아디다스는 뭘 사도 예쁘구요 사이즈는 정사이즈보다 한사이즈 작게 사시는걸 추천합니다!,예쁘구요 역시 아디다스는 뭘 사도 예쁘구요 사이즈는 정 사이즈보다 한 사이즈 작게 사시는 걸 추천합니다
5.0,정말 맛있는 아디다스 져지...기본인 블랙인데 기본이 역시 제일 중요한가봐요 보풀이 좀 생기긴하는데 괜첞습니당,정말 맛있는 아디다스 져지 기 본인 블랙인데 기본이 역시 제일 중요한가봐요 보풀이 좀 생기긴 하는데 괜첞습니당
5.0,핏도 이쁘고 기장감도 나쁘지 않아요 배가 좀 튀어나오긴 하는데 크게 신경쓸 필욘 없을 듯,핏도 이 쁘고 기장감도 나쁘지 않아 요 배가 좀 튀어나오긴 하는데 크게 신경 쓸 필욘 없을 듯
5.0,드디어 나도 져지 샀땅!! 얏호!! 사이즈는 확실히 크긴 커요 그 점이 아쉽긴해도 그래도 굿~~👍👍,드디어 나도 져 지 샀 땅 얏호 사이즈는 확실히 크긴 커요 그 점이 아쉽긴 해도 그래도 굿
4.0,이쁩니다. 복고는 사랑이죠 편하게 입을꾸 같아요,이쁩니다 복고는 사랑이 죠 편하게 입을 꾸 같아요
5.0,너무 이쁘고 편합니다 다음에 또 재구매 할 의향 있어요ㅐ,너무 이 쁘고 편합니다 다음에 또 재구매 할 의 향 있어요
5.0,밑단이 좁아서 한단 접어 입게 되네요 한 사이즈 크게 갔으면 어떨까 싶긴 하지만 팔 기장도 맞고.. 귀찮으니 입을게여 헤헤 동생이 생일선물로 사줬더욤 갯꿀,밑단이 좁아서 한 단 접어 입게 되네요 한 사이즈 크게 갔으면 어떨까 싶긴 하지만 팔 기장도 맞고 귀찮으니 입을 게 여 동생이 생일 선물로 사줬더 욤 갯꿀
4.0,소재는 살짝 광이돌고 가벼운 편이며 길이감은 엉덩이 덮어요..근데 밑에 시보리가 좀 조이는 편이에요 그거빼곤 괜찮아요~,소재는 살짝 광이 돌고 가벼운 편이며 길이감은 엉덩이 덮어요 근데 밑에 시보리가 좀 조이는 편이에 요 그거 빼곤 괜찮아요
5.0,파이어버드 트랙탑 엄청 고민했는데 고민한 시간이 후회됨 완전 이뿜 평소에 크게 입으시는 분들은 L사이즈 딱 좋고 넉넉하게 느껴지실 거 같움,파이어버드 트랙탑 엄청 고민했는데 고민한 시간이 후회됨 완전 이뿜 평소에 크게 입으시는 분들은 사이즈 딱 좋고 하게 느껴지실 거 같움
5.0,딱 모두가 알고 있는 져지 그대로입니다.. 간만에 입고 싶어서 샀는데 지금 날씨에 막 입기 좋아요!! 163기준 단정하게 지퍼내리면 엉덩이 가리게 내려오는 것 같습니다!! 저는 M샀는데 S샀으면 더 핏하게 떨어져서 예뻤을 것 같아요!,딱 모두가 알고 있는 져 지 그대로입니다 간 만에 입고 싶어서 샀는데 지금 날씨에 막 입 기 좋아요 기준 단정하게 지퍼 내리면 엉덩이 가리게 내려오는 것 같습니다 저는 샀는데 샀으면 더 핏하게 떨어져서 예뻤을 것 같아요
5.0,디자인적으로 너무 마음애 들고 핏또한 진짜 마음에 드네요... 사이즈도 진짜 굿 이예요.. 다른색상도 구매 하고싶네요~,디자인적으로 너무 마음애 들 고 핏 또한 진짜 마음에 드네요 사이즈도 진짜 굿 이예요 다른 색상도 구매 하고 싶네요
5.0,착용감이 편해서 좋았고 사이즈는 L로 구매했습니다,착용감이 편해서 좋았고 사이즈는 로 구매했습니다
5.0,제키에 엑스라지가 딱 맞는 거 같아요 제키랑 비슷하면 무조건 엑라로 사세요,제키에 엑스라지가 딱 맞는 거 같아 요 제 키랑 비슷하면 무조건 엑라로 사세요
5.0,디자인 예쁘고 배송도 나쁘지 않아요 편하게 입고다니기  좋아요 ,디자인 예쁘고 배송도 나쁘지 않아 요 편하게 입고 다니기 좋아요
5.0,너무 오버핏으로 입고 싶지 않아서 엠 샀는데 딱 좋아요,너무 오버핏으로 입고 싶지 않아서 엠 샀는데 딱 좋아요
5.0,자크 풀면 엉덩이까지 오기는하는데 자크 잠그면 시보리때문에 안으로 한번 접어서 입는데 그러면 너무 딱 맞아요.. 걍 풀고다닐듯합다 그거말곤 만족해요,자크 풀면 엉덩이까지 오기는 하는데 자크 잠그면 시보리 때문에 안으로 한 번 접어서 입는데 그러면 너무 딱 맞아요 걍 풀고 다닐 듯 합다 그거 말곤 만족해요
5.0,M이랑 l 중에 고민했는데 l사길 잘했네오 ㅎㅎ 오버하게 입고 싶은 분들은 한사이즈 크게 가도 될 것 같네요,이랑 중에 고민했는데 사길 잘했네오 오버하게 입고 싶은 분들은 한 사이즈 크게 가도 될 것 같네요
5.0,사이즈가 넉넉하니 좋아여 정사이즈 로 하면 널널하니 젛아요,사이즈가 하니 좋아 여 정 사이즈 로 하면 하니 젛아요
5.0,2xl 기준 엄청 루즈한 핏은 아니지만 편안한 룩 연출이 가능해 좋습니다 ㅎㅎ 복고풍 최고에용,기준 엄청 루즈 한 핏은 아니지만 편안한 룩 연출이 가능해 좋습니다 복고풍 최고에용
5.0,겨울에 입기는 추울꺼 같고 여름이나 가을에 바람막이 정도로 입으면 좋을꺼 같고요 옷이 소재가 좋고 예뻐요,겨울에 입기는 추울꺼 같고 여름이나 가을에 바람막이 정도로 입으면 좋을 꺼 같고 요 옷이 소재가 좋고 예뻐요
5.0,파이어버드 사고싶었는데 좋아요 배송도 일찍왔어요,파이어버드 사고 싶었는데 좋아요 배송도 일찍 왔어요
5.0,밑단 시보리가 엄청 짱짱해요 한단 접어서 입어도 이쁜가 같아여 ,밑단 시보리가 엄청 해요 한 단 접어서 입어도 이쁜 가 같아 여
5.0,깔끔한 기본 아디다스 져지입니다! 기장이랑 소매 길이도 적당하고 마음에 듭니다!,깔끔한 기 본 아디다스 져 지입니다 기장이랑 소매 길이도 적당하고 마음에 듭니다
5.0,색감은 화면과 똑같아요 합리적인 가격인지는 모르겠어요 디자인은 완벽합니다 배송은 빠르고 포장도 깔끔했습니다,색감은 화면과 똑같아 요 합리적인 가격인지는 모르겠어요 디자인은 완벽합니다 배송은 빠르고 포장도 깔끔했습니다
3.0,팔이 너무 길어요 그리고 옷에서 냄새가 나서 꼭 한 번 세탁하고 입어야 할 것 같아요 엑라 너무 큰거 같기도해요...😢,팔이 너무 길어요 그리고 옷에서 냄새가 나서 꼭 한 번 세탁하고 입어야 할 것 같아 요 엑라 너무 큰 거 같기도 해요
5.0,배송이 빠르고 좋아요! 품절이 빨랐는데 알람이와서 살수 있어서 좋았어요!,배송이 빠르고 좋아요 품절이 빨랐는데 알람이 와서 살 수 있어서 좋았어요
5.0,사이즈 오버하게 잘 떨어지고 핏 좋네요 많이 파세요!,사이즈 오버하게 잘 떨어지고 핏 좋네요 많이 파세요
5.0,아디다스 파이어버드 져지 이쁩니다. 이제 곧 가을이라 자주 입고 다닐거 같네요,아디다스 파이어 버드 져 지 이쁩니다 이제 곧 가을이라 자주 입고 다닐 거 같네요
5.0,예전의 멋이 다시 나네요. 너무 이쁘고 에전보다 좀더 사이즈가 커진것 같습니다. ,예전의 멋이 다시 나네요 너무 이 쁘고 에 전보다 좀 더 사이즈가 커진 것 같습니다
5.0,오버핏으로 샀는데 이쁘네요 가볍게 자주 입을 듯,오버핏으로 샀는데 이 쁘네요 가볍게 자주 입을 듯
5.0,잘 입을게요 감사합니다 무신사 짱 아디다스짱 더 나와줘요,잘 입을 게요 감사합니다 무신사 짱 아디다스 짱 더 나와줘요
5.0,배송이 빨라서 좋았어요. 제품 가격은 좀 비싸지만 편하게 자주 착용할수 있을 것 같습니다. 사이즈는 살짝 크게 입으려고 사이즈업 했습니다.,배송이 빨라서 좋았어요 제품 가격은 좀 비싸지만 편하게 자주 착용할 수 있을 것 같습니다 사이즈는 살짝 크게 입으려고 사이즈업 했습니다
5.0,조금 오버하게 입고 싶어서 XL를 샀는데 역시 너무 이쁩니다 핏하게 입으실거면 L 사는게 좋을거 같아요,조금 오버하게 입고 싶어서 를 샀는데 역시 너무 이쁩니다 핏하게 입으실 거면 사는 게 좋을 거 같아요
5.0,배송도 삐르고 저렴하게 구매해서 너무 좋았어용^^,배송도 삐르고 저렴하게 구매해서 너무 좋았어용
5.0,항상 품절이여서 이번에 기대하고 주문했는데 역시 만족스럽습니다.,항상 품절이여서 이번에 기대하고 주문했는데 역시 만족스럽습니다
5.0,퀄리티 핏감 모두 만족스럽습니다 근본있는 브랜드는 이유가 있네요,퀄리티 핏감 모두 만족스럽습니다 근본 있는 브랜드는 이 유가 있네요
5.0,빠르대 배송 잘 왔습니다! 가을에 입기 좋을 듯해요,빠르대 배송 잘 왔습니다 가을에 입 기 좋을 듯해요
5.0,깔끔하고 도톰하니 좋네요 가을레 딱입니다요 ㅎㅎ 흐흐,깔끔하고 도톰하니 좋네요 가을레 딱입니다 요
5.0,사이즈가 조금 크긴하지만 넉넉하게 입을만 합니다~,사이즈가 조금 크긴 하지만 하게 입을 만 합니다
4.0,사이즈도 잘맞고 색상도 그대로 왔네요 추천합니다,사이즈도 잘 맞고 색상도 그대로 왔네요 추천합니다
5.0,요즘아디다스 붐이라는데 올드스쿨맛 나서 좋고 착용감도 역시편합니다,요즘 아디다스 붐이라는 데 올드 스쿨 맛 나서 좋고 착용 감도 역시 편합니다
5.0,슈주 김희철이 입은거 보고 구입했는데 정말 이쁘네요~ 사이즈가 맞는건 품절이라 일단 사이즈 맞지는 않지만 이쁘긴 이쁘네요^^ 사이즈 잇을때 구입 추천 드립니다.,슈주 김희철이 입은 거 보고 구입했는데 정말 이쁘네요 사이즈가 맞는 건 품절이라 일단 사이즈 맞지는 않지만 이 쁘긴 이쁘네요 사이즈 잇을 때 구입 추천 드립니다
5.0,아들 사줬는데 사이즈 좋고 잘 입고 다니고 있습니다.,아들 사줬는데 사이즈 좋고 잘 입고 다니고 있습니다
5.0,키가있어 오버핏으로 샀는데 사이즈잘맞네여굳,키가 있어 오버핏으로 샀는데 사이즈 잘 맞네 여굳
5.0,디자인도 아주 쌈 스껄합니다 기본 클래식 탬이니 모두 하나씩 장만하세요,디자인도 아주 쌈 스 껄합니다 기본 클래식 탬이니 모두 하나씩 장만 하세요
5.0,트랙탑은 그냥 맨날 보던 것처럼 이쁩니다! 생각보다 두께감이 있어요,트랙탑은 그냥 맨날 보던 것처럼 이 쁩니다 생각보다 두께감이 있어요
5.0,트랙탑은 늘 항상 인기가 많아서 유행을 안타는 제품인 거 같다 단독으로 입기에도 좋아서 핏도 약간 여유있게 입어서 좋은 거 같다,트랙탑은 늘 항상 인기가 많아서 유행을 안타는 제품인 거 같다 단독으로 입기에도 좋아서 핏도 약간 여유 있게 입어서 좋은 거 같다
5.0,뭐 말안해도 근본이죠 디자인도 이쁘고 편합니다,뭐 말 안 해도 근본이 죠 디자인도 이 쁘고 편합니다
5.0,"아들이 블랙 트랙탑을 원해서 사줬는데, 교복처럼 입고 다니네요. 만족합니다. ",아들이 블랙 트랙탑을 원해서 사줬는데 교복처럼 입고 다니네요 만족합니다
5.0,후기를 이제야 올리는ㅜㅠ 기존에 있던거 잃어버려서 다시 샀음,후기를 이제야 올리는 기존에 있던 거 잃어버려서 다시 샀음
5.0,저렴하게 잘 산 거 같아요. 예뻐요 막 입기 좋아요 굿입니다.,저렴하게 잘 산 거 같아 요 예뻐요 막 입기 좋아요 굿입니다
5.0,아디다스 트랙탑 져지 오랜만에 샀는데 너무 좋아요,아디다스 트랙탑 져 지 오랜만에 샀는데 너무 좋아요
5.0,파이어버드 반바지랑 입으려고 샀는데 딱 좋아요,파이어버드 반바지랑 입으려고 샀는데 딱 좋아요
5.0,역시 기본은 정말 좋네요 어디든 다 어울려서 매일 입고있네요 추천드려요!,역시 기본은 정말 좋네요 어 디든 다 어울려서 매일 입고 있네요 추천드려요
4.0,잘맞고 배송도 빠르게 잘받았습니다 잘입을께요,잘 맞고 배송도 빠르게 잘 받았습니다 잘 입을께요
5.0,버건디 자켓을 사고 너무 맘에 들어 블랙도 샀습니다. 특별할 것이 없는 예쁜 아디다스 자켓입니다. 무난한게 좋습니다,버건디 자켓을 사고 너무 맘에 들어 블랙도 샀습니다 특별할 것이 없는 예쁜 아디다스 자켓입니다 무난한 게 좋습니다
5.0,그냥 피부처럼 걸치고 다닐 수 있는 아디다스의 상징적인 옷이네요. 공부하러 갈 때 입기 정말 좋습니다,그냥 피부처럼 걸치고 다닐 수 있는 아디다스의 상징적인 옷이네요 공부하러 갈 때 입 기 정말 좋습니다
5.0,딱 기본이라 무난하게 입기 좋습니다 봄에 거의 매일 입고 다녔습니다,딱 기본이라 무난하게 입기 좋습니다 봄에 거의 매일 입고 다녔습니다
5.0,엄청 큽니다 커요커요 제 친구가 말랐는데 친구가 입으몀 오버핏인데 어깨가 넓거나 덩치 있으신분들은 오히려 좀 부해보여욤,엄청 큽니다 커요커요 제 친구가 말랐는데 친구가 입으몀 오버핏인데 어깨가 넓거나 덩치 있으신 분들은 오히려 좀 부해 보여욤
5.0,사이즈가 다 품절이라 2xl로 샀는데 힙하게 핏이 딱 떨어져서 이쁘네요~~,사이즈가 다 품절이라 로 샀는데 힙하게 핏이 딱 떨어져서 이쁘네요
5.0,사이즈가 생각보다 크진 않은데 적당히 입을난합니당,사이즈가 생각보다 크진 않은데 적당히 입을 난합니당
5.0,이쁘고 편안하게 입을수있어요 택배도 빠르게 도착했어요,이쁘고 편안하게 입을 수 있어요 택배도 빠르게 도착했어요
5.0,이쁘고 가볍게 편하게 입기 좋습니다 배송도 빠르고 맘에들어요,이쁘고 가볍게 편하게 입 기 좋습니다 배송도 빠르고 맘에 들어요
5.0,배송도 빠르고 제품도 생각했던거랑 똑같아요 좋습니다!,배송도 빠르고 제품도 생각했던 거랑 똑같아 요 좋습니다
5.0,이쁘고 가볍게 입기 편하네요 배송도 빠르고 아주 좋아요,이쁘고 가볍게 입 기 편하네요 배송도 빠르고 아주 좋아요
5.0,늦은 후기입니다 사이즈 완전 잘 맞고 정말 이쁜 옷이네요,늦은 후기입니다 사이즈 완전 잘 맞고 정말 이쁜 옷이네요
5.0,아디다스 집업으로 유명한만큼 입자마자 핏 예쁘게 나오고 아무대나 입기 좋은것 같아요 너무 예뻐요,아디다스 집업으로 유명한 만큼 입자마자 핏 예쁘게 나오고 아무대나 입 기 좋은 것 같아 요 너무 예뻐요
5.0,매일 입어요 데일리로 짱이고 너무 편하고 이뻐요 추천추천!,매일 입어 요 데일리로 짱이 고 너무 편하고 이 뻐요 추천 추천
5.0,요즘 아디다스가 이뻐보이길래 사봤는데 역시 만족합니다,요즘 아디다스가 이 뻐 보이길래 사봤는데 역시 만족합니다
4.0,딸이 즐겨입는옷 요즘 또 유행이라 검정 하나 더 사줬어요,딸이 즐겨 입는 옷 요즘 또 유행이라 검정 하나 더 사 줬어요
5.0,두껍지도 얇지도 않고 두께감이 적당해서 좋아요 만족합니다,두껍지도 얇지도 않고 두께감이 적당해서 좋아요 만족합니다
5.0,그냥 유행하는거 편하게 잘 산거 같네요 잘 입을게요,그냥 유행하는 거 편하게 잘 산 거 같네요 잘 입을 게요
5.0,너무 좋습니다 잘 입고 있습니다 완전 최고입니다,너무 좋습니다 잘 입고 있습니다 완전 최고입니다
5.0,아디다스 소매 쫀쫀해요. 재질 좋습니다. 핏 좋습니다.,아디다스 소매 해요 재질 좋습니다 핏 좋습니다
5.0,예쁘게 입을려규 오버사이즈로 샀는데 넘. 예쁘네요,예쁘게 입을 려규 오버사이즈로 샀는데 넘 예쁘네요
5.0,국밥입니다 매일 입고 다녀요 너무 만족합니다 기장이 살짝 긴데 그건 접어서 입으면 돼서 오히려 좋은듯,국밥입니다 매일 입고 다녀 요 너무 만족합니다 기장이 살짝 긴데 그건 접어서 입으면 돼서 오히려 좋은 듯
5.0,옷 너무 이쁘고 정말 좋습니다 ㅎㅎ 번창하시고 다음에 또 구입하겠습니다,옷 너무 이 쁘고 정말 좋습니다 번창하시고 다음에 또 구입하겠습니다
5.0,너무 이뻐용 많이 두껍지 않아서 자주 입을거 같아요,너무 이 뻐용 많이 두껍지 않아서 자주 입을 거 같아요
5.0,아디다스져지 하나 사고 싶었는데 잘 산거같아요,아디다스져 지 하나 사고 싶었는데 잘 산거 같아요
5.0,매우만족 감사합니다 ㅎㅎ 쌀쌀한 날씨에 딱이네요 잘 입고 다녀요,매우 만족 감사합니다 한 날씨에 딱이네요 잘 입고 다녀요
5.0,너무 뷰티풀하고 이쁩니다 따땃하기도 하고 대만족이오,너무 뷰티풀하고 이쁩니다 따땃하기도 하고 대 만족이오
5.0,역시 근본은 근본입니다!!! 어느 바지에도 잘 어울리고  두께감도 적당하고 핏도 딱입니다,역시 근본은 근본입니다 어느 바지에도 잘 어울리고 두께감도 적당하고 핏도 딱입니다
5.0,이쁩니다 갖고 싶어서 재입고 기다렸어요 힙해요,이쁩니다 갖고 싶어서 재입고 기 다렸어요 힙해요
5.0,하나사거싶었는데 저렴하게잘샀어요 다른색도 살까 고민중,하나 사거 싶었는데 저렴하게 잘 샀어요 다른 색도 살까 고민중
5.0,배송은 빨리 왔고 색감은 사진과 동일합니다 솔직히 말하면 돈 값은 합니다 진짜 이뻐요 매일매일 입고다님,배송은 빨리 왔고 색감은 사진과 동일합니다 솔직히 말하면 돈 값은 합니다 진짜 이 뻐요 매일매일 입고 다님
5.0,요즘 져지가 입고 싶어서 구매했는데 만족합니다. 밑단이 완전 짱짱해서 투웨이면 더 좋앆을 거 같음 ㅠ,요즘 져지가 입고 싶어서 구매했는데 만족합니다 밑단이 완전 해서 투웨이면 더 좋앆을 거 같음
5.0,너무 편하고 핏도 마음에 들어요 다른색 하나 더 구매 예정,너무 편하고 핏도 마음에 들어 요 다른 색 하나 더 구매 예정
5.0,아디다스 저지 하나 장만하려고 주문했습니다. XL 사이즈로 시켰는데 예쁘게 오버핏 나와서 만족합니다. 단점은 약간 기장이 긴 정도,아디다스 저지 하나 장만 하려고 주문했습니다 사이즈로 시켰는데 예쁘게 오버핏 나와서 만족합니다 단점은 약간 기장이 긴 정도
3.0,세탁기에 한 번 돌렸는데 보풀 다 일어나서 깜짝 놀랐네요 꼭 손세탁 하세요 ,세탁기에 한 번 돌렸는데 보풀 다 일어나서 깜짝 놀랐네요 꼭 손 세탁 하세요
5.0,생각보다 엄청빠르게 배송왔습니다 대만족하며 입고있어요,생각보다 엄청 빠르게 배송 왔습니다 대 만족하며 입고 있어요
5.0,배송도 빠르고 핏도 좋아요 전 덩치가 있어서 2엑스라지인데 작지도 않고 데일리하게 입을 수 있어요,배송도 빠르고 핏도 좋아요 전 덩치가 있어서 엑스라지인데 작지도 않고 데일리하게 입을 수 있어요
5.0,간절기에 휘뚜루마뚜루 입기에 아주 좋아요 아무데나 잘어울리고 편해용,간절기에 휘뚜루마 뚜루 입기에 아주 좋아요 아무 데나 잘 어울리고 편해용
5.0,디자인은좋고배송빠르고가격좋아요세틱은아직존,디자인은 좋고 배송 빠르고 가격 좋아 요세틱은 아직 존
5.0,이 제품은 그냥 집에 하나 두고있는게 마음이 편해요 ㅎ,이 제품은 그냥 집에 하나 두고 있는 게 마음이 편해요
5.0,너무 가지고 싶었던 아디다스 져지를 드디어 구매하게 되었어요 다 무난하고 제가 덩치가 큰데도 정말 멋져요,너무 가지고 싶었던 아디다스 져지를 드디어 구매하게 되었어요 다 무난하고 제가 덩치가 큰데도 정말 멋져요
5.0,오랜만에 져지입는데 편하규 좋아요 화면에보는 그대로입니다,오랜만에 져 지입는데 편하규 좋아요 화면에 보는 그대로입니다
5.0,사이즈는 딱 핏하게 입는거 좋아하시면 m 하시면 될거 같아요 요즘 이거 하나로만 돌려입는데 좋습니다,사이즈는 딱 핏하게 입는 거 좋아하시면 하시면 될 거 같아 요 요즘 이 거 하나로만 돌려입는데 좋습니다
5.0,좀 많이 긴애 지퍼만 안 잠구면 괜찮네요 ㅎㅎ L사이즈 갈 껄 그랬어요,좀 많이 긴 애 지퍼만 안 잠구면 괜찮네요 사이즈 갈 껄 그랬어요
5.0,몇년만에 입어보는 트랙탑인데 역시는 역시입니다. 편하고 좋습니다 ,몇 년 만에 입어보는 트랙탑인데 역시는 역시입니다 편하고 좋습니다
4.0,사이즈 적당하고 핏이 잘빠진 거 같아요! 옷 이뻐요!!!!,사이즈 적당하고 핏이 잘 빠진 거 같아 요 옷 이 뻐요
5.0,아무렇게나 막 걸치기 좋아요 디자인 예쁩니다 굿굿,아무렇게나 막 걸치기 좋아요 디자인 예쁩니다
5.0,시보리도 탄탄하고 가격대비 만족합니다 배송도 빨랐습니다,시보리도 하고 가격 대비 만족합니다 배송도 빨랐습니다
5.0,생각보다 얇고 더 크기는 한데 그래도 너무 이뻐요:),생각보다 얇고 더 크기는 한데 그래도 너무 이 뻐요
5.0,좀 크기는 한데 그래도 이쁘고 생각보다 얇긴한데 이뻐요,좀 크기는 한데 그래도 이 쁘고 생각보다 얇긴 한데 이 뻐요
5.0,올봄 교복처럼 잘 입었어요 근데 이제 남들한테도 교복이라 입고 나가면 최소 10명 이상이랑 커플처럼 보일 수 있달까요,올 봄 교복처럼 잘 입었어요 근데 이 제 남들한테도 교복이라 입고 나가면 최소 명 이상이랑 커플처럼 보일 수 있달까요
5.0,핏이랑 원단이 너무 좋아서 오래 입을 수 있을 것 같습니다,핏이랑 원단이 너무 좋아서 오래 입을 수 있을 것 같습니다
5.0,162에 xl 하니까 딱 이쁜 오버핏입니당 주머니에 지퍼도 달려잇어서 편해용,에 하니까 딱 이쁜 오버핏입니 당 주머니에 지퍼도 달려 잇어서 편해용
4.0,사이즈가 커서 팔 기장은 길지만 상품 디자인은 이뻐서 맘에 들어요~~,사이즈가 커서 팔 기장은 길지만 상품 디자인은 이 뻐서 맘에 들어요
5.0,사이즈가 거의다 품절이라 2XL를 구매 하였는데 팔기장이 길지만 상품은 이뻐서 만족해요~~,사이즈가 거의 다 품절이라 를 구매 하였는데 팔기장이 길지만 상품은 이 뻐서 만족해요
5.0,받기 전까지 계속 사이즈 걱정 했는데 아주 만족스럽네용 ,받기 전까지 계속 사이즈 걱정 했는데 아주 만족스럽네 용
5.0,제가 입어서 러샤 고프닉인거지 옷은 지기게 이쁩니다,제가 입어서 러샤 고프닉인 거지 옷은 지기게 이쁩니다
5.0,요즘 유행이라 샀는데 재질도 좋고 편하고 이뻐요~! ,요즘 유행이라 샀는데 재질도 좋고 편하고 이 뻐요
5.0,여름에 샀지만 날 춥거나 흐릴때 종종 입을 수 있을 것 같아요. 잘어울려서 좋아요. 감사합니다.,여름에 샀지만 날 춥거나 흐릴 때 입을 수 있을 것 같아 요 잘 어울려서 좋아요 감사합니다
5.0,아디다스 트랙탑은 뭐 근본 데일리 아이템 ㅎㅎ 가볍고 얇아서 편하고 좋습니당,아디다스 트랙탑은 뭐 근본 데일리 아이템 가볍고 얇아서 편하고 좋습니당
5.0,국민 츄리링.. 정말 하나씩 쟁여두세요 짱입니다 강추,국민 츄리링 정말 하나씩 쟁여두세요 짱입니다 강추
5.0,다 품절이라 고민하다가 박시한 느낌으로 입으려고 구입했어요. 편해요.,다 품절이라 고민하다가 박시한 느낌으로 입으려고 구입했어요 편해요
5.0,사진으로 봤을땐 별로 안이뻤는데 실제로 받고보면 너무 이뻐요 편하고 좋네요!,사진으로 봤을 땐 별로 안이 뻤는데 실제로 받고 보면 너무 이 뻐요 편하고 좋네요
5.0,오버핏으로 입으려고 샀는데 너무 예뻐요 여자친구가 뺏어입었는데 귀엽네욬ㅋ 잘 입을게요,오버핏으로 입으려고 샀는데 너무 예뻐요 여자친구가 뺏어 입었는데 귀엽 네 욬 잘 입을 게요
5.0,정말 이쁘고 휘뚤마뚤 잘 입고 다닐수있어요 딱 핏하게 맞아서 좋네요!,정말 이 쁘고 휘뚤마뚤 잘 입고 다닐 수 있어요 딱 핏하게 맞아서 좋네요
5.0,조금 박시하게 입고 싶어서 M시켰습니두 지퍼 안잠그면 엉덩이 가려지고 지퍼 잠그면 밴딩 짱짱해서 엉덩이 위로 올라가여 소매가 좀 긴편인데 접어서 입을 정도는 아닙니두🤓,조금 박시하게 입고 싶어서 시켰습니 두 지 퍼 안 잠그면 엉덩이 가려지고 지퍼 잠그면 밴딩 해서 엉덩이 위로 올라가 여 소매가 좀 긴 편인데 접어서 입을 정도는 아닙니두
5.0,두께가 엄청 두껍지 않아서 쌀쌀할 때 걸치기 좋아요 사이즈가 없어서 재고 나길 기다리다가 우연히 하나 딱 풀린거 보고 샀는데 좀 크긴해요 밑단 밴딩이 워낙 짱짱해서 밑단 접어서 입으면 딱 좋아요,두께가 엄청 두껍지 않아서 할 때 걸치기 좋아요 사이즈가 없어서 재고 나 길 기다리다가 우연히 하나 딱 풀린 거 보고 샀는데 좀 크긴 해요 밑단 밴딩이 워낙 해서 밑단 접어서 입으면 딱 좋아요
5.0,매우만족 감사합니다 ㅎㅎ  겨울제외 3계절로는 딱이네요 ,매우 만족 감사합니다 겨울 제외 계절로는 딱이네요
5.0,오버핏으로 크게 입기 좋아요 요즘 날씨에 입기 좋아요,오버핏으로 크게 입 기 좋아요 요즘 날씨에 입 기 좋아요
5.0,제가 생각한 핏 그대로 나와줘서 너무 만족스럽습니다!,제가 생각한 핏 그대로 나와줘서 너무 만족스럽습니다
5.0,가볍게 걸치고 다니기 좋은 것 같습니다. 단점은 길가다가 같은 옷 입은 사람이 많다 정도? ,가볍게 걸치고 다니기 좋은 것 같습니다 단점은 길가다가 같은 옷 입은 사람이 많다 정도
4.0,진짜 좋습니다 사이즈나 두께감 다 좋아서 정말 편해요,진짜 좋습니다 사이즈나 두께감 다 좋아서 정말 편해요
5.0,아디다스 저지 최고 후루룹 xl였으면 기장 더 예쁠 것 같지만 사이즈 없어서 샀습니다.,아디다스 저지 최고 후루룹 였으면 기 장 더 예쁠 것 같지만 사이즈 없어서 샀습니다
5.0,이뻐요 옛생각이 나는 옷이라 다시 구매했습니다,이 뻐요 옛 생각이 나는 옷이라 다시 구매했습니다
5.0,여자친구 선물로 샀습니다 힙하고 너무 예쁘네요!,여자친구 선물로 샀습니다 힙하고 너무 예쁘네요
4.0,폴리백 포장으로 받았고 창고에 있던건지 비닐팩이 좀 낡은 느낌. 그래도 상품은 좋았고 잘 사용할게요,폴리백 포장으로 받았고 창고에 있던 건지 비닐 팩이 좀 낡은 느낌 그래도 상품은 좋았고 잘 사용할게요
5.0,2xl로 시키길 잘한거 같아요 기장이 좀 긴거같긴 하지만 감안하고 입을수있을 정도입니다 배송도 빨라서 좋았어용,로 시키길 잘한 거 같아 요 기장이 좀 긴 거 같긴 하지만 감안하고 입을 수 있을 정도입니다 배송도 빨라서 좋았어용
5.0,운동하러 갈 때 편하게 입을만한 옷으로 샀는데 역시 좋습니다,운동하러 갈 때 편하게 입을 만한 옷으로 샀는데 역시 좋습니다
