Review,Star,Processed_Review
오버핏으로 너무너무 이뻐요 이번 여름시즌동안 정말 이쁘게 잘 입을거 같네요!!👍👍,5.0,오버핏으로 너무너무 이 뻐요 이번 여름 시즌 동안 정말 이쁘게 잘 입을 거 같네요
블프세일로 저렴하게 구매했어요 핏도 색감도 맘에 들어요 기여움..🤤,5.0,블프세일로 저렴하게 구매했어요 핏도 색감도 맘에 들어 요 기여움
타임세일로 가성비 최강바지 얻었네용 감사합니동,5.0,타임세일로 가성비 최강 바지 얻었네 용 감사합니동
너무 예쁜데 많이 커요 ㅠ~ㅠ 골반에 걸쳐도 걍 큰게 보여요 ㅋㅋ 바지에서 냄새도 많이납니다 그래도 귀엽고 예뻐요,4.0,너무 예쁜데 많이 커요 골반에 걸쳐도 걍 큰 게 보여 요 바지에서 냄새도 많이 납니다 그래도 귀엽고 예뻐요
"사이즈 넉넉하고 핏 너무 이쁩니다
여름에 시원하게 입기 좋을거같아용!",5.0,사이즈 하고 핏 너무 이쁩니다 여름에 시원하게 입 기 좋을 거 같아용
"무릎밑까지 예쁘게 떨어지는 반바지입니다
처음에는 기장이 너무 긴거 아닌가 걱정했는데 입으니깐 생각보다는 안길어요 
예쁜 데님쇼츠 가성비있게 잘샀어요",5.0,무릎 밑까지 예쁘게 떨어지는 반 바지입니다 처음에는 기장이 너무 긴 거 아닌가 걱정했는데 입으니깐 생각보다는 안길어요 예쁜 데님 쇼츠 가성비 있게 잘 샀어요
여름에 어떤 상의에도 어울리는 만능바지라 할 수 있습니다. 적당한 기장감으로 다리 두껍거나 얇은것이 커버됩니다,4.0,여름에 어떤 상의에도 어울리는 만능 바지라 할 수 있습니다 적당한 기장감으로 다리 두껍거나 얇은 것이 커버됩니다
일단 핏이랑 기장 너무 마음에 들었습니다! 색감도 너무 예뻤구요 다만 아쉬운 점은 제품이 오고 바로 열어봤을 때 구겨짐이 좀 심한 채로 왔었고 냄새도 썩 좋진 않았아요 그리고 단추랑 지퍼도 손을 좀 써야돼서 아쉬웠습니다,3.0,일단 핏이랑 기장 너무 마음에 들었습니다 색감도 너무 예뻤구요 다만 아쉬운 점은 제품이 오고 바로 열어봤을 때 구겨짐이 좀 심한 채로 왔었고 냄새도 썩 좋진 않았아요 그리고 단 추랑 지 퍼도 손을 좀 써야 돼서 아쉬웠습니다
완전 얇고 여름에 딱입니다 기장도 너무 길지 않아서 입문하기 좋아요,5.0,완전 얇고 여름에 딱입니다 기장도 너무 길지 않아서 입문하기 좋아요
바지 너무 예뻐요 사이즈도 정사이즈로 가면 될거같아요,5.0,바지 너무 예뻐요 사이즈도 정 사이즈로 가면 될 거 같아요
"딱 원하던 색감이라 바로 구매했어요
사진과 똑같은 색감이고
정말 맘에 드는 버뮤다핏에요
약간 여름 팬츠에 비해 두꺼운감이 있지만
못입을정돈 아니라 좋았어요 ㅎ",5.0,딱 원하던 색감이라 바로 구매했어요 사진과 똑같은 색감이고 정말 맘에 드는 버뮤다핏에 요 약간 여름 팬츠에 비해 두꺼운 감이 있지만 못 입을 정돈 아니라 좋았어요
아 진짜 너무 만족하는 바지입니다 너무 예쁘네요,5.0,아 진짜 너무 만족하는 바지입니다 너무 예쁘네요
생각보다 워싱이 진해서 놀랐고 허리도 조금 작은 느낌이었어요! 그래도 어떻개 잘 내려서 입으면 생각했던 기장이라 만족합니당,4.0,생각보다 워싱이 진해서 놀랐고 허리도 조금 작은 느낌이었어요 그래도 어떻개 잘 내려서 입으면 생각했던 기장이라 만족합니당
바지 배송거의 3주가까이 걸려요 엄청오래걸려서 꽤오래 기다리셔야됩니다. 배송온 바지는 젖어있어서 배송상태가 별로에요 오다가 비맞았나 싶었음… 너무 축축함 그리고 처음받으면 너무 더러워서 여러번 세탁해서 입어야 될듯요 ㅜ 싼게 비지떡인데 진짜 그런느낌너무줌,1.0,바지 배송 거의 주 가까이 걸려 요 엄청 오래 걸려서 꽤 오래 기다리셔야 됩니다 배송 온 바지는 젖어 있어서 배송 상태가 별로에요 오다가 비 맞았나 싶었음 너무 함 그리고 처음 받으면 너무 더러워서 여러 번 세탁해서 입어야 될 듯 요 싼 게 비지 떡인데 진짜 그런 느낌 너무 줌
짱커요 금데 그냥 그맛에 입으려고 산거라 ㄱㅊ습니다 허리 수선했고 색감은 귀여워요,5.0,짱 커요 금데 그냥 그 맛에 입으려고 산 거라 습니다 허리 수선했고 색감은 귀여워요
디자인이 너무 예쁘고 색깔도 마음에 들어요 제가 원하는 핏이라 구매하길 잘했다는 생각이 드네요~,5.0,디자인이 너무 예쁘고 색깔도 마음에 들어 요 제가 원하는 핏이라 구매하길 잘했다는 생각이 드네요
처음 뜯자마자 너무 큰거 아닌가 생각했는데 막상 입어보니 딱 원하던 핏이에요 맘에 드네요,5.0,처음 뜯자마자 너무 큰 거 아닌가 생각했는데 막상 입어보니 딱 원하던 핏이에 요 맘에 드네요
"원래 이런 용도 바지 맞죠?
근본다운 코디 한번 해봤습니다
잘 들어가는게 완벽하네요
28~29입는데 30이라 저한텐 크네요
그래도 편한건 둘째 셋째 치더라도
생각보다 핏감이 잘 빠졌습니다
색감도 너무 좋고요
근데 문제는 재입고가 늦어져서 지난주까지만 해도 입어도 되겠지 했는데
이번주에 와서 이제 못입게 생겼다는거😹",5.0,원래 이런 용도 바지 맞죠 근본 다운 코디 한번 해봤습니다 잘 들어가는 게 완벽하네요 입는데 이라 저한텐 크네요 그래도 편한 건 둘째 셋째 치더라도 생각보다 핏감이 잘 빠졌습니다 색감도 너무 좋고요 근데 문제는 재입고가 늦어져서 지난주까지만 해도 입어도 되겠지 했는데 이번 주에 와서 이 제 못 입게 생겼다는 거
버뮤다 청으로 하나 찾다가 괜찮은 가격에 구매해서 이번 여름 휘뚜루마뚜루 잘 입고 다니고 있습니다!! 마감도 좋아서 청 버뮤다 찾는다 하시면 추천드려요,4.0,버뮤다 청으로 하나 찾다가 괜찮은 가격에 구매해서 이번 여름 휘뚜루 마 뚜루 잘 입고 다니고 있습니다 마감도 좋아서 청 버뮤다 찾는다 하시면 추천드려요
제가 엉덩이 쪽이 발달했는데 엉덩이까지 잘 들어가고 질감도 만족스럽습니다 다만 너무 더우면 입긴 힘들거 같아요 어느 정도 두께감이 있어서,5.0,제가 엉덩이 쪽이 발달했는데 엉덩이까지 잘 들어가고 질감도 만족스럽습니다 다 만 너무 더우면 입긴 힘들 거 같아 요 어느 정도 두께감이 있어서
데님 가성비가 정말 최고입니다 너무너무 만족합니다,5.0,데님 가성비가 정말 최고입니다 너 무너무 만족합니다
"팁 3줄 요약
☝️ 허리에 맞춰 사도 핏 괜찮긴 한데 y2k에 지대로 탑승하고 싶으면 한 사이즈 크게 사서 등짝룩으로 입고 다니는 게 좋음
✌️ 스판끼가 거의 없는 것 같음 살찌면 입을 수 있을지 자신 X
☝️✌️ 색은 딱 예쁜 중청이고 버뮤다 팬츠 초심자용으로 굿 ~! 디테일도 즉당함 가성비템이라고 생각",5.0,팁 줄 요약 허리에 맞춰 사도 핏 괜찮긴 한데 에 지대로 탑승하고 싶으면 한 사이즈 크게 사서 등 짝룩으로 입고 다니는 게 좋음 스판끼가 거의 없는 것 같음 살 찌면 입을 수 있을지 자신 색은 딱 예쁜 중청이 고 버뮤다 팬츠 초심 자용으로 굿 디테일도 즉당함 가성비템이라고 생각
여행가서 입으려고 샀는데 허리 사이즈도 그렇고 바지통도 그렇고 너무 만족스러워요,5.0,여행가서 입으려고 샀는데 허리 사이즈도 그렇고 바지 통도 그렇고 너무 만족스러워요
"길이가 긴 버뮤다를 찾고있어서 샀는데 무릎 살짝 밑까지 오는 딱 제가 원하던 길이 입니다⭐️
허리는 좀 크지만 골반에 걸려서 흘러내리진 않아요!
완전 맨날 입는 중이에요
주변에서 예쁘다고 했어요
완전 추천👍🏻",5.0,길이가 긴 버뮤다를 찾고 있어서 샀는데 무릎 살짝 밑까지 오는 딱 제가 원하던 길이 입니다 허리는 좀 크지만 골반에 걸려서 흘러내리진 않아 요 완전 맨날 입는 중이에 요 주변에서 예쁘다고 했어요 완전 추천
"오버핏 카라티에 매칭 해보았슴돠 
너무 이쁘지 않나요 ? 이건 꼭 사셔야 하는 아이템입니다
실제로 입어보면 훨씬 이쁩니다
미쳤습니다
주변 사람들도 너무 이쁘다고 합니다 
옷 색감도 좋고 옷도매우 편한폄입니다
예약 배송이여서 .. 좀 기다리긴 했지만…
기다린 만큼 더 매력적인 바지 입니다",5.0,오버핏 카라티에 매칭 해보았슴돠 너무 이 쁘지 않나요 이건 꼭 사셔야 하는 아이템입니다 실제로 입어보면 훨씬 이쁩니다 미쳤습니다 주변 사람들도 너무 이쁘다고 합니다 옷 색감도 좋고 옷도 매우 편한 폄입니다 예약 배송이여서 좀 기다리 긴 했지만 기 다린 만큼 더 매력적인 바지 입니다
1사이즈 착용했습니다. 사이즈랑 바지핏 너무 예쁘구요 코디하기 어려울줄 알았는데 어디에 입어도 예뻐요! 바람막이에 입으면 더 예쁠거 같네요🍃,5.0,사이즈 착용했습니다 사이즈랑 바지 핏 너무 예쁘구요 코디하기 어려울 줄 알았는데 어디에 입어도 예뻐요 바람막이에 입으면 더 예쁠 거 같네요
사이즈는 가장 작은 사이즈 샀어요! 옷은 색이랑 디자인은 너무 예쁜데 허리 사이즈가 큰게 좀 아쉬워요😢 그래도 흘러내리는 정도는 아니여서 벨트 매서 입으면 괜찮아요. 좋지는 않은 냄새가 나서 세탁 했는데도 미세하게 남아서 몇 번 더 세탁하면 사라질거 같아요. 줄어들거나 색빠짐은 없었어요! 배송 빨랐구요 가볍게 코디하기에 너무 예쁜 바지네요😍,4.0,사이즈는 가장 작은 사이즈 샀어요 옷은 색이랑 디자인은 너무 예쁜데 허리 사이즈가 큰 게 좀 아쉬워요 그래도 흘러내리는 정도는 아니여서 벨트 매서 입으면 괜찮아요 좋지는 않은 냄새가 나서 세탁 했는데도 미세하게 남아서 몇 번 더 세탁하면 사라질 거 같아 요 줄어들거나 색 빠짐은 없었어요 배송 빨랐구요 가볍게 코디하기에 너무 예쁜 바지네요
"세일하길래 생각없이 구매했는데 

생각보다 핏이 너무 좋고 색감도 이뻐서 놀랐어요

아무데나 입어도 잘 어울려서 좋습니다

활용도 높은 새깅하기 좋은 바지",5.0,세일하길래 생각 없이 구매했는데 생각보다 핏이 너무 좋고 색감도 이 뻐서 놀랐어요 아무 데나 입어도 잘 어울려서 좋습니다 활용도 높은 새깅하기 좋은 바지
허리가 조금 크긴한데 핏이 무릎 살짝 걸치게 입으면 되게 이쁘고 왼쪽 허벅지 쪽에 띠가 꼬아져 있는게 포인트로 이뻐요,5.0,허리가 조금 크긴 한데 핏이 무릎 살짝 걸치게 입으면 되게 이 쁘고 왼쪽 허벅지 쪽에 띠가 꼬아져 있는 게 포인트로 이 뻐요
색감이 생각보다 진하긴하지만 기장이나 핏이 좋아서 여러 매치가 가능합니다,5.0,색감이 생각보다 진하긴 하지만 기장이나 핏이 좋아서 여러 매치가 가능합니다
청반바지 입문용으로 너무나 좋습니다. 이번 여름에 요긴하게 입을거 같네요.,5.0,청반바지 입문용으로 너무나 좋습니다 이번 여름에 요긴하게 입을 거 같네요
예쁨니다. 친구가 초딩같다 했지만 힙스터인 저는 남들 시선에 굴하지않고 잘 입고있습니다 사이즈는 딱입니다 허리가 살짝 쨍기긴 하는데 괜찮습니다 입기 전날 저녁을 굶거나 입기전 배를 비워주면 딱 들어갑니다. 상의는  오버핏을 입으면 너무 부해보이고 딱맞는거나 정사이즈입으면 이쁠것같습니다.,5.0,예쁨니다 친구가 초딩 같다 했지만 힙스터인 저는 남들 시선에 굴하지 않고 잘 입고 있습니다 사이즈는 딱입니다 허리가 살짝 쨍기 긴 하는데 괜찮습니다 입 기 전날 저녁을 굶거나 입 기전 배를 비워주면 딱 들어갑니다 상의는 오버핏을 입으면 너무 부해 보이고 딱 맞는 거나 정 사이즈 입으면 이 쁠 것 같습니다
"바지 사이즈는 생각보가 큰편이여서 벨트가 필수입니다!!
하지만 바지가 보시다싶이 너무 예뻐서 핏도 딱 마음에 들고
평소 오버사이즈 상의 많이 입으신다면 같이 코디하시는걸 추천합니다!",5.0,바지 사이즈는 생각보가 큰 편이여서 벨트가 필수입니다 하지만 바지가 보시다 싶이 너무 예뻐서 핏도 딱 마음에 들고 평소 오버사이즈 상의 많이 입으신다면 같이 코디하시는 걸 추천합니다
"먼저 사이즈 허리사이즈에 맞춰서 구매했는데 한치수 크게
사도 될뻔했습니다ㅎㅎ조금 아쉽지만 디자인이 너무 이뻐서 만족합니다 이쁘게 잘입을게요",5.0,먼저 사이즈 허리 사이즈에 맞춰서 구매했는데 한 치수 크게 사도 될 뻔 했습니다 조금 아쉽지만 디자인이 너무 이 뻐서 만족합니다 이쁘게 잘 입을 게요
"싸이즈는  30 했는데  딱  맞아요

착용감은  편하네요

모델의  느낌은  한치수  크게  주문하면  좋을것  같네요",5.0,싸이즈는 했는데 딱 맞아요 착용감은 편하네요 모델의 느낌은 한 치수 크게 주문하면 좋을 것 같네요
통이커서 엄청시원하고 흰색셔츠랑입으면 찰떡임,5.0,통이 커서 엄청 시원하고 흰색 셔츠랑 입으면 찰떡임
"반바지가 없고 또 요즘은 짧은 반바지가 많다보니 체형에 맞는게 잘 없더라구요

원래는 32-34정도 입는데 널널하게 36으로 사봤습니다
골반 맞추다보니 허리는 옷핀이랑 허리띠로 줄여서 다른 분들이랑 핏이 다를 수 있어요!

저렇게 조절해서 길이는 무릎을 덮을랑 말랑 합니다
허벅지랑 다 널널하구요! 무더위 여름에 입기엔 살짝 두꺼운 감은 있어요",5.0,반바지가 없고 또 요즘은 짧은 반바지가 많다 보니 체형에 맞는 게 잘 없더라구 요 원래는 정도 입는데 하게 으로 사봤습니다 골반 맞추다 보니 허리는 옷핀이랑 허리띠로 줄여서 다른 분들이랑 핏이 다를 수 있어요 저렇게 조절해서 길이는 무릎을 덮을 랑 말랑 합니다 허벅지랑 다 하구요 무더위 여름에 입기엔 살짝 두꺼운 감은 있어요
"데님 버뮤다 팬츠는 처음 입어보는데 귀엽고 이뻐요!
젤 작은 사이즈 한건데도 허리가 넘 커서 벨트로 확조였더니 핏이 이쁘게 안떨어지는게 아쉽 ㅠㅠ 더 작은 사이즈도 만들어주세여,,",5.0,데님 버뮤다 팬츠는 처음 입어보는데 귀엽고 이 뻐요 젤 작은 사이즈 한 건데도 허리가 넘 커서 벨트로 확조였더니 핏이 이 쁘게 안 떨어지는 게 아쉽 더 작은 사이즈도 만들어 주세여
디자인 좋고 컬러가 어두운듯 무겁지 않아 마음에 드네요.,5.0,디자인 좋고 컬러가 어두운 듯 무겁지 않아 마음에 드네요
"배송도 빠르고 핏도 너무 예쁘네요!!
색감도 제가 생각한 것고ㅏ 같아서 너무 좋네요!",5.0,배송도 빠르고 핏도 너무 예쁘네요 색감도 제가 생각한 것 고 같아서 너무 좋네요
