Processed_Review,keyword
일단 너무너무 예쁘고 가성비 갑에 다가 유행하는 러블리 코어 그리고 발레 코어에 꼭 맞는 아이템이에요 레알 너무 예뻐요 저만 입게 사지 마세요 다들,"유행, 아이템, 가성비, 말다, 러블리, 코어, 코어"
리본이랑 레이스가 넘 기 여운 치마에 요 치마가 많이 짧다고 해서 걱정했는데 저는 키가 작아서 길이도 딱 맞고 안에 속 바지도 있어서 너무 편했어요 처음 왔을 때는 구김이 좀 있었는데 스팀 한 번 하니까 하루 종일 입고 다녀도 구김이 안 가더라구 여 아무 티에도 잘 어울리고 딱 붙지 않아서 여름에도 시원하게 잘 입을 거 같아요,"어울리다, 종일, 리본, 바지, 치마, 길이, 작다, 치마"
우와 요새 유행하는 느낌의 치마 싸게 잘 샀아요 제가 키가 작은 편인데도 짧아서 엉덩이 다 보일 걱 같아 요 레이어드 용으로 입어야겠어요,"엉덩이, 펴다, 유행, 레이어 드, 보이다, 요새, 키, 작다"
키 인데 길이가 안 길어서 좋아요 너무 퍼도 않고 밴딩도 편하고 디자인이 너무 예뻐요,"밴딩, 편하다, 길이, 디자인, 퍼"
생각보다 더 짧아서 팬츠랑 레이어드해서 입어요 실물이 더 귀엽고 뽀짝해요,"레이어 드, 팬츠, 실물, 짧다, 뽀짝해, 귀엽다"
같이 산 시 눈 블라우스랑 입었는데 찰떡이네요 추천,"블라우스, 추천, 찰떡"
요즘 유행하는 레이스 스커트 다 좋고 예쁜데 길이가 너무 짧아서 아쉬워요 안에 바지 내장이라 그래도 다행,"스커트, 유행, 내장, 다행, 레이스, 길이, 바지"
길이가 상당히 짧아요 전 키가 작아서 괜춘해요 키크 신 분들은 비추입니다 블랙 화이트 둘 다 구입했어요 리본이 포인트라 크롭 반팔에 어 울릴 듯,"키크, 크롭, 키, 비추다, 상당하다, 리본, 울리다, 포인트, 팔, 길이"
모델 분 입으신 것처럼 상의를 그냥 무난한 티셔츠로 입어도 이 치마가 캐리해주는 것 같아 요 너무 튀지 않으면서도 꾸민 느낌이라 좋습니당,"캐리 해주다, 티셔츠, 상의, 치마, 모델, 니당다"
세탁 처음에 하고 나서 밴드가 말려서 아무리 해봐도 펴도 않고 입으면 안 그래도 짧았던 치마가 밴드 말린 것 때문에 엉덩이가 보일 정도가 됐어요 진짜 절대 사지 마세요 보세에서도 이 정도 퀄 나오기 힘든데 생돈 날렸네요,"말리다, 엉덩이, 말리다, 나오다, 생돈, 보이다"
세일할 때 싸게 잘 샀어요 리본이 귀엽고 이 뻐요 키 작녀한테 어 울려요,"일, 울리다, 녀, 리본, 싸다, 귀엽다"
아니 이거 너무 이쁨요 이런 스타일 안 좋아하는데 헉 함 그치만 뼈 말라나 진짜 마른 사람이 입으면 핵이 쁠 것 같음요 이 가격에 안살이유 없어요 에 별로 안 짧음,"말르다, 아니다, 살다 이유, 마르다, 이렇다, 사람, 그치다"
원래 제가 입으려고 샀는데 키 이라서 너무 짧아서 딸 입혔네요 근데 아이돌 같고 너무 이 뻐요 딸이 마음에 들어합니다 키 한테도 치마 길이는 많이 짧고요 안에 속 바지가 붙어 있는 스타일이지만 그것도 해서 그래도 없는 것보단 낫네요 암튼 이쁜 건 이 뻐요,"스타일, 아이돌, 길이, 바지, 원래, 치마"
리본이 조그맣고 기 엽고 주름이나 레이스가 과하지 않아서 입을 맛이나요,"레이스, 엽, 리본, 주름, 조그맣다, 맛 이나"
생각보다 짧은 데 속 바지가 있어서 괜찮았어요 너무 유치할까 걱정했는데 리본이 엄청 튀지는 않는 거 같아요,"리본, 바지, 튀다, 짧다, 유치하다"
기다린 만큼 정말 마음에 드는 옷이에요 안쪽이 바지로 되어 있어 편하기도 합니다 면도 해서 옷 모양이 틀어 않아 좋습니다,"편하다, 면도, 틀다, 기다리다, 바지"
이 코디 그대로 사세요 진짜 속 바지 붙어 있어서 편하고 완전 잘 입었어요 디테일이 뽀짝 뽀짝 진짜 귀여워요,"디테 일이, 편하다, 바지, 코디, 그대로"
착용감이 좋고 편해요 좀 만 작았으면 좋을 텐데 그래도 핏이 괜찮아요 원래 밴딩 있는 하의 안 좋아하는데 이건 왠지 맘에 듭니다,"착용, 이건, 밴딩, 편하다, 원래, 듭니, 하의, 핏"
허리 고무줄이 좀 한 편이 긴 했으나 전반적인 사이즈나 소재 핏 다 괜찮았던 것 같습니다 특히 가격이 괜찮아서 여름 한 철 입기 좋아요 다만 주문하고 배송이 좀 느려서 못 입나 했는데 그래도 아슬아슬하게 와서 다행이었어요 큰 티셔츠랑 같이 입어도 괜찮고 슬리브리스랑 입어도 괜찮습니다,"티셔츠, 전반, 배송, 슬리브 리스, 아슬아슬하다, 주문, 오다, 고무줄"
세일할 때 싸게 구매했는데 디자인이나 디테일이 너무 예쁘고 깔끔해요 속바지가 있어서 안심되긴 하는데 그래도 길이가 신경 쓰일 만큼 짧긴 합니다 바람에 잘 날려요,"디자인, 날다, 바지, 길이, 신경, 일, 바람"
너무 사랑스럽고 러블리해요 너무 귀엽고 세트로 잘 사서 좋아요,"사랑스럽다, 러블리해, 세트, 사서, 귀엽다"
원단도 하고 저렴해 보이지도 않고 아주 예쁘고 맘에 듭니다 작은 리본 디테일도 들어가 있어요 추천,"원단, 보이지, 들어가다, 추천, 디테 일도, 듭니, 저렴하다, 리본"
너무 너무 이 쁘고 핏도 딱 원하는 핏이여서 너무 이 뻐요,"원하다, 핏이, 핏"
월 일에 주문해서 일 도착했어요 무신사 톡으로는 월에 도착한다 했는데 생각보다 빨리 도착했던 길이가 많이 짧아서 로우 웨스트로 입는 건 가 했는데 하이 웨스트로 올려 입어야 속 바지 밑 위가 맞네요 내려 입을 려니 밴딩이 해서 잘 안 되는 진짜 엉덩이까지만 가려지는 길이라 딱 붙는 치마였음 못 입었을 텐데 품이 엄청 넓다 보니 숙이지 않는 이상 보이진 않습니다 유행템이라 저렴한 걸루 사 봤는데 기 엽구 괜찮은 듯 덜 부담스럽게 검은색으로 할 걸 그랬나 싶긴 하네 여,"밴딩, 물다, 가려지다, 숙이다, 검은색, 도착, 보이다, 주문"
월 일에 주문해서 일 도착했어요 무신사 톡으로 막 월에 도착한다 했는데 생각보다 빨리 도착했던 옷은 넘 기 엽네요,"주문, 물다, 도착, 일, 엽네, 톡"
어디에나 잘 어울리는 찰떡 스커트에 요 안에 바지도 있어서 편하게 입을 수 있고 어느 룩에 매치해도 스타일리쉬하게 소화할 수 있는 스커트라 휘뚜루 마 뚜루 잘 입고 있답니다,"매치, 어울리다, 스커트, 스커트, 소화, 바지"
디테일 이 쁘고 가성비 좋아요 생각보다 퍼져서 짧아요 속바지 있어도 입어야 할 거 같아요,"가성비, 퍼지다, 바지, 디테일, 짧다"
치마처럼 생겼는데 바지라서 너무 편하고 좋아요,"편하다, 치마, 바지, 생기다"
기준 넘 짧지도 않고 좋은 것 같아 요 적당히 퐁실한 디자인이라 부담 없이 입을 수 있을 것 같아 요,"퐁실, 적당하다, 디자인, 기준, 짧다"
치마가 좀 해요 이런 레이스 스커트는 좀 차한 핏으로 입어야 이쁜데 넘 해서 좀 입다 보면 더 이 뻐질 듯 하네 여,"치마, 차, 스커트, 이렇다, 레이스"
진짜 티셔츠 이 휘뚜루 마 뚜루 너무 잘 입고 다니는 스커트 저렴하기 잘 삿어용,"티셔츠, 저렴하다, 스커트, 휘뚜루, 삿어용, 뚜루"
귀야워요 생각보다 길고 큽니다 그래도 기 엽어요 여름에 손자 주갈 듯,"엽어, 손자, 길다, 크다, 여름, 주 갈다, 귀 워"
진짜 너무너무 맘에 들어 요 짧다는 후기가 많은데 초반대까지는 괜찮을 것 같아 요 세일해서 가격도 합리적이고 최고입니다,"합리, 일해, 가격, 후기, 최고, 초반, 짧다"
할인해서 싸게 잘 삿어요 바지가 있어서 편하게 입을 수 잇어요,"편하다, 할인, 바지, 싸다, 잇다, 삿어"
너무 이 뻐 완전 만족 블랙도 구매합니다 속 바지 있어서 좋고 길이도 귀엽게 짧아요,"만족, 길이, 바지, 블랙, 짧다"
리본 스커트가 갖고 싶어서 샀는데 편하고 이 뻐요 가격도 괜찮아요,"스커트, 편하다, 가격, 리본, 싶다, 갖다"
살을 좀 빼고 입어야 할 듯 너무 하얗고 소녀스러워서,"소녀 스럽다, 살, 하얗다, 빼다"
귀여워요 아직 매치하기 좋은 티는 못 찾았는데 치마 자체는 귀엽습니다 속 바지도 있어요,"매치, 바지, 자체, 치마, 티, 귀엽다, 귀엽다"
모델샷 느낌 과 달리 착용하면 부해집니다 완전 리본 달려서 귀엽고 품질 좋지만 어떻게 코디해야 할지 저에겐 어려워서 한 번도 못 입었습니다 사진 찍거나 코디 잘하신다면 강추,"부다 지다, 착용, 달다, 사진, 강추, 리본, 어렵다"
이 신박한 디자인은 뭐죠 잠시 나이를 망각하고 홀리듯 결제해서 받아보니 대 만족이네요 아줌마지만 열심히 입고 다닐 게유,"만족, 망각, 결제, 디자인, 아줌마, 뭐, 박, 나이"
발레코어 스타일로 입어도 이 쁘고 오버핏 티에 입어줘도 러블리해요,"러블리해, 발레 코어, 스타일, 티, 오버핏"
이 뻐 요 너무 맘에 들어 요 팟이며 디자인이면 흠잡을 곳이 없네요,"디자인, 흠잡다, 팟, 없다, 곳"
키가 작은 편인데 길이가 딱 이 쁘고 속 바지가 내장되어 좋습니다,"길이, 키, 바지, 작다, 편, 내장 되어다"
