Review,common_keywords_all,common_keywords_3_plus,all_keywords_combined
사려다 샀는데 살 걸 우선 다른 피케 원피스보다 기장이 길었고 시원한 재질이여서 손이 잘 가요 단정한 느낌도 줘서 굿,,"가요, 기장, 길다, 단정하다, 사려, 손, 시원하다, 원피스, 재질, 주다","S, XS, 가요, 기장, 길다, 단정, 단정하다, 사려, 손, 시원하다, 여서, 원피스, 재질, 주다, 피케, 피케원피스"
키가 매우 매우 크기 때 무네 저에게는 미니 기장이 긴 한데 짧을 건 이 미 예상하고 구매했습니다 근데도 너무 예뻐요상체 이인데 팔뚝살 잘 감춰주고 단추 오픈해서 입으면 그나마 덜 이로 보여서 너무 좋아요 얇아서 좀 비치 긴 하지만 속 바지 속 치마 입으면 갠춘합니당 다른 색도 살까 고민중이에 요 너무 예뻐,,"미니, 얇다, 오픈, 짧다, 크기, 키","감추다, 갠 추다, 그나마, 단추, 덜, 미니, 민중, 밉다, 바지, 보, 비치, 상체, 색, 속바지, 속치마, 얇다, 예상, 오픈, 이로, 짧다, 추다, 치마, 크기, 키, 퉁퉁, 퉁퉁이, 팔뚝"
네이비랑 블랙 고 밈하다가 블랙 구매했어요 허리 잘록하게 잘 들어가고 핏이 뻐요 다만 많이 비치는 거 같아서 신경 써야 할 거 같아요, 네이비,"네이비, 들어가다, 밈, 블랙, 비치다, 써다, 잘록하다, 핏, 허리","고밈, 네이비, 들어가다, 밈, 블랙, 비치, 비치다, 신경, 써다, 잘록하다, 핏, 허리"
처음에 살까 살까 고민하다가 샀어요 질도 좋고 예뻐요 네이비도 살까봐 여,,"고민, 네이비, 살다, 질도, 처음","xs, 고민, 네이비, 살다, 질, 질도, 처음"
많이 짧지도 않고 깔끔한 핏에 허리 라인이 살짝 들어가서 예뻐요 옷감이 얇아서 밝은 데서 보면 원피스 속 다리 라인이 비쳐 보여서 속 치마를 입는 게 좋을 듯 해요 다른 컬러도 살 예정,,"깔끔하다, 다리, 들어가다, 라인, 밝다, 보, 비치다, 치마, 컬러","깔끔하다, 다리, 들어가다, 라인, 밝다, 보, 비치다, 속치마, 얇다, 여서, 예정, 옷감, 원피스, 치마, 컬러, 핏, 허리, 허리라인"
한 편인데 엠사이즈 잘 맞아요 딱 기 본 스타일이라서 매우 맘에 듭니다,,"맞다, 사이즈, 스타일, 편","듭니, 맞다, 사이즈, 스타일, 엠, 엠 사이즈, 엠사이즈, 인데, 통통, 편"
키가 있어서 살지 살 지 고민했는데 후기 보고 샀어요 제 체형이라면 은 사진 참고하시면 될 거 같아 요 딱 깔끔하게 예쁜 느낌이고 앞태가 진짜 예뻐요,,"고민, 깔끔하다, 라면, 보고, 사진, 참고, 후기","고민, 고밈, 깔끔하다, 네이비, 라면, 보고, 블랙, 비치, 사진, 살, 앞태, 지다, 참고, 체형, 체형 라면, 키, 핏, 허리, 후기"
소재가 얇고 시원해서 땀도 잘 흡수해줘요 근데 단점은 허벅지 부분이 다 비쳐 요 속 바지보다는 속 치마 입어야 좀 안 비칠 것 같아 요 저도 리뷰 하게 봤는데 이렇게까지 비칠 줄 몰랐어요 햇빛 비치면 그냥 다 보입니다 주의하시고 예쁜 옷 사세요,,"비치, 비치다, 소재, 이렇게, 주의, 허벅지","xs, 네이비, 단점, 땀, 리뷰, 모르다, 바지, 보다는, 보이다, 부분, 비치, 비치다, 소재, 시원하다, 이렇게, 주의, 질, 햇빛, 허벅지, 흡수, 흡수 해주다"
반 에게 타이트하게 맞아요 이 쁘고 핏하고 시원하지만 계속 숨 참고 있어야 한다는 게 단점입니다 그래도 잘 입고 다니고 있어요 키는 입니다,,"단점, 맞다, 시원하다, 참고, 타이트","계속, 단점, 맞다, 속치마, 시원하다, 원피스, 참고, 컬러, 키, 타이 트, 타이트, 핏, 한다는, 허리라인"
요즘 나오는 피케이 원피스들은 너무 달라붙거나 짧아서 입지를 못하는데 이건 제 키 기준 딱 이쁜 길이에 요 허리도 적당히 라인이 들어가서 날씬해 보입니다 약간 비침이 있어서 속 바지는 입는 게 좋아요,,"길이, 들어가다, 라인, 바지, 이건, 입지","기준, 길이, 나오다, 날씬하다, 달라붙다, 들어가다, 라인, 바지, 보이다, 비치다, 비침, 스타일, 엠사이즈, 원피스, 이건, 입지, 짧다, 통통, 피케, 허리"
