Review,common_keywords_all,common_keywords_3_plus,all_keywords_combined
기준 살짝 짧은 기장이기는 하지만 속 바지가 있어서 편하게 입 기 좋아요 옆쪽 슬릿 포인트가 하지 않고 아무데나 휘뚜루마 뚜루 입 기 좋습니당,,"기장, 기준, 니당다, 뚜루, 슬릿, 짧다, 편하다, 포인트","기장, 기장 이기다, 기준, 니당다, 뚜루, 바지, 속바지, 슬릿, 옆쪽, 이기다, 짧다, 편하다, 포인트, 휘뚜루, 휘뚜루마뚜루"
디자인은 정말 예쁜데 안에 박 음질은 엉망이에 요 단 기장이 아예 다르게 어긋나 있는데도 그냥 박아놨네요 너무 아쉬워요 교환해봤자 허접할 거 뻔해서 그냥 입습니다,,"교환, 기장, 다르다, 디자인, 박다, 아쉽다, 엉망, 음질, 해봤다, 허다","교환, 기장, 다르다, 디자인, 박다, 박음질, 뻔하다, 아쉽다, 어긋나다, 엉망, 음질, 접, 해봤다, 허다, 허다 접, 허다접"
교복 치마 대신 입으려고 샀는데 편하고 핏도 예쁘고 너무 만족합니다,,"교복, 대신, 만족하다, 치마, 편하다, 핏","교복, 대신, 만족하다, 치마, 편, 편하다, 핏"
저렴한 가격인데 품질 좋네요 안에 속 바지가 있어서 좀 짧긴 해도 부담 없어요 저한테는 허리가 크고 엉덩이가 조여서 계속 올라가 더 짧아지긴 하는데 음 괜찮아요 계속 내리면 되니까 요 노멀하게 스타일 있게 잘 입을 수 있을 것 같아 요, 스타일,"가격, 내리다, 노멀, 스타일, 엉덩이, 올라가다, 저렴하다, 조여, 짧아지다, 품질","가격, 계속, 굿굿, 내리다, 노멀, 부담, 속바지, 스타일, 엉덩이, 올라가다, 저렴하다, 조여, 짧다, 짧아지다, 크다, 테, 품질, 해도, 허리"
사이즈랑 길이가 완전 딱입니다 대 초반 사이즈 입으시면 사이즈 예쁘게 잘 맞을 것 같아 요 속 바지도 달려 있는 제품이라서 짧지만 편하게 입을 수 있어서 너무 좋습니다," 길이,  제품","길이, 달다, 사이즈, 제품, 짧다, 편하다","xs사이즈, 길이, 달다, 대다, 대초반, 딱이다, 맞다, 바지, 사이즈, 속바지, 제품, 짧다, 초반, 편하다"
허리가 얇은 편인데 뜨지 않고 딱 맞아서 좋아요 슬림해 보이고 어디에 코디해도 잘 어울려 요 디테일이 예뻐요,,"맞다, 보이, 슬림해, 어울리다, 일이, 코디, 해도, 허리","디테, 디테 일이, 디테일, 맞다, 보이, 슬림, 슬림해, 얇다, 어울리다, 인데, 일이, 코디, 코디 해도, 편, 해도, 허리"
얇은 여름 치마 짧음 딱 맞지만 더 날씬한 분들이 잘 어 울릴 듯,,"날씬하다, 맞다, 얇다, 여름, 울리다, 짧다, 치마","교복, 날씬하다, 맞다, 분, 얇다, 여름, 울리다, 짧다, 치마, 편, 핏"
예쁘고 짧고 타이트해요 세 가지 다 알고 주문했습니 당 아주 딱 맞아요 얇고 헐렁한 셔츠도 넣어 입으니까 잘 안 빠질 정도입니다 속에 바지가 있어서 편해요 아무튼 만족,,"가지, 만족, 셔츠, 속, 얇다, 타이트, 편하다","가격, 가지, 굿굿, 넣다, 만족, 맞다, 바지, 빠지다, 셔츠, 속, 속바지, 스타일, 아무튼, 알, 얇다, 엉덩이, 저렴하다, 주문, 타이트, 타이트해, 편하다, 품질, 허리, 헐렁하다"
깔끔하니 넘 이 뻐요 기다린 보람이 있어요 길이도 치마바지에 걸 맞는 딱 적당한 길이에요, 길이,"기다리다, 길이, 깔끔하다, 맞다, 바지, 보람, 적당하다","xs사이즈, 기다리다, 길이, 깔끔하다, 달다, 대초반, 맞다, 바지, 보람, 사이즈, 속바지, 에요, 적당하다, 제품, 짧다, 치마, 치마 바지, 편하다"
이 뻐요 갖춰 입기 좋아요 깔끔하고 핏이 이 뻐요 추천해여,,"갖추다, 깔끔하다, 추천, 핏","갖추다, 깔끔하다, 디테일, 슬림, 추천, 핏, 허리"
예뻐요 키가 큰 편이라 짧긴 한데 안에 바지가 내장되어 있어서 편해 요 질도 좋아욤, 짧다,"내장, 되어다, 바지, 좋아욤, 질도, 짧다, 편이, 편하다","날씬하다, 내장, 되어다, 바지, 분, 얇다, 어울리다, 여름치마, 자다, 좋아욤, 질도, 짧다, 크다, 키, 편이, 편하다"
속치마 있어서 입기 편해요 사이즈는 스커트 치 고 좀 안 달라붙습니다,,"달라붙다, 사이즈, 속, 스커트, 치마, 편하다","xs, 넣다, 달라붙다, 만족, 바지, 빠지다, 사이즈, 세가지, 셔츠, 속, 스커트, 아무튼, 알, 얇다, 자다, 주문니당다, 짧다, 치마, 타이트, 편하다, 헐렁하다"
로 샀다가 너무 커서 으로 교환했는데 허리도 편하게 잘 맞아요 안에 바지 있어서 속 바지 안 입어도 되고 핏도 이 쁘네요,,"교환, 맞다, 바지, 쁘네, 편하다, 허리","교환, 길이, 깔다끄다, 맞다, 바지, 쁘네, 치마바지, 커서, 편하다, 핏, 허리"
사이즈 딱 맞아요 근데 지퍼가 이가 빠져서 고장난 상태로 왔어요 지 퍼 좋은 걸로 좀 쓰세요,,"걸, 맞다, 빠지다, 사이즈, 상태, 쓸다, 오다, 지퍼","갖추다, 걸, 고장, 근데, 맞다, 빠지다, 사이즈, 상태, 쓸다, 오다, 지다, 지퍼, 추천, 핏"
여름에 입 기 좋은 재질이고 치마 안에 같은 재질의 속 바지가 붙어 있어서 편하게 입을 수 있을 것 같아 요 핏도 마음에 듭니다,,"바지, 여름, 재질, 치마, 편하다","듭니, 바지, 바지내장되어다, 붙다, 여름, 이고, 재질, 질도욤, 치마, 키크다편이, 편하다, 핏"
