Review,common_keywords_all,common_keywords_3_plus,all_keywords_combined
일단 너무너무 예쁘고 가성비 갑에 다가 유행하는 러블리 코어 그리고 발레 코어에 꼭 맞는 아이템이에요 레알 너무 예뻐요 저만 입게 사지 마세요 다들, 말다,"가성비, 다가, 러블리, 레알, 말다, 발레, 사지, 아이템, 저만, 코어","가성비, 다가, 러블리, 레알, 말다, 발레, 사지, 아이템, 유행, 이에요, 저만, 코어"
리본이랑 레이스가 넘 기 여운 치마에 요 치마가 많이 짧다고 해서 걱정했는데 저는 키가 작아서 길이도 딱 맞고 안에 속 바지도 있어서 너무 편했어요 처음 왔을 때는 구김이 좀 있었는데 스팀 한 번 하니까 하루 종일 입고 다녀도 구김이 안 가더라구 여 아무 티에도 잘 어울리고 딱 붙지 않아서 여름에도 시원하게 잘 입을 거 같아요,,"길이, 리본, 작다, 종일, 치마","가다, 구김, 길이, 레이스, 리본, 바지, 붙다, 스팀, 시원하다, 어울리다, 여름, 여운, 오다, 작다, 종일, 짧다, 처음, 치마, 키, 티, 편하다, 하루"
우와 요새 유행하는 느낌의 치마 싸게 잘 샀아요 제가 키가 작은 편인데도 짧아서 엉덩이 다 보일 걱 같아 요 레이어드 용으로 입어야겠어요, 유행,"보이다, 싸다, 엉덩이, 유행, 작다, 치마, 키, 펴다","레이어 드, 레이어드, 보이다, 싸다, 엉덩이, 요새, 우와, 유행, 작다, 짧다, 치마, 키, 펴다"
키 인데 길이가 안 길어서 좋아요 너무 퍼도 않고 밴딩도 편하고 디자인이 너무 예뻐요," 디자인,  길이","길이, 디자인, 밴딩, 퍼, 편하다","길이, 디자인, 밴딩, 인데, 키, 퍼, 퍼지다, 편하다"
생각보다 더 짧아서 팬츠랑 레이어드해서 입어요 실물이 더 귀엽고 뽀짝해요," 뽀짝해,  짧다","귀엽다, 레이어드, 뽀짝해, 실물, 짧다, 팬츠","귀엽다, 레이어 드, 레이어드, 뽀짝해, 실물, 짧다, 팬츠"
같이 산 시 눈 블라우스랑 입었는데 찰떡이네요 추천,,"블라우스, 찰떡, 추천","눈, 블라우스, 산, 시, 찰떡, 추천"
요즘 유행하는 레이스 스커트 다 좋고 예쁜데 길이가 너무 짧아서 아쉬워요 안에 바지 내장이라 그래도 다행," 내장,  바지","길이, 내장, 다행, 레이스, 바지, 스커트, 유행","길이, 내장, 다행, 레이스, 바지, 스커트, 아쉽다, 유행, 짧다"
길이가 상당히 짧아요 전 키가 작아서 괜춘해요 키크 신 분들은 비추입니다 블랙 화이트 둘 다 구입했어요 리본이 포인트라 크롭 반팔에 어 울릴 듯,,"길이, 리본, 블랙, 비추다, 상당하다, 울리다, 작다, 크롭, 키, 팔, 포인트, 화이트","괜춘해, 길이, 리본, 분, 블랙, 비추다, 상당하다, 신, 어울리다, 울리다, 작다, 짧다, 크다, 크롭, 키, 키크, 팔, 포인트, 화이트"
모델 분 입으신 것처럼 상의를 그냥 무난한 티셔츠로 입어도 이 치마가 캐리해주는 것 같아 요 너무 튀지 않으면서도 꾸민 느낌이라 좋습니당, 치마,"니당다, 모델, 상의, 치마, 캐리, 튀다, 티셔츠, 해주다","그냥, 꾸미다, 니당다, 모델, 분, 상의, 치마, 캐리, 캐리 해주다, 캐리해주다, 튀다, 티셔츠, 해주다"
세탁 처음에 하고 나서 밴드가 말려서 아무리 해봐도 펴도 않고 입으면 안 그래도 짧았던 치마가 밴드 말린 것 때문에 엉덩이가 보일 정도가 됐어요 진짜 절대 사지 마세요 보세에서도 이 정도 퀄 나오기 힘든데 생돈 날렸네요,,"나오다, 때문, 말다, 말리다, 밴드, 보이다, 사지, 생돈, 세탁, 아무리, 엉덩이, 절대, 힘드다","나서다, 나오다, 날리다, 돼다, 때문, 말다, 말리다, 밴드, 보이다, 사지, 생돈, 세탁, 아무리, 엉덩이, 절대, 짧다, 처음, 치마, 퀄, 펴다, 힘드다"
