Review,common_keywords_all,common_keywords_3_plus,all_keywords_combined
아무래도 키가 크다 보니 살짝 짧은 감은 있지만 입을 만 합니다 근데 진짜 너무너무 잘 비쳐요 그래서 좀 민망스 속 바지 필수인데 속 바지 입어도 다리 라인 다 보입니다, 라인,"다리, 라인, 바지, 보이다, 비치다, 짧다, 크다, 키, 필수","감다, 다리, 라인, 민망, 민망 스, 민망스, 바지, 보이다, 비치다, 속, 아무래도, 자다, 짧다, 크다, 키, 필수"
상의 반 하의 입는데 적당히 잘 맞습니다 키가 큰 편이라 미니 기장이고 그래도 많이 부담스러운 정도는 아니네요 다리 사이 비침이 조금 있지만 많이 신경 쓰이진 않네요 마감 깔끔하고 소재도 시원해 보여요, 미니,"기장, 깔끔하다, 미니, 부담스럽다, 상의, 소재, 아니다, 적당하다, 키, 편이, 하의","기장, 깔끔하다, 깔다끄다, 다리, 마감, 미니, 부담스럽다, 부담스럽지, 비치다, 비침, 상의, 소재, 시원, 시원하다, 신경, 쓰이다, 아니다, 이고, 자다, 적당하다, 크다, 키, 편, 편이, 하의"
생각보다 이쁘긴 한데 내가 과 연 이걸 입을 까어디갈 때 입을 라고 산거지 충동구매는 지갑에 좋지 않습니다 반성해 나 한 여름에 한 번 입어볼게요 원래 그냥 사는 거죠 입을 라고 사는 건가요, 반성,"건가, 그냥, 반성, 살다, 입어보다, 지갑","갈다, 거지, 건가, 걸, 그냥, 끄다, 내, 동, 라고, 반성, 산 거지, 살다, 여름, 원래, 입어보다, 지갑, 충, 충동"
일단 지금까지 사서 입었던 원피스 중에서 최고에 요 평소 바지 사이즈 입는 하비라서 이랑 엄청 고민했는데 저랑 비슷하신 분들은 엠 하셔도 충분하실 겁니다 키가 있어서 짧을 걱정했는데 길이도 딱 이 쁘고 스판끼 입기도 편하네요 검정색도 바로 살거에 욤 다들 고민하지 말고 사 세여,,"검정색, 겁니다, 고민, 분, 사서, 사이즈, 중, 최고, 충분하다","걱정, 검정색, 겁니다, 고민, 길이, 라서, 바지, 분, 사서, 사이즈, 살다, 스판끼, 엠, 원피스, 이랑, 중, 지금, 짧다, 최고, 충분하다, 키, 편하다, 평소, 하비, 하비라서"
끝 부분이 라인 일 줄 알았는데 살짝 붙는 편이에 요 근데 핏 너무 예쁩니당," 라인,  붙다","라인, 부분, 붙다, 알다, 편이","근데, 끝, 라인, 부분, 붙다, 알다, 편이, 핏"
시원해 요 사이즈 딱 좋아요 어깨가 조금 끼지만 엄청 불편하진 않아 요 생각보다 짧아요 앉을 때 쪼끔 신경 쓰이는 정도, 불편하다,"끼, 불편하다, 사이즈, 시원하다, 신경, 쓰이다, 앉다, 어깨, 짧다, 쪼끔","끼, 불편하다, 사이즈, 시원하다, 신경, 쓰이다, 앉다, 어깨, 짧다, 쪼끔"
예뻐용 너무 핏할까봐 엠으로 갔는데 에스 했어도 괜찮았을 것 같아 요 다른 색도 사고 시 퍼용, 색도,"가다, 사고, 색도, 에스, 엠, 퍼용, 핏","가다, 사고, 색도, 시, 에스, 엠, 퍼용, 핏"
대부분 폴로 원피스는 너무 짧아서 못 샀는데 길이가 딱 마음에 드네요,,"길이, 대부분, 원피스, 짧다, 폴로","길이, 대부분, 원피스, 짧다, 폴로"
는 길 것 같아서 로 샀더니 길이는 딱 좋아요 뱃살이 좀 신경 쓰이긴 하지만 그래도 너무 편하고 마음에 드네요 남은 여름 동안 알차게 입을 수 있을 것 같아 요 이런 원피스 엄청 찾아다녔는데 드디어 딱 마음에 드는 걸 찾아서 너무 좋아요 허리 라인이 너무 예쁘게 드러나서 더 좋은 것 같아 요,,"남다, 드디어, 드러나다, 라인, 뱃살, 신경, 쓰이다, 여름, 이렇다, 찾다, 찾아다니다","걸, 길, 길이, 남다, 늘다, 드디어, 드러나다, 라인, 뱃살, 수, 신경, 쓰이다, 알차다, 여름, 원피스, 이렇다, 찾다, 찾아다니다, 편하다, 허리"
소재가 얇아서 여름에 두 시원하고 편하게 입을 수 있을 거 같아 요 네이비 너무 예쁘고 길이도 너무 짧지 않고 적당해서 맘에 쏙 들어 용 다른 색도 구매하고 싶어요, 소재,"길이, 네이비, 색도, 소재, 시원하다, 싶다, 얇다, 여름, 적당하다, 편하다, 하고","길이, 네이비, 색도, 소재, 수, 시원하다, 싶다, 쏙, 얇다, 여름, 적당하다, 짧다, 편하다, 하고"
