Review,Processed_Review,common_keywords_all,common_keywords_3_plus
"스판이 있어서 쭉쭉 늘어나서 정말 편해요. 허리사이즈도 단추로 어느정도 조절가능하기 때문에 사이즈에 큰 구애 안받을 것 같아요. 제 스펙에는 (158-48) xs사이즈 좋았어요
앉아있다보면 구김이 잘 가긴 하는데, 서있으면 또 펴지기도 해요",스판이 있어서 쭉쭉 늘어나서 정말 편해요 허리 사이즈도 단추로 어느 정도 조절 가능하기 때문에 사이즈에 큰 구애 안 받을 것 같아요 제 스펙에는 xs 사이즈 좋았어요 앉아있다 보면 구김이 잘 가긴 하는데 서있으면 또 펴지기도 해요, 스펙,"구김, 구애, 늘어나다, 단추, 사이즈, 서다, 스판, 스펙, 앉다, 에는, 쭉쭉, 편하다"
"바스락거리는 원단이고 광택 없음
안감 없지만 비침 없음
뒷트임이 길게 있어서 보폭에 전혀 지장없음
허리가 큰편인데 안쪽으로 조금 조절가능함
컬러는 노란끼 많지않은 회베이지색
한여름까지 입어질만한 두께임",바스락거리는 원단이고 광택 없음 안감 없지만 비침 없음 뒤트임이 길게 있어서 보폭에 전혀 지장 없음 허리가 큰 편인데 안쪽으로 조금 조절 가능함 컬러는 노란 끼 많지 않은 회 베이지색 한여름까지 입어질만한 두께임,,"광택, 노랗다, 두께, 베이지색, 보폭, 안감, 원단, 전혀, 지장, 컬러, 허리"
얇고 가볍고 입고 활동하기 편해요 여름까지 잘 입을가같아요,얇고 가볍고 입고 활동하기 편해요 여름까지 잘 입을 가 같아요," 얇다,  여름","가다, 가볍다, 얇다, 여름, 편하다, 활동"
"소재가 시원하고 신축성이 좋아서 진짜 자주 입게돼요. 여행갈 때도 출근할 때도 입는 데일리템이 되어부럿음
건메탈도 같이 구매했는데 일주일동안 두개 돌려입어요 짱짱
색이 밝아서 아이보리나 그레이 상의 잘어울림",소재가 시원하고 신축성이 좋아서 진짜 자주 입게 돼요 여행 갈 때도 출근할 때도 입는 데일리템이 되어부럿음 건에 탈도 같이 구매했는데 일주일 동안 두 개 돌려 입어요 짱짱 색이 밝아서 아이보리나 그레이 상의 잘 어울림, 데일리,"그레이, 데일리, 밝다, 상의, 소재, 시원하다, 아이보리, 여행, 일주일, 출근"
매장에서 입어보고 색상많이 고민하다가 베이지로 했는데 너어무 이뻐요 착용감도 너무 편해서 손이 자주 갑니다 몸매도 이뻐보이고 시원해유 블랙도 살까 합니다앗!!( 한사이쥬 작게 사세요),매장에서 입어보고 색상 많이 고민하다가 베이지로 했는데 너무 이뻐요 착용감도 너무 편해서 손이 자주 갑니다 몸매도 이뻐 보이고 시원해 유 블랙도 살까 합니다앗 한사이쥬 작게 사세요," 고민,  색상","감다, 고민, 몸매, 보이, 블랙, 살다, 색상, 시원하다, 입어보다, 작다, 쥬, 착용, 편하다"
"생각보다 길고, 크고, 얇아요.
약간의 신축성이 있어서 활동하는데 불편하지는 않아요.
보통 28입으면 넉넉한데 s사이즈하니 딱 좋아요.",생각보다 길고 크고 얇아요 약간의 신축성이 있어서 활동하는데 불편하지는 않아요 보통 입으면 넉넉한데 s사이즈 하니 딱 좋아요, 사이즈,"길다, 넉넉하다, 보통, 불편하다, 사이즈, 신축, 얇다, 크다, 활동"
제가 골반이랑 엉덩이가 있는 체형인데 스몰 사이즈도 괜찮아요. 허리는 좀 커서 단추로 조이면 딱이네요. 뒤에 슬릿 덕분에 하나도 안 불편하고! 치마 사고 딱 개시한 날 샌드위치 먹다가 토마토를 흘렸는데 방수? 기능이 있는지 토마토만 샥 떼어내니까 흔적도 안 남았네요 후후 적당히 물 흘려보면 데구르르 굴러갑니다. 자주 흘리고 묻히는 제게 아주 찰떡궁합! 봄이랑 여름에 입기 좋을 것 같아용,제가 골반이랑 엉덩이가 있는 체형인데 스몰 사이즈도 괜찮아요 허리는 좀 커서 단추로 조이면 딱이네요 뒤에 슬릿 덕분에 하나도 안 불편하고 치마 사고 딱 개시한 날 샌드위치 먹다가 토마토를 흘렸는데 방수 기능이 있는지 토마토만 샥 떼어내니까 흔적도 안 남았네요 후후 적당히 물 흘려보면 데구루루 굴러갑니다 자주 흘리고 묻히는 제게 아주 찰떡궁합 봄이랑 여름에 입기 좋을 것 같아요,,"골반, 단추, 묻히다, 방수, 불편하다, 사이즈, 샌드위치, 스몰, 슬릿, 조이, 찰떡, 토마토, 흘리다"
"핫한 제품 사이즈 고민하다 골랐는데 커서 놀랬다가
센스있게 조절 단추가 있어 안심했어요. 제키기준 발목까지오는 롱기장인데 뒷트임이 길어서 안불편해요 가을에
잘입을텐데 날씨가 급추워져서 얼른 입고다녀야 겠어요",핫한 제품 사이즈 고민하다 골랐는데 커서 놀랬다가 센스 있게 조절 단추가 있어 안심했어요 제키기 준 발목까지 오는 롱 기장인데 뒤트임이 길어서 안 불편해요 가을에 잘 입을 텐데 날씨가 급추워져서 얼른 입고 다녀야겠어요,,"가을, 고르다, 급, 기장, 날씨, 놀래다, 발목, 불편하다, 사이즈, 심하다, 얼른, 조절, 추워지다, 커서, 키기, 텐데, 핫"
"매장에서 입어보고 인터넷으로구매했는데
허리가 너무 커요 ㅋㅋ
가볍고 좋긴합니다
뒷트임 편하고요
호캉스가서 입었눈데 좋았어요",매장에서 입어보고 인터넷으로 구매했는데 허리가 너무 커요 가볍고 좋긴 합니다 뒤트임 편하고요 호캉스가서 입었는데 좋았어요, 가볍다,"가볍다, 매장, 인터넷, 입어보다, 크다, 편하다, 허리, 호캉스가"
"스몰 사이즈 구매후 M사이즈로 다시 구매했어요  스몰은 허리는 맞는데 골반이 타이트해서 불편하더라구요
한사이즈 업니 허리는 좀 낙낙하지만 비조로 조절해서 입으면 되고 엉디가 좀 여유있으니까 훨씬 날씬해보이고 덜 더워요

로우로 입어도 하이로 입어도 엉디사이즈에 맞추는게 좋네요",스몰 사이즈 구매 후 M사이즈로 다시 구매했어요 스몰은 허리는 맞는데 골반이 타이트해서 불편하더라고요 한 사이즈 업니 허리는 좀 낙낙하지만 비조로 조절해서 입으면 되고 어디 가 좀 여유 있으니까 훨씬 날씬해 보이고 덜 더워요 호우로 입어도 하이로 입어도 어디 사이즈에 맞추는 게 좋네요, 타이트,"골반, 덥다, 비조, 사이즈, 업다, 여유, 조절, 타이트, 하이, 허리"
"사진이랑 똑같아요
마감처리 핏 좋아요
상의랑 다 무난하게 어울려서
아무거나 주워입고 나가고싶을때 자주 입어요",사진이랑 똑같아요 마감 처리 핏 좋아요 상의랑 다 무난하게 어울려서 아무거나 주워 입고 나가고 싶을 때 자주 입어요," 어울리다,  사진,  상의","거나, 똑같다, 마감, 무난, 사진, 상의, 어울리다, 줍다, 처리"
"사이즈 s랑 m 고민하던 중에 s로 골랐는데 생각보다 여유롭고 좋았어요! 과식해도 문제없을듯해용
양 옆에 조절하는 단추가 있어서 줄이면 이쁘게 딱 맞기도 해서 휘뚜루마뚜루 잘 입을 것 같아요",사이즈 s랑 m 고민하던 중에 s로 골랐는데 생각보다 여유롭고 좋았어요 과식해도 문제없을듯해요 양옆에 조절하는 단추가 있어서 줄이면 이쁘게 딱 맞기도 해서 휘뚜루마뚜루 잘 입을 것 같아요,,"고르다, 고민, 과식, 단추, 문제, 사이즈, 없다, 조절, 줄이다"
"허리가 약간 크긴한데 조절 단추가 있어서 줄일수 있어요. 
얇아서 시원하고 잘 늘어나서 편해요.",허리가 약간 크긴 한데 조절 단추가 있어서 줄일 수 있어요 얇아서 시원하고 잘 늘어나서 편해요," 줄이다,  허리,  편하다,  크다","늘어나다, 단추, 시원하다, 얇다, 조절, 줄이다, 크다, 편하다, 허리"
"S사이즈 양쪽 단추채우고 널널합니다..
xs 도 맞겠지만 아줌마라 뱃살이 튀어나와서 안예쁠거 같은 느낌??
쫙쫙 잘도 늘어나고 뒷트임이 있어서 대박 편함…
다른색상도 사고프다 ㅠㅠ",S사이즈 양쪽 단추 채우고 널찍합니다 xs 도 맞겠지만 아줌마라 뱃살이 튀어나와서 안 예쁠 거 같은 느낌 쫙쫙 잘도 늘어나고 뒤트임이 있어서 대박 편함 다른 색상도 사고프다,,"고프다, 널찍하다, 늘어나다, 단추, 대박, 맞다, 뱃살, 색상, 아줌마, 양쪽, 쫙쫙, 채우다, 튀어나오다, 편하다"
"무신사스탠다드매장에서 실물보고 이뻐서 온라인으로 구매했어요!
저렴한티 안나고 시원합니다.
162기준 조금 길어서 길이는 발목보이게 수선해야할거같아요.",무신사 스탠더드 매장에서 실물 보고 이뻐서 온라인으로 구매했어요 저렴한 티 안 나고 시원합니다 기준 조금 길어서 길이는 발목 보이게 수선해야 할 거 같아요, 온라인,"기준, 길이, 나다, 매장, 물다, 보이, 수선하다, 시원하다, 실물, 온라인, 저렴하다"
"허리도 살짝 크고 기장도 엄청 길어요 
But.. 예쁘니까 그냥 품어요 바스락 거려도 편하고 좋아요 
카고 스커트 솔직히 다른 브랜드는 너무 비싸요ㅜ 
무탠다드가 그나마 합리적인 가격대라서 샀는데 만족해용 
가을에도 잘 입을거 같구 … 암튼 기장이 길긴 기네요 
구래도 잘 입어보려구용",허리도 살짝 크고 기장도 엄청 길어요 But 예쁘니까 그냥 품어요 바스락 거려도 편하고 좋아요 카고 스커트 솔직히 다른 브랜드는 너무 비싸요 무탠다드가 그나마 합리적인 가격대라서 샀는데 만족해요 가을에도 잘 입을 거 같고 암튼 기장이 길긴 기네요 구래도 잘 입어보려고요, 비싸다,"가격, 가을, 거려, 구래, 그나마, 기장, 브랜드, 비싸다, 솔직하다, 품다, 합리, 허리"
카고 스타일이라 트랜디하고 너무 이쁩니다!! 맥시 스커트 찾고 있었는데 164기준 딱 발목에 와서 너무 예쁘고 뒷트임이 있어 걸을 때도 정말 편해요!! 엄청 힙한 무드도 아니라 데일리로 잘 입을 것 같고 다가오는 여름에 입기 좋은 재질이라 더 손이 갈 것 같습니다~! 허리도 폭 넓게 조정되어서 정말 좋아요! 여러모로 다 만족한 제품인 것 같습니다 :),카고 스타일이라 트랜디하고 너무 이쁩니다 맥시스커트 찾고 있었는데 기준 딱 발목에 와서 너무 예쁘고 뒤트임이 있어 걸을 때도 정말 편해요 엄청 힙한 무드도 아니라 데일리로 잘 입을 것 같고 다가오는 여름에 입기 좋은 재질이라 더 손이 갈 것 같습니다 허리도 폭넓게 조정되어서 정말 좋아요 여러모로 다 만족한 제품인 것 같습니다, 무드,"다가오다, 맥시, 무드, 발목, 스타일, 여름, 재질, 조정, 트랜디"
"후기대로 허리가 좀 큼.
근데 엉덩이 때문에 사이즈는 이게 맞는 것 같음
얇고 길어서 좋음",후기대로 허리가 좀 큼 근데 엉덩이 때문에 사이즈는 이게 맞는 것 같음 얇고 길어서 좋음, 얇다,"때문, 맞다, 사이즈, 얇다, 엉덩이, 크다, 허리, 후기"
베이지색상 다른컬러와 매칭이 잘되고 핏이 넘 마음에 듭니다. 샤라락한 천이라 시원하고 주머니도 있어 활용성 매우좋습니다.,베이지 색상 다른 컬러와 매칭이 잘되고 핏이 너무 마음에 듭니다 샤라락한 천이라 시원하고 주머니도 있어 활용성 매우 좋습니다," 컬러,  주머니","매칭, 베이지, 색상, 시원하다, 주머니, 천이, 컬러, 활용"
"색감이 좀 어두워서 아쉬워요~
일자핏이라 펑퍼짐해보이지않아서 좋네요.
요새 살이 쪘음에도 불구하고 허리는 넉넉해서 단추로 조절해야 더 이쁘네요.
마르신분들은 단추로 허리 줄여도 클거같네요.",색감이 좀 어두워서 아쉬워요 이자 핏이라 펑퍼짐해 보이지 않아서 좋네요 요새 살이 쪘음에도 불구하고 허리는 넉넉해서 단추로 조절해야 더 이쁘네요 마르신 분들은 단추로 허리 줄여도 클 거 같네요," 보이지,  불구","단추, 마르다, 보이지, 불구, 살이, 색감, 아쉽다, 어둡다, 줄이다, 찌다, 허리"
옷이 좀 크긴 힌데 이쁘구 좋아요 아주 맘에 듭니당,옷이 좀 크긴 한데 이쁘고 좋아요 아주 맘에 듭니다,크다,크다
"허리가 아주 조금이라도 조이는걸 극도로 싫어해ㅐ서 후기를 봤음에도 m을 시켰는데 역시나 큽니다 
단추를 다시 바느질해서 달았어요  조여지게 그럼에도 옷은 맘에 들어요  시원하고 얇아요",허리가 아주 조금이라도 조이는 걸 극도로 싫어해서 후기를 봤음에도 m을 시켰는데 역시나 큽니다 단추를 다시 바느질해서 달았어요 조여지게 그럼에도 옷은 맘에 들어요 시원하고 얇아요,,"그렇다, 단추, 달다, 바느질, 시원하다, 싫어하다, 얇다, 조이다, 크다, 허리"
배송도 빠르고 포장도 깔끔하게 와서 마음에 듭니다,배송도 빠르고 포장도 깔끔하게 와서 마음에 듭니다," 빠르다,  깔끔하다","깔끔하다, 배송, 빠르다, 오다, 포장"
생각보다 길이가 길지만 재질이랑 배송 만족해요ㅎ 좋습니다,생각보다 길이가 길지만 재질이랑 배송 만족해요 좋습니다," 재질,  길이","길, 길이, 만족하다, 배송, 재질"
"일단 재질 너무 시원하고 스판끼도 짱짱해서 다리찢기해도 될듯
크롭이랑 입었는데 다리도 길어보이고 넘 좋아용",일단 재질 너무 시원하고 스판기도 짱짱해서 다리 찢기 해도 될 듯 크롭이랑 입었는데 다리도 길어 보이고 너무 좋아요,,"길다, 다리, 보이, 재질, 짱짱하다, 찢기다, 크롭"
"길이가 꽤 길어요 발목정도 보이는 맥시 스커트예요 
좀 큰거같은데 허리줄이는 단추가 있어서 사이즈 조절이 가능해서 너무 좋아요~",길이가 꽤 길어요 발목 정도 보이는 맥시스커트예요 좀 큰 거 같은데 허리 줄이는 단추가 있어서 사이즈 조절이 가능해서 너무 좋아요," 줄이다,  길이,  조절,  보이다","가능하다, 길이, 단추, 발목, 보이다, 사이즈, 스커트, 조절, 줄이다, 크다, 허리"
스커트 편하고 이쁩니다. 시원해서 여름에 입기 좋아요,스커트 편하고 이쁩니다 시원해서 여름에 입기 좋아요, 편하다,"스커트, 시원하다, 여름, 편하다"
너무 이뻐요 입고가면 다들 물어봅니다 ㅎㅎ 어디서 샀는지! 또  구입 의사 있어요,너무 이뻐요 입고 가면 다들 물어봅니다 어디서 샀는지 또 구입 의사 있어요, 의사,"가면, 물어보다, 어디서, 의사"
오프라인에서 직원언니가 입은거보고 반해서 피팅해보자마자 바로 주문했어요 허리쪽에 한번더 줄일수있는 단추가있어서 모든분들이 사이즈 조절해서 잘 있으실꾸같구 소재도 시원시웡 얇아서 여름이 잘입도 다닐꺼같아요 제생각엔 비침도 별로 없는것같아요 👍👍,오프라인에서 직원 언니가 입은 거 보고 반해서 피팅 해보자마자 바로 주문했어요 허리 쪽에 한 번 더 줄일 수 있는 단추가 있어서 모든 분들이 사이즈 조절해서 잘 있으실꾸같구 소재도 시원시웡 얇아서 여름이 잘 입도 다닐 거 같아요 제 생각엔 비침도 별로 없는 것 같아요, 비침,"반하다, 별로, 비침, 사이즈, 소재, 얇다, 언니, 오프라인, 입도, 조절, 주문, 줄이다, 직원, 피팅"
평소 27입는데 널널해요 허리가 크게나온 편인듯해요 재질 시원하고 마감깔끔하고 좋아요,평소 입는데 널찍해요 허리가 크게 나온 편인듯해요 재질 시원하고 마감 깔끔하고 좋아요, 재질,"깔끔하다, 나오다, 널찍하다, 마감, 시원하다, 재질, 크게, 펴다, 평소, 허리"
마감 깔끔하고 얇으면서 탄탄한 재질이라 편하게 여기저기 잘 입을 듯해요 허리사이즈가 생각보다 여유 있어서 밥많이 먹어도 걱정 없을듯bb,마감 깔끔하고 얇으면서 탄탄한 재질이라 편하게 여기저기 잘 입을 듯해요 허리 사이즈가 생각보다 여유 있어서 밥 많이 먹어도 걱정 없을 듯 bb, 재질,"걱정, 깔끔하다, 마감, 먹다, 사이즈, 없다, 여기저기, 여유, 재질, 탄탄하다, 편하다"
160 기준으로 좀 길긴한데 가볍고 얇아서 땀차는 나일론재질이 아니라 한여름까지 편하게 잘입을거같아요,기준으로 좀 길긴 한데 가볍고 얇아서 땀 차는 나일론 재질이 아니라 한여름까지 편하게 잘 입을 거 같아요," 가볍다,  편하다,  재질","가볍다, 기준, 길다, 나일론, 아니다, 얇다, 재질, 편하다, 한여름"
재질 시원하고 하늘하늘해요. 맥시기장이지만 뒤에 트임있어서 편해요,재질 시원하고 하늘하늘해요 맥시 기장이지만 뒤에 트임 있어서 편해요," 맥시,  재질","기장, 뒤, 맥시, 시원하다, 재질, 트이다, 편하다, 하늘하늘하다"
"빛을 받으면 약간 비침이 있는정도로 얇은 단일 원단 입니다
아래쪽 절개가 조금 높이 되어 있어서 걸어다닐때 걸리거나 불편함을 느낄 수 없고 여름 내 잘 입을 수 있을 것 같아요
어두운 색상과 고민 했는데 계절 고려했을때 밝은 색상으로 간게 역시나 맞은듯 합니다",빛을 받으면 약간 비침이 있는 정도로 얇은 단일 원단입니다 아래쪽 절개가 조금 높이 되어 있어서 걸어 다닐 때 걸리거나 불편함을 느낄 수 없고 여름 내 잘 입을 수 있을 것 같아요 어두운 색상과 고민했는데 계절 고려했을 때 밝은 색상으로 간 게 역시나 맞은듯합니다,,"걸다, 걸리다, 계절, 고려, 높이, 느끼다, 단일, 두운, 밝다, 불편하다, 색상, 아래쪽, 여름, 원단, 절개"
"스판이 있어서 쭉쭉 늘어나서 정말 편해요. 허리사이즈도 단추로 어느정도 조절가능하기 때문에 사이즈에 큰 구애 안받을 것 같아요. 제 스펙에는 (158-48) xs사이즈 좋았어요
앉아있다보면 구김이 잘 가긴 하는데, 서있으면 또 잘 펴지기도 해요",스판이 있어서 쭉쭉 늘어나서 정말 편해요 허리 사이즈도 단추로 어느 정도 조절 가능하기 때문에 사이즈에 큰 구애 안 받을 것 같아요 제 스펙에는 xs 사이즈 좋았어요 앉아있다 보면 구김이 잘 가긴 하는데 서있으면 또 잘 펴지기도 해요, 스펙,"구김, 구애, 늘어나다, 단추, 사이즈, 서다, 스판, 스펙, 앉다, 에는, 쭉쭉, 편하다"
여기저기 스타일링 하기 좋아요! 편하구 여름에 자주 입을 것 같습니당,여기저기 스타일링 하기 좋아요 편하고 여름에 자주 입을 것 같습니다, 편하다,"스타, 여기저기, 여름, 편하다"
"가격,디자인,소재 너무 마음에 들어요.
블랙,베이지 둘다 구매했어요.
사이즈가 고민되어 xs,s둘다 구매했는데 s사이즈선택했어요.
저한테는 핏이 s가 더 예뻤고 허리는 단추하나 줄이면 딱이네요.
기장수선은 필요하네요 제 키에는 ^^
이미지사진보다 좀 더 환하게 나왔는데 사진보다는 좀더베이지이고 이뻐요",가격 디자인 소재 너무 마음에 들어요 블랙 베이지 둘 다 구매했어요 사이즈가 고민되어 xss 둘 다 구매했는데 s사 이즈 선택했어요 저한테는 핏이 s가 더 예뻤고 허리는 단추 하나 줄이면 딱이네요 기장 수선은 필요하네요 제 키에는 이미지 사진보다 좀 더 환하게 나왔는데 사진보다는 좀 더 베이지이고 이뻐요, 이미지,"단추, 베이지, 보다는, 사이즈, 사진, 선택, 소재, 수선, 이미지, 이즈, 키, 환하다"
"무탠다드 매장에서 입어보고
인터넷이 더 저렴하길래 구입했어요
집사람 보통 55사이즈 입는데 잘 맞는다네요",무탠다드 매장에서 입어보고 인터넷이 더 저렴하길래 구입했어요 집사람 보통 사이즈 입는데 잘 맞는다네요," 맞다,  보통,  인터넷","맞다, 매장, 보통, 사이즈, 인터넷, 입어보다, 저렴하다"
카고 롱 스커트 사고싶어서 무신사 매장가서 입어보고 반해서 샀어요-!,카고 롱스커트 사고 싶어서 무신사 매장 가서 입어보고 반해서 샀어요, 물다,"가다, 롱, 매장, 물다, 반하다, 사고, 스커트, 입어보다, 카"
"조금 넉넉하게 맞아요.
S 사이즈였으면 더 이쁘게 맞았을것 같아요.  
허리 사이즈 조절이 가능해서 좋아요.",조금 넉넉하게 맞아요 S 사이즈였으면 더 이쁘게 맞았을 것 같아요 허리 사이즈 조절이 가능해서 좋아요, 조절,"가능하다, 넉넉하다, 맞다, 사이즈, 조절, 허리"
아무때나 잘 입을수있어요 편한데 이쁘고 딱 좋아요,아무 때나 잘 입을 수 있어요 편한데 이쁘고 딱 좋아요,펴다,펴다
디테일이 아주 좋은 카고 롱 스커트에요 자체적으로 허리를 줄일 수 있는 단추 같은게 있지만 허리가 아주 얇으신 분들은 꼭 xs로 주문하시는걸 추천합니다,디테일이 아주 좋은 카고 롱스커트에요 자체적으로 허리를 줄일 수 있는 단추 같은 게 있지만 허리가 아주 얇으신 분들은 꼭 xs로 주문하시는 걸 추천합니다, 단추,"xs, 단추, 롱, 스커트, 주문, 줄이다, 추천, 카, 허리"
요즘 엉덩이 운동을 열심히해서 그런가 조금 껴서 아쉽지만 가격에 비해 질도 좋고 디테일도 맘에 들어요 !!,요즘 엉덩이 운동을 열심히 해서 그런가 조금 껴서 아쉽지만 가격에 비해 질도 좋고 디테일도 맘에 들어요,,"가격, 끼다, 디테, 런가, 비다, 아쉽다, 엉덩이, 운동, 일도, 질도"
"얇은소재라 봄,여름 잘 입을 수 있을 것 같아요!
잠그는 부분이 단추라 아쉽긴 해요
힙이 큰편이라 사이즈 고민했는데, 여유가 제법 있네요! 허리가 많이 남지만 단추로 조절하이 딱 좋아요!",얇은 소재라 봄여름 잘 입을 수 있을 것 같아요 잠그는 부분이 단추라 아쉽긴 해요 히프가 큰 편이라 사이즈 고민했는데 여유가 제법 있네요 허리가 많이 남지만 단추로 조절 하이 딱 좋아요," 편이,  단추,  여유","단추, 부분, 사이즈, 소재, 아쉽다, 얇다, 여유, 잠그다, 제법, 편이, 허리, 히프"
"음 일단 모델분이 저보다 마르신데 s를 입었길래 저도 똑같이 샀는데 허리가 너무 커요ㅠ 다행히 옆에 단추를 옮겼더니 그나마 나아서 입을려고요!
질감이나 입었을때 느낌은 정말 좋아요!!
길이는 168기준으로 해도 길었습니다ㅎㅎ",음 일단 모델분이 저보다 마르신데 s를 입었길래 저도 똑같이 샀는데 허리가 너무 커요 다행히 옆에 단추를 옮겼더니 그나마 나아서 입으려고요 질감이나 입었을 때 느낌은 정말 좋아요 길이는 기준으로 해도 길었습니다, 모델,"그나마, 기준, 길이, 나다, 다행하다, 단추, 모델, 옮기다, 질감, 크다, 허리"
색감도 안 흔하고 디자인도 예뻐서 여름에 아주 잘 입고 다넜어요 재질도 얇아서 입기 시원해요 150초반분들은 기장은 엄청 길 거 같아요 생각보다 길어서 xs사이즈도 150후반까지는 기장 괜찮은 듯 ..,색감도 안 흔하고 디자인도 예뻐서 여름에 아주 잘 입고 다넜어요 재질도 얇아서 입기 시원해요 초반분들은 기장은 엄청 길 거 같아요 생각보다 길어서 xs 사이즈도 후반까지는 기장 괜찮은 듯,,"기장, 디자인, 사이즈, 색감, 여름, 재질"
"너무 마음에 들어서 깔별로 샀어요
S샀다가 허리 너무 커서 XS샀는데
엉덩이부분 좀 작지만 괜찮아요",너무 마음에 들어서 깔 별러 샀어요 S 샀다가 허리 너무 커서 XS 샀는데 엉덩이 부분 좀 작지만 괜찮아요,,"들어서다, 별러, 부분, 엉덩이, 작, 커서, 허리"
제가 찾던 바스락치마여서 좋았구 무난하게 잘 입을 수 있었어서 좋았습니다~~♪( ´θ｀),제가 찾던 바스락 치마여서 좋았고 무난하게 잘 입을 수 있어서 좋았습니다,,"무난, 바스락, 찾다, 치마"
