Processed_Review,keyword
굿 확실히 듣던 대로 시보리가 자기주장이 강하네요 어릴 때 이 저지를 입은 형한테 삥 뜯긴 기억이 납니다,"주장, 확실하다, 형, 강하다, 시보리, 기억, 저지르다, 어리다, 나다"
사이즈 정 사이즈로 딱 맞고 시보리도 짱짱해서 좋아요 크게 사도 이뻤겠지만 만족합니다 입고 다니면 너무 자주 보이는 게 단점,"만족하다, 사이즈, 사이즈, 보이다, 시보리, 단점, 사도"
L 사이즈 구매했다가 너무 커서 S사이즈로 교환했어요 만족합니다 S사이즈도 넉넉해요 이번 옷이 크게 나온 거 같아요 착용감은 부드럽고 좋아요 입고 싶었던 거라 좋아요,"만족하다, 넉넉하다, 커서, 사이즈, 사이즈, 부드럽다, 사이즈, 착용 감다"
파이어버드 갖고 싶었는데 매일 입고 다닐 것 같아요,"파이어버드, 매일, 갖다, 싶다"
사이즈도 좀 큰가 했는데 넉넉하니 너무 좋고 핏도 이뻐요,"사이즈, 넉넉하다, 크다, 핏"
입기 편합니다 좋아요 가성비 좋고요 디자인 좋습니다,"편하다, 가성비, 디자인"
역시 아디다스는 항상 실망시키질 않아서 좋아요 엄청 예쁘고 마감도 좋아요,"실망, 마감, 항상, 아디다스"
XL 갔다가 L로 교환했는데 교환하길 잘함 흰 티에 입어도 묻어나는 거 딱히 없는 것 같음 시보리 많이 조임,"교환, 시보리, 조이다, 티, 없다, 묻다"
갑자기 트랙 위아래로 입고 다니고 싶어서 샀어요 편하다,"갑자기, 편하다, 트랙, 위아래, 싶다"
대박 예쁨 그냥 근본 그 자체 크게 입으니까 너무 예쁨,"자체, 근본, 대박, 크게, 그냥"
평소에 휘뚜루마뚜루 입기도 좋고 포인트 주기도 좋습니다 재질이 흐물거려서 핏이 이쁜데 밑단 시보리 땜에 배 부분이 좀 뜨는 게 아쉽네요 기장은 좀 긴 편입니다,"평소, 기장, 재질, 편입, 포인트, 흐물거려, 주기도, 시보리, 부분"
깔끔한 기본 아디다스 저지입니다 총기장이랑 소매길이도 적당하고 마음에 들어요,"총기장, 적당하다, 길이, 저지, 아디다스, 기본, 깔끔하다"
키인데 s도 입어봤거든요 근데 m이 핏이 더 맘에 들더라고요 s도 오버 피트인데 시보리 접어 입으니 품도 그렇고 기장감이 뭔가 맘에 안 들어서 m으로 바꿨어요 s는 오버 피트인데 뭔가 딱 맞는 오버핏 느낌 길이는 s나 m이나 지퍼 열면 겁나 긴데 창피 접어 입을 거라 상관 안 하고 그냥 m으로 바꿈 시보리 접어 입으면 기장 안 길어요 밑에 시보리가 길고 쪼여서 접어도 절대 안 내려옴 근데 팔이 겁나 길어요 줄넘기 가능할 듯 이상 팔다리 짧고 상체 긴 호빗의 후기 비슷한 분들 참고하세요,"기장감, 상관, 이나, 줄넘기"
가을에 입기 좋고 천 질감 디자인 다 괜찮네요 만족합니다,"만족하다, 디자인, 질감, 가을"
배송은 일반 배송이랑 똑같이 왔어요 한 사이즈 작게 입으면 더 좋을 거 같긴 한데 기다리기 귀찮아서 그냥 입어요 너무 귀여움,"배송, 배송, 사이즈, 일반, 기다리다, 작다"
초등학생 때 이후로 다시 처음 사네요 그때랑 비슷한 거 같습니다 핏은 훨씬 트렌디하게 나왔네요 야무지게 아무 데나 걸쳐도 예쁜 템입니다 같은 옷 입은 사람 하루에 스무 명 이상 마주치지만요,"마주치다, 초등학생, 트렌디, 걸치다, 이후"
매장에서 입어보고 무신사에서 저렴하게 구입했어요 너무 맘에 듭니다,"매장, 사, 입어보다, 저렴하다"
아디다스 트랙 탑 다시 유행이어서 매장 사려 했더니 가격이 너무 비싸서 무신사로 시켰는데 매장에서 사는 거보다 만 원이나 아껴서 좋았습니다 사고 싶었던 옷인 만큼 학원 갈 때나 놀러 갈 때 자주 입어요 아직 아침에 입으면 조금 얇아서 춥고 학교나 학원에서 입고 다니면 아주 딱 알맞아요 제가 평소에도 L 사이즈 입어서 L 사이즈 샀는데 작을 줄 알았는데 생각보다 컸어요 안에 맨투맨 입고 위에 트랙 탑 입으면 아주 딱 알맞습니다 저랑 키 비슷하고 몸무게 비슷하신 분들은 L 사이즈가 제격입니다 아디다스 트랠탑 꼭 사세요 안 사면 후회해요,"유행, 매장, 제격, 사, 매장, 비싸다, 사이즈"
리뷰 보니깐 많이 크다고 해서 걱정했었는데 넉넉하게 잘 맞아요 안에 얇은 기모도 있어서 따뜻하고 좋아요,"넉넉하다, 크다, 리뷰, 기모, 얇다, 보, 맞다"
사이즈 젤 작은 건데 기장이 길어서 더 큰 사이즈 하면 안 될 거 같아요 첨엔 애매하게 길까 봐 걱정했는데 밑에 시보리 땜에 저절로 올라가서 괜찮아요 예쁩니다,"기장, 올라가다, 사이즈, 저절로, 시보리, 애매하다, 작다, 첨"
갑자기 파이어버드 꽂혀서 샀는데 길이랑 품 다 괜찮아요 아래 쪼리가 너무 짱짱해서 잠그면 핏이 좀 이상한데 늘어나겠죠 머,"길이, 이상하다, 갑자기, 파이어버드, 잠그다, 아래, 핏, 쪼리, 짱짱하다"
안의 살짝 기모 같은 내용이 있어서 따뜻하고 재질은 뭠가 보풀이 잘 일어날 것 같은 재질이에요,"재질, 내용, 재질, 보풀, 일어나다, 기모, 뭠"
Xl가 정 사이즈였던 거 같습니다 좀 온 버핏이네요 제 생각엔 저지는 레귤러 핏으로 입어야 이쁩니다 여긴 다들 오버핏 마니아들만 있나 봅니다 저와 비슷한 신체 사이즈의 신분 xl 가세요 너무 낙낙해요 상체 근육형인데도요,"근육, 사이즈, 가다, 신체, 마니아, 여기다, 상체, 저지"
얇게 기모 같은 게 있는듯하지만 얇고 겨울 빼고는 어찌어찌 입을 수 있을 거 같은데 밑단이 너무 짱짱해서 지퍼 잠그면 핏이 이상해서 풀어서 입어야 되는 게 단점이고 팔 부분이 김,"이상하다, 풀다, 단점, 지퍼, 잠그다, 기모, 겨울, 부분"
파이어버드 갖고 싶어서 택배만 기다렸는데 포장이 꼼꼼하지 않았는지 비에 박스랑 옷도 다 젖었네요 건조기 돌리는 중입니덩 좀 아숩네여,"중 덩, 포장, 박스, 건조기, 파이어버드, 아숩네, 돌리다, 택배, 비, 젖다"
무난합니다 핏 예뻐요 지퍼 잠그면 크롭 한 기장이라서 좋아요,"기장, 무난, 크롭, 잠그다, 지퍼"
배송이 일단 개 빠릅니다 안에 후드 레이어드하려고 폼 넉넉히 샀는데 그냥 입어도 사이즈 적당합니다,"적당하다, 레이어드, 넉넉하다, 배송, 사이즈, 후드"
편하고 가벼움 조금 비싼가 싶다가도 입어보면 맛 도리임,"입어보다, 편하다, 비싸다, 도리, 가볍다, 싶다"
너무너무 좋아요 제가 딱 생각한 느낌에 생각한 핏입니다 겨울에도 이너로 입기 좋아요,"겨울, 이너, 핏입니"
