Review,Processed_Review,keyword
일단 너무너무 예쁘고 가성비 갑에다가 유행하는 러블리 코어 그리고 발레 코어에 꼭 맞는 아이템이에요!! 레알 너무 예뻐요ㅜㅜ 저만 입게 사지 마세요 다들😅,일단 너무너무 예쁘고 가성비 갑에다가 유행하는 러블리 코어 그리고 발레 코어에 꼭 맞는 아이템이에요 레알 너무 예뻐요 저만 입게 사지 마세요 다들,"코어, 에다가, 레알, 아이템, 저만, 말다, 사지, 러블리, 발레, 가성비"
"리본이랑 레이스가 넘 기여운 치마에요❤️🎀
치마가 많이 짧다고 해서 걱정했는데 저는 키가 작아서 길이도 딱 맞고 안에 속바지도 있어서 너무 편했어요!
처음 왔을때는 구김이 좀 있었는데 스팀 한번 하니까 하루종일 입고 다녀도 구김이 안가더라구여:) 아무 티에도 잘 어울리고 딱 붙지 않아서 여름에도 시원하게 잘 입을거같아요😝💕",리본이랑 레이스가 너무 귀여운 치마에요 치마가 많이 짧다고 해서 걱정했는데 저는 키가 작아서 길이도 딱 맞고 안에 속바지도 있어서 너무 편했어요 처음 왔을 때는 구김이 좀 있었는데 스팀 한번 하니까 하루 종일 입고 다녀도 구김이 안 가더라고요 아무 티에도 잘 어울리고 딱 붙지 않아서 여름에도 시원하게 잘 입을 거 같아요,"구김, 치마, 종일, 하루, 한번, 가다, 스팀, 오다, 처음, 맞다"
우와 요새 유행하는 느낌의 치마 싸게ㅜ잘 샀아요 제가 키가 작은 편인데도 짧아서 엉덩이 다 보일걱 같아요 ㅎ 레이어드 용으로 입어야겠어요,우와 요새 유행하는 느낌의 치마 싸게 잘 샀아요 제가 키가 작은 편인데도 짧아서 엉덩이 다 보일 걱 같아요 레이어드 용으로 입어야겠어요,"우와, 펴다, 엉덩이, 레이어드, 싸다, 유행, 보이다, 작다, 치마, 짧다"
키 156인데 길이가 안 길어서 좋아요 너무 퍼지지도 않고 밴딩도 편하고 디자인이 너무 예뻐요,키인데 길이가 안 길어서 좋아요 너무 퍼지 지도 않고 밴딩도 편하고 디자인이 너무 예뻐요,"퍼지다, 밴딩, 인데, 디자인, 길이, 편하다"
생각보다 더 짧아서 팬츠랑 레이어드해서 입어요 ㅎㅎ 실물이 더 귀엽고 뽀짝해요,생각보다 더 짧아서 팬츠랑 레이어드해서 입어요 실물이 더 귀엽고 뽀짝 해요,"실물, 팬츠, 뽀짝, 레이어드, 귀엽다, 짧다"
같이 산 시눈 블라우스랑 입었는데 찰떡이네요 추천,같이 산 신문 블라우스랑 입었는데 찰떡이네요 추천,"신문, 블라우스, 찰떡, 추천"
요즘 유행하는 레이스 스커트 다 좋고 예쁜데 길이가 너무 짧아서 아쉬워요 안에 바지 내장이라 그래도 다행,요즘 유행하는 레이스 스커트 다 좋고 예쁜데 길이가 너무 짧아서 아쉬워요 안에 바지 내장이라 그래도 다행,"다행, 아쉽다, 내장, 유행, 레이스, 바지, 스커트, 길이, 짧다"
"길이가 상당히 짧아요
전 키가작아서 괜춘해요
키크신분들은 비추입니다
블랙 화이트
둘다 구입했어요
리본이 포인트라
크롭 반팔에 어울릴듯",길이가 상당히 짧아요 전 키가 작아서 괜찮아요 키 크신 분들은 비추입니다 블랙 화이트 둘 다 구입했어요 리본이 포인트라 크롭 반팔에 어울릴 듯,"비추다, 상당하다, 블랙, 크롭, 화이트, 포인트, 크다, 작다, 어울리다, 길이"
모델분 입으신 것처럼 상의를 그냥 무난한 티셔츠로 입어도 이 치마가 캐리해주는 것 같아요 너무 튀지 않으면서도 꾸민느낌이라 좋습니당,모델분 입으신 것처럼 상의를 그냥 무난한 티셔츠로 입어도 이 치마가 캐리 해주는 것 같아요 너무 튀지 않으면서도 꾸민 느낌이라 좋습니다,"꾸미다, 캐리, 무난, 모델, 그냥, 튀다, 해주다, 처럼, 상의, 티셔츠"
세탁 처음에 하고 나서 밴드가 말려서 아무리 해봐도 펴지지도 않고 입으면 안그래도 짧았던 치마가 밴드 말린 것때문에 엉덩이가 보일 정도가 됐어요 진짜 절대 사지 마세요 보세에서도 이정도 퀄 나오기 힘든데 생돈 날렸네요,세탁 처음에 하고 나서 밴드가 말려서 아무리 해봐도 펴지지도 않고 입으면 안 그래도 짧았던 치마가 밴드 말린 것 때문에 엉덩이가 보일 정도가 됐어요 진짜 절대 사지 마세요 보세에서도 이 정도 퀄 나오기 힘든데 생돈 날렸네요,"말리다, 밴드, 아무리, 힘드다, 생돈, 절대, 날리다, 나서다, 나오다, 때문"
