Processed_Review,keyword
XS 사려다 S 샀는데 XS 살걸 우선 다른 피케 원피스보다 기장이 길었고 시원한 재질이어서 손이 잘 가요 단정한 느낌도 줘서 굿,"재질, 원피스, 주다, 사려, 시원하다, 단정하다, 살걸, 기장"
키가 매우 매우 크기 때문에 저에게는 미니 기장이긴 한데 짧을 건 이미 예상하고 구매했습니다 근데도 너무 예뻐요 상체 퉁퉁 예인데 팔뚝살 잘 감춰주고 단추 오픈해서 입으면 그나마 덜 퉁퉁 히로 보여서 너무 좋아요 얇아서 좀 비치긴 하지만 속바지 or 속치마 입으면 갠춘합니당다른색도 살까 고민 중이에요 너무 예뻐,"갠 추다 색도, 치마, 비치다, 오픈, 기장 이기다, 미니, 보"
네이비랑 블랙 고민하다가 블랙 구매했어요 허리 잘록하게 잘 들어가고 핏이뻐요 다만 많이 비치는 거 같아서 신경 써야 할 거 같아요,"신경, 네이비, 잘록하다, 들어가다, 고민, 허리, 블랙, 비치다, 핏이뻐"
처음에 s 살까 xs 살까 고민하다가 xs 샀어요 질도 좋고 예뻐요 네이비도 살까 봐요,"고민, 네이비, 질도, 처음, 살다"
많이 짧지도 않고 깔끔한 핏에 허리라인이 살짝 들어가서 예뻐요 옷감이 얇아서 밝은 데서 보면 원피스 속 다리 라인이 비쳐 보여서 속치마를 입는 게 좋을듯해요 다른 컬러도 살 예정,"허리 라인, 치마, 원피스, 들어가다, 컬러, 보, 라인, 다리, 비치다"
통통한 편인데 엠사이즈 잘 맞아요 딱 기본 스타일이라서 매우 맘에 듭니다,"통통하다, 스타일, 엠 사이즈, 편, 기본, 맞다"
키가 있어서 M 살지 L 살지 고민했는데 후기 보고 M 샀어요 제 체형이라면 M은 사진 참고하시면 될 거 같아요 딱 깔끔하게 예쁜 느낌이고 앞태가 진짜 예뻐요,"체형 라면, 참고, 살, 사진, 키, 보고, 후기, 앞태"
소재가 얇고 시원해서 땀도 잘 흡수해 줘요 근데 단점은 허벅지 부분이 다 비쳐요 속바지보다는 속치마 입어야 좀 안 비칠 것 같아요 저도 리뷰 꼼꼼하게 봤는데 이렇게까지 비칠 줄 몰랐어요 햇빛 비치면 그냥 다 보입니다 주의하시고 예쁜 옷 사세요,"시원하다, 주의, 비치다, 속바지, 비치, 치마, 보이다, 비치다, 소재, 허벅지"
반에 타이트하게 맞아요 이쁘고 핏하고 시원하지만 계속 숨 참고 있어야 한다는 게 단점입니다 그래도 잘 입고 다니고 있어요 키는입니다,"키, 단점, 시원하다, 참고, 타이트"
요즘 나오는 피케이 원피스들은 너무 달라붙거나 짧아서 입지를 못하는데 이건 제 키 기준 딱 이쁜 길이에요 허리도 적당히 라인이 들어가서 날씬해 보입니다 약간 비침이 있어서 속바지는 입는 게 좋아요,"날씬하다, 원피스, 속바지, 길이, 보이다, 이건, 비침, 라인, 들어가다"
동생 사줬는데 키에 비해 기장 짧지도 않고 스판기 있어서 편하다고 하네요 다른 색상도 있으면 좋겠대요,"동생, 스판, 색상, 편하다, 기장, 키, 비다, 짧다"
편하게 입고 나가기 좋을 거 같아요 기장은 저는 짧은 걸 더 선호해서 수선할 예정입니다,"선호, 기장, 수선하다, 편하다, 짧다, 예정"
허리에 라인이 살짝 들어가 있어 심심하지 않고 편안한 원피스에 여성스러움까지 느낄 수 있어요 기장도 괜찮고 어깨가 넓은 편인데 어깨도 딱 맞았어요 만족스러운 소비입니다,"만족스럽다, 소비, 원피스, 심심하다, 기장, 허리, 편안하다, 라인, 들어가다, 편"
초등학생 딸에게 xs 사이즈 딱 예쁘게 맞아요 두껍지 않아 시원하다고 합니다,"시원하다, 초등학생, 사이즈, 맞다, 딸, 두껍다"
귀여워 귀여워이고 XS 예쁘게 맞아요 어깨 넓은 편인데 괜찮아요 가슴도 좀 있는데 괜찮아요 다른 색 많이 왔으면 조켔어여 딸기 우유색 같은 거 그리고 가슴팍에 로고 하나 박아도 예쁠 듯 무탠다드 로고 기갈나게 함 뽑아봐요,"가슴, 박아, 갈다, 우유 색, 가슴, 하나"
너무너무 마음에 들어요 저랑 비슷한 스펙이시면 m 추천드립니다,"추천 드리다, 스펙 시"
뱃살이 좀 있는 편이라 허리라인이 들어간 원피스 찾고 있었는데 진짜 맘이 들어요 스타일 후기도 올려봅니다 피트 참고하세요 정도입니다,"올리다, 허리 라인, 원피스, 스타일, 참고, 편이, 들어가다"
사이즈도 굿 딱 원하던 핏인데 기장이 길어서 잘랐어요,"기장, 사이즈, 원하다, 핏, 자르다"
예뻐요 길이가 정말 맘에 들어요 몸매 보정이 잘 되는 옷이네요,"보정, 길이, 몸매"
예뻐요 생각했던 핏입니다 이런 스타일 옷 찾고 있었는데 좋아요,"스타일, 이렇다, 핏입니, 찾다"
보통 m 입는데 다들 s시켰길래 작은 걸로 시켰는데 딱 맞아요인데 기장도 안 짧아서 좋아요 허리 쪽은 좀 남지만 궁댕쓰쪽에 많이 안 붙어서 오히려 좋아 소재도 시원한 소재예요 대신에 좀 비칠 수 있으니 속바지 필수입니다 이,"필수, 시원하다, 남지, 기장, 속바지, 대신, 소재, 비치다"
기장도 안 짧고 이쁜데 다른 분들 후기대로 원단이 엄청 얇아서 블랙 색상인데도 비치네요 하지만 원단은 견고하네요,"원단, 원단, 색상, 기장, 견고하다, 후기, 비치다"
기본 템으로 무난합니다 다만 어두운색임에도 불구하고 비침이 있어요 조금 얇아서 아쉽긴 하네요,"무난, 어두운색임, 불구, 비침, 기본"
편하게 입기 좋아요 많이 짧지 않고 넉넉해서 좋아요,"편하다, 넉넉하다, 짧다"
길이가 다른 원피스들에 비해 긴 편이에요 엄마가 좋아하는 길이 그래도 허리 라인 잡혀있어서 예뻐요,"원피스, 길이, 편이, 허리, 길이, 라인, 엄마, 비다"
굳굳 완전 휘뚜루마뚜루 템임 짱 편하고 짧지도 않음,"편하다, 템임, 짧다, 굳다 굳다"
사이즈 적당히 맞아요 역시 키가 작아서 허리가 우글우글하긴 하네요 기장도 한 센티미터 더 짧으면 좀 더 이쁠 거 같아요 수선하려고요 그래도 가격 대비 만족합니다,"수선하다, 적당하다, 만족하다, 사이즈, 기장, 작다, 센티미터, 허리"
어깨 좁다는 평이 있어서 좀 걱정했는데 잘 맞아요 길이도 적당해서 활동성 좋고 몸매 정말 좋아 보여요 여름에 잘 입고 다닐 듯,"적당하다, 좁다, 길이, 보이다, 몸매, 활동, 평이"
키도 있고 덩치도 있는데 길이도 괜찮고 허리도 적당히 라인이 들어가 있어서 괜찮은 것 같아요,"덩 치도, 적당하다, 길이, 라인, 허리, 들어가다, 키도"
사이즈 탁월하네요 안성맞춤형 사이즈예요 딱 맞음,"탁월하다, 사이즈, 안성맞춤, 사이즈, 맞다"
살짝 짧은 기장을 선호하여 s로 주문했습니다 타이트하지 않아서 꿈 안 꾸 아님 안안으로 편하게 입기 조아여 볼캡이랑 스니커즈로 편하게 입거나 로퍼나 부츠 신어도 예뻐요 부드러운 재질은 아니지만 거칠거칠하지도 않아요 예민하신 분들 아니면 괜찮을 것 같아요 허리라인이 잡혀있어서 몸매 좋아 보입니다 재질이 시원하고 얇은 재질이어서 그런지 비침이 너무 심해서 속치마나 속바지 필수예요,"거칠거칠하다, 재질, 선호, 보이다, 치마, 스니커즈, 심하다, 신어, 아니다"
피케 원피스 사려고 오래 서치했는데 무선사 제작템 사길 잘했네요 이 스킨 원단 운동복으로 잘 입는 거라 기대했는데 입어보니 역시나 냉감이 좋네요 사이즈가 조금 크다고 해서 S 하니 딱 맞게 예뻐요 어벙하게 남는 게 싫어서 실측 확인하고 구매했더니 딱 맞네요 다른 색상도 사야겠어요,"입어보다, 무섭다, 색상, 사이즈, 실측, 확인"
실루엣 자체가 허리가 좀 얇게 돼있는 디자인이라 라인이 굉장히 예쁘게 떨어집니다 길이도 적당한 길이감이라 움직이기도 편하고 발목이 긴 워커랑 매치하면 비율도 좋고 시크하게도 입을 수 있어요 허리가 쪼끔 얇은 디자인이라 벗을 때 조금 불편할 순 있습니다,"매치, 시크, 적당하다, 움직, 디자인, 불편하다, 편하다, 자체, 발목"
체격이 있는데도 s사이즈 불편하지 않게 잘 맞습니다,"불편하다, 사이즈, 체격, 맞다"
다리 사이니 침은 실제로 있는 거 같습니다 하지만 옷은 이쁘고요 여름에 시원하게 입을 수 있을 거 같습니다,"시원하다, 실제, 다리, 사이니, 여름, 침"
편한 핏 딱 붙지도 않고 너무 벙벙하지 않고 편하게 입을 수 있다 생각보다 재질은 조금 얇아요 예뻐요,"벙벙하다, 재질, 편하다, 편하다"
작년 여름에 너무너무 잘 입었던 정말 좋아하는 원피스입니다 염색약이 묻어서 버리게 됐는데 다시 안 파는 것 같아서 속상하던 차에 다시 판매하는 거 보고 너무 기쁘게 재구매해요 계속 계속 팔아주세요,"원피스, 판매, 재다, 속상하다, 파다, 작년, 팔다"
후기를 보고 s를 주문했는데 전체적인 핏이 너무 예뻐요 길이도 피케 원피스치고 짧지 않아서 출근할 때도 입을 수 있겠어요 근데 M 샀어도 여유 있는 핏으로 예뻤을 것 같아서 S랑 M은 선호하는 핏에 취향대로 고르면 될 것 같습니다,"전체, 원피스, 여유, 고르다, 선호, 길이"
시원하고 편하게 잘 입고 다닐 수 있을 거 같아요 길이도 많이 안 짧아서 좋아요,"시원하다, 길이, 편하다, 짧다"
후기대로 얇긴 한데 여름에 입기 시원해서 좋습니다,"시원하다, 후기, 여름, 얇다"
키 커서 많이 짧을까 봐 걱정했는데 전혀 걱정 말고 사세요 그냥 등치도 있고 그런데 입고 있어도 안 불편하고 편해요 비치는 거 많이들 말씀하시는데 속바지 입면 그만 하나쯤 무조건 가지고 있으면 뭐 찾아 있기 귀찮을 때 하나만 딱 입어도 이쁨이쁘,"말씀, 비치다, 무조건, 치도, 입면, 커서, 불편하다"
다리 길어 보이고 허리라인 쏙 들어가 있어서 열라 맘에 듦,"허리 라인, 들어가다, 다리, 길다, 열, 보이"
두께가 살짝 얇은 것 같아요 하지만 핏이 너무 이쁘고 날씬해 보여요 다른 색도 구매할 예정입니다,"날씬하다, 보이다, 색도, 핏, 예정, 얇다"
무난하니 좋았어요 편하게 막 입으려고 산 거고 오랜만에 짧은 치마 입은 거라 부담스러워서 부 레깅스로 좀 더 편하게 입었네요,"레깅스, 무난, 편하다, 부담스럽다, 치마"
핏 너무 예쁘고 길이도 적당해서 부담스럽지 않게 입을 수 있어요,"적당하다, 부담, 길이"
이쁘고 길이도 적당한데 살짝 긴 느낌 허리라인 이쁘게 들어가요,"허리 라인, 적당하다, 들어가다, 길이"
음무 이뻐요 여름이니까 원피스 필수 다들 쟁여놓으세요,"원피스, 음무, 필수, 쟁 놓다, 여름"
제 키 몸무게에는 s가 딱 좋네요 시원한 소재라 더 더워져도 잘 입을 것 같아요,"더워지다, 시원하다, 소재, 몸무게, 가다"
여름 내 잘 입었어요 딱 맞게 입고 싶어 xs 할까 고민하다가 s 구입한 건데 어깨가 딱 맞더라고요,"고민, 어깨, 싶다, 맞다, 맞다"
아주 깔끔한 기본 피트의 피케 원피스입니다 괜춘 추천해요,"추천, 원피스, 피트, 기본, 피케, 깔끔하다, 괜춘"
딱 적당히 피하게 입고 싶으면 xs 살짝 널찍하게는 s 하면 될 거 같아요 가성비 짱 좀 더 다양한 색 있으면 좋겠어요,"적당하다, 가성비, 싶다, 다양하다, 널찍하다"
어디든 잘 어울리고 아무 데나 잘 어울립니다 좋네요,"어울리다, 어울리다"
길이가 짧으면 어쩌나 했는데 적당해요 허리가 살짝 들어가 있어서 정말 이뻐요,"적당하다, 길이, 들어가다, 허리"
생각보다는 길지만 편하고 핏 좋아요 소재도 얇습니다,"소재, 길, 편하다, 얇다"
한 번 빨았는데 많이 손상되지는 않지만 처음 핏을 아니네요 그래도 옷이 예뻐요,"아니다, 처음, 핏, 손상, 빨다"
얇은 만큼 비쳐서 꼬옥 속치마 속바지 필수예요 여름엔 원피스만 한 게 없어요,"비치다, 원피스, 치마, 여름, 속바지, 없다, 얇다, 필수"
pk 원피스 많이 알아봤는데 너무 짧지도 않고 너무 붙지도 않고 가격도 저렴하고 라코스테 안사고 이거 사도 충분히 만족할 거 같아요 무탠다드 짱입니다 살짝 비치는 게 흠이긴 하지만 막 신경 쓰일 정도 아닌 거 같아요 속치마 바지랑 같이 입으세요,"치마, 신경, 만족하다, 충분하다, 바지, 가격, 원피스, 비치다"
원피스 끝단이 A 라인처럼 됐으면 하비인 제 체형에는 좀 더 좋았을 것 같아요 하지만 비침은 없는데 원단이 생각보다 더 얇아서 여름용으로 시원하고 여기저기 편하게 입고 다니기 좋아요,"여기저기, 라인, 여름, 시원하다, 원피스, 원단, 체형, 비침"
허리 라인이 들어가 있어서 핏이 괜찮네요 길이 적당하고 생각보다 많이 안 커서 좋아요,"적당하다, 허리, 라인, 들어가다, 커서, 길이, 핏"
진짜 괜찮음 다들 사세요 저는 만원 초반대에 구매,"초반, 만원"
무단횡단 아니고 행사해서 차도를 인도처럼 다닐 수 있는 거예요 진짜 구입한 후로 교복처럼 입고 다녀요 생각보다 얇아서 속바지 입으면 다리 라인 다 보이기 땜에 차라리 짧은 바지 입는 거 추천드림 D,"추천 드림, 인도, 차도, 아니다, 라인"
날씬해 보이고 너무 좋아요 시원하고 편합니다 추천,"날씬하다, 추천, 시원하다, 편하다, 보이"
허리라인 잡아줘서 몸매 좋아 보이고 편해요 덥지도 않고,"덥다, 잡다, 허리 라인, 보이, 편하다, 몸매"
S사이즈 딱임 고민들 말고 사세요 오,"사이즈, 고민, 딱이다"
이 입기에는 좀 조신한 길이지만 그 덕에 편하게 어디든 입고 다닐 수 있어요 이상이면 예쁜 길이 일 듯 핏도 예뻐요 밝은 곳에서는 비침 약간 있어요,"이면, 길이, 조신, 길이, 편하다, 비침"
얇아서 좀 비추긴 한데 s사이즈 딱 맞아요 길이도 적당합니다,"적당하다, 사이즈, 길이, 비추다, 얇다, 맞다"
요 근래 살이 쪄서 m사이즈 사봤는데 무난하게 잘 맞습니다 근데 배 빵빵하게 먹고 입으면 라인 다 나오니까 이거 입은 날엔 적당히 먹어야 할 듯 오프라인에 디피 안 돼있어서 입어보지 못하니 참고하세요,"사이즈, 입어보다, 참고, 오프라인, 적당하다, 무난, 살이"
이런 원피스 사고 싶어서 고민하다가 후기가 좋아서 구매해 봅니다 소재는 여름이 시원할 소재 구룡 편하게 입기 좋을 것 같아요 팔뚝이 많이 두꺼운데 팔 접으면 꽉 끼는 느낌이 나서 아마 웬만한 분들도 넉넉하게 맞을 것 같아 융 제 기준 L로 구매하는 개 맞지만 살 빼고 있어서 M으로 구매했어요 딱 핏되다 이쁘게 맞아유 다른 색도 구매하려고 합니다 추천 추천,"고민, 넉넉하다, 추천, 소재, 분"
생각보다 되게 얇은데 그래서 여름에 잘 입을 것 같아요,"여름, 얇다"
XS로 사길 진짜 잘한 것 같아요 제가 원하던 딱 정핏,"원하다, 자다, 정핏"
