title,keyword
1875663,"길이, 편하다, 얇다, 시원하다, 허리, 사이즈, 라인, 여름, 짧다, 적당하다"
3977452,"짧다, 길이, 탄탄하다, 원피스, 사이즈, 소재, 배송, 타이트, 하고, 사고"
1875664,"시원하다, 편하다, 짧다, 길이, 얇다, 여름, 적당하다, 사이즈, 허리, 라인"
4018731,"귀엽다, 짧다, 편하다, 속바지, 리본, 치마, 길이, 가격, 스커트, 디자인"
3977488,"짧다, 원피스, 사이즈, 길이, 기장, 탄탄하다, 재질, 맞다, 글로리, 레이어드"
2551401,"편하다, 짧다, 맞다, 사이즈, 치마, 바지, 허리, 속바지, 크다, 길이"
2978106,"편하다, 사이즈, 크다, 허리, 여름, 시원하다, 얇다, 재질, 단추, 조절"
3295891,"색감, 여름, 디자인, 밑단, 허리, 사이즈, 크다, 글로리, 블루, 없다"
1645762,"사이즈, 허리, 맞다, 크다, 편하다, 길이, 치마, 크림, 배송, 적당하다"
1944554,"허리, 짧다, 사이즈, 길이, 치마, 맞다, 크다, 적당하다, 편하다, 무난"
