title,keyword
1875663,"얇다, 편하다, 허리, 시원하다, 핏, 라인, 사이즈, 길이, 짧다, 여름"
3977452,"짧다, 핏, 사이즈, 작다, 탄탄하다, 길이, 허리, 맞다, 타이트, 소재"
1875664,"시원하다, 짧다, 편하다, 얇다, 길이, 여름, 핏, 사이즈, 적당하다, 라인"
4018731,"짧다, 귀엽다, 속바지, 편하다, 디자인, 치마, 길이, 리본, 가격, 키"
3977488,"짧다, 탄탄하다, 핏, 재질, 사이즈, 길이, 소재, 원피스, 색상, 허리"
2551401,"편하다, 짧다, 사이즈, 맞다, 바지, 속바지, 허리, 치마, 핏, 길이"
2978106,"편하다, 사이즈, 여름, 허리, 얇다, 크다, 시원하다, 재질, 단추, 소재"
3295891,"색감, 여름, 밑단, 사이즈, 골반, 허리, 디자인, 가격, 블루, 색상"
1645762,"사이즈, 허리, 편하다, 맞다, 크다, 핏, 길이, 크림, 색, 치마"
1944554,"허리, 사이즈, 짧다, 맞다, 길이, 크다, 치마, 핏, 편하다, 적당하다"
