title,keyword
DOODLE HEART HALF T WHITE GREYISH BLUE,"프린팅, 디자인, 사이즈, 핏, 재질, 배송, 편하다, 여름, 어울리다, 가격"
[SET] 워셔블 케이블 반팔 니트 세트,"사이즈, 니트, 여름, 가격, 색감, 재질, 가성비, 덥다, 핏, 배송"
[2PACK] 쿨 코튼 티셔츠 블랙+화이트,"사이즈, 편하다, 시원하다, 재질, 여름, 기본, 가격, 배송, 무난, 티"
[3천원 결제혜택]링클 체크 박시 오버핏 롤업 하프 셔츠 다크 네이비,"시원하다, 여름, 셔츠, 얇다, 사이즈, 재질, 편하다, 단추, 가격, 핏"
460G 컷 헤비 피그먼트 티셔츠-차콜-,"사이즈, 색감, 핏, 재질, 피그먼트, 색상, 적당하다, 탄탄하다, 편하다, 먼트"
[16수 코마사] 2PACK SMALL ARCH T-SHIRT WHITE _ BLACK,"사이즈, 적당하다, 편하다, 재질, 가격, 무난, 여름, 기본, 가성비, 티"
빈티지 워싱 네이비 체크셔츠,"셔츠, 색감, 여름, 얇다, 사이즈, 체크, 배송, 적당하다, 재질, 가격"
[3PACK] 에어쿨링 드라이 기능성 무지 반팔티,"운동, 시원하다, 편하다, 사이즈, 가격, 재질, 가성비, 여름, 소재, 만족하다"
TAG OG TEE - WHITE,"사이즈, 디자인, 배송, 편하다, 크다, 재질, 무난, 빠르다, 핏, 적당하다"
[2PACK] EL 스트리트 아트워크 오버핏 반팔티 2종 2PACK,"사이즈, 디자인, 가격, 편하다, 배송, 여름, 적당하다, 빠르다, 얇다, 재질"
